https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEC,Volume USDT,tradecount
1651017600000,2022-04-27 00:00:00,ZEC/USDT,145.91,151.68,143.35,149.21,807164.096,119331655.45892,336281
1650931200000,2022-04-26 00:00:00,ZEC/USDT,165.98,170.50,143.00,145.91,1077471.602,171034928.72726,515420
1650844800000,2022-04-25 00:00:00,ZEC/USDT,160.83,166.80,146.53,165.97,1066946.481,165342654.72161,490255
1650758400000,2022-04-24 00:00:00,ZEC/USDT,153.10,163.48,152.69,160.84,852596.333,135996479.39862,406343
1650672000000,2022-04-23 00:00:00,ZEC/USDT,157.09,158.41,152.48,153.11,365508.912,56729248.19482,192360
1650585600000,2022-04-22 00:00:00,ZEC/USDT,159.44,169.79,156.67,157.07,950788.742,156156107.36813,399280
1650499200000,2022-04-21 00:00:00,ZEC/USDT,156.73,170.99,156.12,159.44,1068894.199,175381712.05850,508731
1650412800000,2022-04-20 00:00:00,ZEC/USDT,158.61,162.00,154.56,156.72,703956.877,111209884.73622,335443
1650326400000,2022-04-19 00:00:00,ZEC/USDT,156.06,163.77,153.13,158.61,1000737.053,158245353.05348,397942
1650240000000,2022-04-18 00:00:00,ZEC/USDT,137.32,157.53,132.62,156.08,1425846.540,204056032.45512,455755
1650153600000,2022-04-17 00:00:00,ZEC/USDT,143.75,145.70,137.10,137.31,400646.084,57269856.01392,171792
1650067200000,2022-04-16 00:00:00,ZEC/USDT,146.44,147.79,141.29,143.73,342367.186,49543634.13516,150454
1649980800000,2022-04-15 00:00:00,ZEC/USDT,144.15,149.97,143.62,146.45,563520.862,82349448.83658,231857
1649894400000,2022-04-14 00:00:00,ZEC/USDT,152.59,155.76,141.31,144.18,584082.821,87136303.73625,272544
1649808000000,2022-04-13 00:00:00,ZEC/USDT,147.28,152.86,144.08,152.55,540853.517,79733131.51775,245178
1649721600000,2022-04-12 00:00:00,ZEC/USDT,142.74,149.83,141.23,147.27,735189.167,106936271.54215,319037
1649635200000,2022-04-11 00:00:00,ZEC/USDT,161.03,163.59,141.52,142.75,982773.004,150415889.50341,449696
1649548800000,2022-04-10 00:00:00,ZEC/USDT,169.15,170.00,160.04,161.03,487992.167,81198269.95964,279276
1649462400000,2022-04-09 00:00:00,ZEC/USDT,165.58,174.73,161.27,169.15,993879.802,166690229.44584,473240
1649376000000,2022-04-08 00:00:00,ZEC/USDT,172.52,183.83,164.05,165.59,1685447.531,294894820.82562,846949
1649289600000,2022-04-07 00:00:00,ZEC/USDT,160.89,174.27,158.20,172.60,771995.866,128169479.01174,427973
1649203200000,2022-04-06 00:00:00,ZEC/USDT,165.65,177.70,157.88,160.87,1224249.565,204453098.43964,670485
1649116800000,2022-04-05 00:00:00,ZEC/USDT,173.74,178.90,164.76,165.65,707737.686,122349687.35549,377878
1649030400000,2022-04-04 00:00:00,ZEC/USDT,179.75,180.26,163.00,173.77,517030.655,88741109.04380,342210
1648944000000,2022-04-03 00:00:00,ZEC/USDT,177.83,182.44,173.58,179.72,389899.620,69432578.45299,284468
1648857600000,2022-04-02 00:00:00,ZEC/USDT,186.12,191.75,177.04,177.81,470011.817,86878715.55391,342885
1648771200000,2022-04-01 00:00:00,ZEC/USDT,178.32,193.76,170.72,186.16,668550.578,121554417.65254,418140
1648684800000,2022-03-31 00:00:00,ZEC/USDT,191.91,196.43,176.32,178.34,636130.053,118646833.26386,331662
1648598400000,2022-03-30 00:00:00,ZEC/USDT,196.21,199.01,186.65,191.90,575985.787,110724301.60331,323133
1648512000000,2022-03-29 00:00:00,ZEC/USDT,192.24,200.00,188.80,196.20,601123.017,117325571.37644,343836
1648425600000,2022-03-28 00:00:00,ZEC/USDT,210.23,211.82,189.52,192.29,729560.705,147728695.75691,411281
1648339200000,2022-03-27 00:00:00,ZEC/USDT,204.72,210.87,195.52,210.21,779869.045,157520748.35946,411817
1648252800000,2022-03-26 00:00:00,ZEC/USDT,195.22,216.56,195.15,204.67,1450435.079,297834913.23181,629464
1648166400000,2022-03-25 00:00:00,ZEC/USDT,192.85,200.60,188.27,195.23,1134565.766,221996069.88338,542113
1648080000000,2022-03-24 00:00:00,ZEC/USDT,182.13,197.11,176.98,192.90,870963.024,162718461.27540,424469
1647993600000,2022-03-23 00:00:00,ZEC/USDT,174.33,187.88,171.00,182.12,802533.588,143246567.91875,386081
1647907200000,2022-03-22 00:00:00,ZEC/USDT,181.38,184.00,172.72,174.25,789735.989,141117148.43150,395614
1647820800000,2022-03-21 00:00:00,ZEC/USDT,173.61,184.79,165.63,181.36,1272759.204,221426071.18114,588960
1647734400000,2022-03-20 00:00:00,ZEC/USDT,179.75,181.28,169.20,173.60,961403.852,168240091.02128,490974
1647648000000,2022-03-19 00:00:00,ZEC/USDT,171.84,183.37,167.03,179.79,1668721.101,291739269.20817,703313
1647561600000,2022-03-18 00:00:00,ZEC/USDT,152.50,172.69,147.18,171.80,1684083.967,267124189.06149,732653
1647475200000,2022-03-17 00:00:00,ZEC/USDT,153.91,166.99,148.24,152.52,1486276.127,231978272.27112,585725
1647388800000,2022-03-16 00:00:00,ZEC/USDT,136.11,154.00,135.35,153.90,1342739.474,193595005.94382,534360
1647302400000,2022-03-15 00:00:00,ZEC/USDT,149.39,149.85,135.43,136.11,1421360.749,200310043.28716,541868
1647216000000,2022-03-14 00:00:00,ZEC/USDT,154.69,156.36,143.20,149.38,1818246.367,274647508.98834,689955
1647129600000,2022-03-13 00:00:00,ZEC/USDT,151.60,158.59,144.46,154.70,1723438.308,261368766.58650,717102
1647043200000,2022-03-12 00:00:00,ZEC/USDT,153.36,159.80,143.50,151.60,1501049.898,225858467.71801,606764
1646956800000,2022-03-11 00:00:00,ZEC/USDT,157.09,159.11,145.80,153.35,3105635.728,474658108.17145,1182665
1646870400000,2022-03-10 00:00:00,ZEC/USDT,141.40,160.40,130.33,157.12,2856252.627,406083695.46212,1072807
1646784000000,2022-03-09 00:00:00,ZEC/USDT,138.38,146.66,135.57,141.42,2407892.745,337415633.50764,836947
1646697600000,2022-03-08 00:00:00,ZEC/USDT,109.37,141.17,108.88,138.38,2525954.771,315748431.24288,810390
1646611200000,2022-03-07 00:00:00,ZEC/USDT,107.30,113.58,103.56,109.37,755718.447,81549648.56063,254879
1646524800000,2022-03-06 00:00:00,ZEC/USDT,116.28,119.47,106.96,107.26,705299.948,79840935.67962,252210
1646438400000,2022-03-05 00:00:00,ZEC/USDT,116.87,119.13,112.28,116.30,438744.903,50475979.23339,188100
1646352000000,2022-03-04 00:00:00,ZEC/USDT,128.96,129.33,115.80,116.87,823373.976,101609328.77154,313424
1646265600000,2022-03-03 00:00:00,ZEC/USDT,125.73,131.11,120.96,128.98,886499.690,111584572.72557,313767
1646179200000,2022-03-02 00:00:00,ZEC/USDT,118.93,128.95,115.00,125.72,750345.880,91573552.54762,264811
1646092800000,2022-03-01 00:00:00,ZEC/USDT,118.51,121.66,115.07,118.92,433197.624,51015423.66719,167778
1646006400000,2022-02-28 00:00:00,ZEC/USDT,102.48,119.37,99.85,118.51,597119.629,65318736.91634,208278
1645920000000,2022-02-27 00:00:00,ZEC/USDT,107.77,110.43,98.86,102.46,476924.916,50313091.67327,174411
1645833600000,2022-02-26 00:00:00,ZEC/USDT,106.83,110.49,105.28,107.75,461407.780,49969936.31599,182961
1645747200000,2022-02-25 00:00:00,ZEC/USDT,102.48,109.87,98.16,106.84,760298.815,79238533.06036,244988
1645660800000,2022-02-24 00:00:00,ZEC/USDT,97.36,105.05,84.64,102.46,1057591.850,98641241.37058,332220
1645574400000,2022-02-23 00:00:00,ZEC/USDT,102.84,106.10,96.86,97.37,512548.134,52509525.57315,177637
1645488000000,2022-02-22 00:00:00,ZEC/USDT,100.27,103.23,94.72,102.83,741009.749,72973010.95200,219795
1645401600000,2022-02-21 00:00:00,ZEC/USDT,107.79,115.00,99.53,100.27,926172.023,100890396.03646,275920
1645315200000,2022-02-20 00:00:00,ZEC/USDT,112.09,112.21,103.33,107.79,422948.148,45246889.33709,145701
1645228800000,2022-02-19 00:00:00,ZEC/USDT,108.94,115.85,106.80,112.04,488334.880,54441857.49937,173166
1645142400000,2022-02-18 00:00:00,ZEC/USDT,113.42,117.88,107.65,108.93,437697.819,49266631.62132,161737
1645056000000,2022-02-17 00:00:00,ZEC/USDT,125.28,127.27,111.53,113.42,594407.807,71487589.75235,242486
1644969600000,2022-02-16 00:00:00,ZEC/USDT,125.86,126.55,119.53,125.38,455621.813,55984952.64653,205950
1644883200000,2022-02-15 00:00:00,ZEC/USDT,120.38,129.90,119.99,125.86,444742.142,56129528.08315,205958
1644796800000,2022-02-14 00:00:00,ZEC/USDT,116.87,122.00,112.29,120.40,564318.041,66014020.70174,227801
1644710400000,2022-02-13 00:00:00,ZEC/USDT,117.82,118.65,114.63,116.86,348271.210,40734475.39353,145496
1644624000000,2022-02-12 00:00:00,ZEC/USDT,116.38,123.44,113.10,117.83,574360.233,67867472.13143,218712
1644537600000,2022-02-11 00:00:00,ZEC/USDT,124.64,130.99,114.84,116.39,885811.370,110708869.81827,357843
1644451200000,2022-02-10 00:00:00,ZEC/USDT,125.81,128.84,119.58,124.60,751089.452,94204859.71318,296491
1644364800000,2022-02-09 00:00:00,ZEC/USDT,133.01,134.49,125.51,125.80,704025.639,91387819.11556,272521
1644278400000,2022-02-08 00:00:00,ZEC/USDT,128.75,134.94,121.49,132.99,1014555.956,130127176.31680,407436
1644192000000,2022-02-07 00:00:00,ZEC/USDT,124.30,130.72,121.09,128.69,757105.369,95751786.20784,259278
1644105600000,2022-02-06 00:00:00,ZEC/USDT,115.93,126.07,115.81,124.31,785868.993,96413805.85387,254706
1644019200000,2022-02-05 00:00:00,ZEC/USDT,107.05,122.88,106.03,115.95,884540.585,102830668.69913,271671
1643932800000,2022-02-04 00:00:00,ZEC/USDT,100.73,107.56,99.37,107.04,501488.201,51515060.24362,169877
1643846400000,2022-02-03 00:00:00,ZEC/USDT,98.25,102.18,94.80,100.75,797283.872,78441164.65354,244133
1643760000000,2022-02-02 00:00:00,ZEC/USDT,98.78,103.69,97.31,98.24,859019.430,86341410.62672,254547
1643673600000,2022-02-01 00:00:00,ZEC/USDT,94.42,99.63,94.00,98.79,427531.142,41244197.53271,137360
1643587200000,2022-01-31 00:00:00,ZEC/USDT,92.93,94.78,88.05,94.38,448940.677,41070953.40826,157790
1643500800000,2022-01-30 00:00:00,ZEC/USDT,96.27,97.93,91.33,92.93,417823.886,39723839.33377,154248
1643414400000,2022-01-29 00:00:00,ZEC/USDT,91.12,97.09,90.54,96.27,558778.710,52819060.87447,186995
1643328000000,2022-01-28 00:00:00,ZEC/USDT,88.60,91.77,86.08,91.12,571430.215,50817029.72351,206597
1643241600000,2022-01-27 00:00:00,ZEC/USDT,89.74,90.58,82.42,88.51,780623.390,67843046.75327,265150
1643155200000,2022-01-26 00:00:00,ZEC/USDT,90.33,100.34,86.47,89.72,924083.656,85260883.37697,295743
1643068800000,2022-01-25 00:00:00,ZEC/USDT,94.25,96.62,88.99,90.34,611017.412,56543708.83631,198920
1642982400000,2022-01-24 00:00:00,ZEC/USDT,97.35,97.92,81.19,94.27,1011865.681,89998808.20910,315497
1642896000000,2022-01-23 00:00:00,ZEC/USDT,94.46,98.04,90.66,97.37,665206.411,62638051.79356,205466
1642809600000,2022-01-22 00:00:00,ZEC/USDT,102.11,104.46,82.61,94.43,1375221.545,127892889.60396,420143
1642723200000,2022-01-21 00:00:00,ZEC/USDT,118.67,120.47,100.10,102.15,1041393.152,115787990.20838,371399
1642636800000,2022-01-20 00:00:00,ZEC/USDT,125.80,131.79,118.64,118.67,560772.954,71222359.32582,200674
1642550400000,2022-01-19 00:00:00,ZEC/USDT,131.65,132.28,125.50,125.81,477205.322,61599277.85780,198537
1642464000000,2022-01-18 00:00:00,ZEC/USDT,138.74,140.68,128.39,131.65,575231.290,76592580.16745,220788
1642377600000,2022-01-17 00:00:00,ZEC/USDT,141.22,142.98,134.45,138.74,458563.152,63662728.68184,189010
1642291200000,2022-01-16 00:00:00,ZEC/USDT,144.37,145.92,140.03,141.22,241204.713,34334754.55726,135644
1642204800000,2022-01-15 00:00:00,ZEC/USDT,142.43,146.69,141.00,144.32,383786.213,55162071.06531,164280
1642118400000,2022-01-14 00:00:00,ZEC/USDT,143.16,144.84,136.60,142.41,528414.900,74720884.28410,222076
1642032000000,2022-01-13 00:00:00,ZEC/USDT,144.42,149.93,140.70,143.18,656925.127,95301012.99339,267428
1641945600000,2022-01-12 00:00:00,ZEC/USDT,141.30,147.70,140.60,144.44,612496.798,87860169.71569,256356
1641859200000,2022-01-11 00:00:00,ZEC/USDT,141.30,145.53,137.76,141.30,630297.649,89148079.69596,259168
1641772800000,2022-01-10 00:00:00,ZEC/USDT,143.93,148.58,136.19,141.30,1515878.708,216508375.22506,513744
1641686400000,2022-01-09 00:00:00,ZEC/USDT,143.45,146.98,133.25,144.00,996395.930,138393169.71664,372343
1641600000000,2022-01-08 00:00:00,ZEC/USDT,139.60,156.00,135.90,143.46,1405094.333,205522652.82277,543575
1641513600000,2022-01-07 00:00:00,ZEC/USDT,137.19,143.43,130.51,139.56,1146361.357,158233465.85508,440164
1641427200000,2022-01-06 00:00:00,ZEC/USDT,136.79,138.80,129.65,137.17,614911.902,82904995.51093,244659
1641340800000,2022-01-05 00:00:00,ZEC/USDT,147.27,151.36,126.74,136.73,601566.170,86062463.74146,255282
1641254400000,2022-01-04 00:00:00,ZEC/USDT,150.59,156.05,147.22,147.26,492248.314,74436679.02237,205242
1641168000000,2022-01-03 00:00:00,ZEC/USDT,152.83,154.18,146.69,150.55,281517.054,42399343.60756,126734
1641081600000,2022-01-02 00:00:00,ZEC/USDT,150.31,155.70,147.05,152.92,323812.769,48869325.55054,133413
1640995200000,2022-01-01 00:00:00,ZEC/USDT,146.38,150.88,145.50,150.25,298819.129,44213621.99708,139169
1640908800000,2021-12-31 00:00:00,ZEC/USDT,153.50,157.18,143.15,146.39,453545.178,68578681.05534,190172
1640822400000,2021-12-30 00:00:00,ZEC/USDT,146.63,153.82,143.54,153.46,607623.726,91439617.68045,243785
1640736000000,2021-12-29 00:00:00,ZEC/USDT,149.48,151.41,140.75,146.64,582978.853,85679945.52489,238034
1640649600000,2021-12-28 00:00:00,ZEC/USDT,169.64,170.62,148.26,149.51,763444.547,120469727.78679,306423
1640563200000,2021-12-27 00:00:00,ZEC/USDT,167.57,173.69,166.26,169.62,426294.657,72218487.28356,185344
1640476800000,2021-12-26 00:00:00,ZEC/USDT,169.43,172.37,163.10,167.59,405286.702,67581536.65338,175210
1640390400000,2021-12-25 00:00:00,ZEC/USDT,165.00,172.53,164.01,169.37,434808.040,73254372.18673,204962
1640304000000,2021-12-24 00:00:00,ZEC/USDT,167.62,170.99,162.41,165.00,539736.226,90218363.76265,234144
1640217600000,2021-12-23 00:00:00,ZEC/USDT,165.37,170.00,156.50,167.65,642673.323,104941724.48928,251064
1640131200000,2021-12-22 00:00:00,ZEC/USDT,162.12,169.05,160.06,165.37,524065.503,86161522.33970,219436
1640044800000,2021-12-21 00:00:00,ZEC/USDT,156.61,162.79,155.59,162.16,416327.755,66268825.20891,179676
1639958400000,2021-12-20 00:00:00,ZEC/USDT,157.61,164.34,149.08,156.60,654128.885,102109158.57959,279512
1639872000000,2021-12-19 00:00:00,ZEC/USDT,157.48,166.99,155.54,157.60,482779.396,78066546.91390,223891
1639785600000,2021-12-18 00:00:00,ZEC/USDT,149.74,165.23,149.14,157.51,673935.423,106883091.64423,303020
1639699200000,2021-12-17 00:00:00,ZEC/USDT,152.30,154.25,144.88,149.81,504713.319,75672628.75764,249697
1639612800000,2021-12-16 00:00:00,ZEC/USDT,159.62,166.99,151.25,152.29,565128.266,89828000.93898,260025
1639526400000,2021-12-15 00:00:00,ZEC/USDT,151.48,162.47,143.15,159.51,698627.604,106029597.24362,292261
1639440000000,2021-12-14 00:00:00,ZEC/USDT,147.95,155.82,143.38,151.52,722398.733,107586599.44348,327477
1639353600000,2021-12-13 00:00:00,ZEC/USDT,169.55,172.33,145.82,147.93,877034.853,140066022.57979,386782
1639267200000,2021-12-12 00:00:00,ZEC/USDT,168.20,173.01,160.86,169.54,439046.434,73154833.38689,208035
1639180800000,2021-12-11 00:00:00,ZEC/USDT,159.36,171.37,155.67,168.23,620160.849,102365901.61503,305670
1639094400000,2021-12-10 00:00:00,ZEC/USDT,164.01,173.98,158.69,159.38,743587.073,125164452.35912,363308
1639008000000,2021-12-09 00:00:00,ZEC/USDT,178.83,186.98,161.33,164.04,1026399.981,178584687.72881,455158
1638921600000,2021-12-08 00:00:00,ZEC/USDT,174.08,182.84,166.14,178.80,733942.306,128497911.22973,352318
1638835200000,2021-12-07 00:00:00,ZEC/USDT,179.86,186.08,171.34,174.12,766893.900,137580190.99603,361419
1638748800000,2021-12-06 00:00:00,ZEC/USDT,182.55,184.76,160.46,179.80,1334235.444,231843948.68060,606265
1638662400000,2021-12-05 00:00:00,ZEC/USDT,187.68,194.46,169.20,182.54,1434135.813,258790467.44189,656615
1638576000000,2021-12-04 00:00:00,ZEC/USDT,206.22,206.76,141.17,187.54,1783348.088,315051164.86842,772669
1638489600000,2021-12-03 00:00:00,ZEC/USDT,225.51,238.21,197.06,206.27,887179.187,195505651.27891,545865
1638403200000,2021-12-02 00:00:00,ZEC/USDT,229.94,230.20,213.25,225.51,691660.890,153151872.09625,418044
1638316800000,2021-12-01 00:00:00,ZEC/USDT,220.41,249.00,215.65,229.87,1442697.772,336756780.48556,718081
1638230400000,2021-11-30 00:00:00,ZEC/USDT,246.76,247.76,214.00,220.44,983834.417,222712300.86212,579473
1638144000000,2021-11-29 00:00:00,ZEC/USDT,241.27,255.01,237.78,246.67,728059.392,178916306.39776,445328
1638057600000,2021-11-28 00:00:00,ZEC/USDT,243.65,243.81,214.49,241.25,923025.556,213789033.85369,544472
1637971200000,2021-11-27 00:00:00,ZEC/USDT,246.79,272.79,239.69,243.69,837926.950,215975500.12996,513092
1637884800000,2021-11-26 00:00:00,ZEC/USDT,295.11,296.91,235.81,246.92,1578638.946,413571081.68475,921687
1637798400000,2021-11-25 00:00:00,ZEC/USDT,261.03,305.64,252.15,294.98,1595239.105,442331590.33907,978207
1637712000000,2021-11-24 00:00:00,ZEC/USDT,218.95,275.87,217.32,261.03,2995620.714,763788993.65410,1619482
1637625600000,2021-11-23 00:00:00,ZEC/USDT,206.06,221.06,195.38,219.00,1042294.420,219738101.97660,604728
1637539200000,2021-11-22 00:00:00,ZEC/USDT,229.79,237.91,197.83,206.07,1888993.394,405672119.40264,992603
1637452800000,2021-11-21 00:00:00,ZEC/USDT,179.46,234.49,176.85,229.61,2222608.517,464383796.55157,1088280
1637366400000,2021-11-20 00:00:00,ZEC/USDT,158.93,188.83,158.58,179.46,1926399.857,344366172.69139,741049
1637280000000,2021-11-19 00:00:00,ZEC/USDT,148.25,164.33,146.24,158.94,752497.159,118265962.83157,362329
1637193600000,2021-11-18 00:00:00,ZEC/USDT,159.40,162.34,141.24,148.20,839422.294,126800734.25342,425961
1637107200000,2021-11-17 00:00:00,ZEC/USDT,165.76,167.93,152.97,159.39,790685.773,126023407.18963,392083
1637020800000,2021-11-16 00:00:00,ZEC/USDT,195.76,195.78,162.75,165.76,831895.708,146675206.37343,457264
1636934400000,2021-11-15 00:00:00,ZEC/USDT,202.00,204.70,192.58,195.76,420140.619,83686394.75601,260948
1636848000000,2021-11-14 00:00:00,ZEC/USDT,199.30,202.65,192.37,202.00,325234.391,64234910.29253,208046
1636761600000,2021-11-13 00:00:00,ZEC/USDT,202.26,213.47,199.05,199.30,611750.165,126168668.28600,330760
1636675200000,2021-11-12 00:00:00,ZEC/USDT,204.65,210.87,190.72,202.26,721067.897,144120157.91512,339055
1636588800000,2021-11-11 00:00:00,ZEC/USDT,179.92,220.24,177.00,204.70,1541194.310,317299233.65919,788790
1636502400000,2021-11-10 00:00:00,ZEC/USDT,200.33,205.50,170.91,179.97,1323429.506,254569493.73722,599168
1636416000000,2021-11-09 00:00:00,ZEC/USDT,170.97,200.80,169.63,200.33,1134289.346,210725008.51184,516752
1636329600000,2021-11-08 00:00:00,ZEC/USDT,164.29,172.00,163.60,170.96,354805.521,59227910.24259,176129
1636243200000,2021-11-07 00:00:00,ZEC/USDT,159.83,165.36,158.45,164.28,212404.814,34237132.32719,134407
1636156800000,2021-11-06 00:00:00,ZEC/USDT,162.91,166.58,155.31,159.82,245347.379,39407459.60730,147877
1636070400000,2021-11-05 00:00:00,ZEC/USDT,163.93,169.90,160.61,162.93,268993.163,44288294.82033,145878
1635984000000,2021-11-04 00:00:00,ZEC/USDT,168.64,172.08,160.21,163.95,328631.102,54541830.22815,189571
1635897600000,2021-11-03 00:00:00,ZEC/USDT,172.10,172.50,160.18,168.58,457623.887,76169832.40630,211903
1635811200000,2021-11-02 00:00:00,ZEC/USDT,169.85,180.33,167.49,172.10,515351.630,90127549.79886,228643
1635724800000,2021-11-01 00:00:00,ZEC/USDT,167.40,173.34,161.59,169.86,494452.820,83105450.47505,233807
1635638400000,2021-10-31 00:00:00,ZEC/USDT,153.48,188.14,151.90,167.37,1695468.405,293112658.36965,695645
1635552000000,2021-10-30 00:00:00,ZEC/USDT,162.66,162.90,149.57,153.42,333852.898,52071094.92305,151935
1635465600000,2021-10-29 00:00:00,ZEC/USDT,159.15,163.76,156.65,162.84,390066.041,62552284.43683,179876
1635379200000,2021-10-28 00:00:00,ZEC/USDT,147.31,160.67,143.68,159.10,651757.545,99207900.21839,297137
1635292800000,2021-10-27 00:00:00,ZEC/USDT,161.33,163.15,140.79,147.24,780372.104,118910984.43385,286540
1635206400000,2021-10-26 00:00:00,ZEC/USDT,170.37,171.89,158.45,161.27,546468.079,90671319.96772,239794
1635120000000,2021-10-25 00:00:00,ZEC/USDT,173.08,177.45,169.30,170.35,599209.477,103904172.15639,261491
1635033600000,2021-10-24 00:00:00,ZEC/USDT,173.81,190.78,170.71,173.09,1729099.322,313216777.73801,632177
1634947200000,2021-10-23 00:00:00,ZEC/USDT,165.22,174.81,164.14,173.89,986190.894,168428479.52513,358912
1634860800000,2021-10-22 00:00:00,ZEC/USDT,155.14,166.59,155.11,165.23,779505.537,125863376.12465,320936
1634774400000,2021-10-21 00:00:00,ZEC/USDT,150.10,159.09,145.73,155.16,715957.409,109482104.27428,271626
1634688000000,2021-10-20 00:00:00,ZEC/USDT,144.26,151.58,144.01,150.11,478973.769,70808191.74200,199833
1634601600000,2021-10-19 00:00:00,ZEC/USDT,140.70,147.78,140.00,144.25,601323.267,86332084.13169,233201
1634515200000,2021-10-18 00:00:00,ZEC/USDT,137.81,146.57,135.11,140.70,1182577.965,164811335.10999,360011
1634428800000,2021-10-17 00:00:00,ZEC/USDT,126.24,141.33,124.28,137.77,919843.091,122331797.31167,300849
1634342400000,2021-10-16 00:00:00,ZEC/USDT,126.43,128.38,123.57,126.24,341071.193,42988480.58714,125280
1634256000000,2021-10-15 00:00:00,ZEC/USDT,121.95,127.10,119.21,126.43,572313.141,70418699.63755,203431
1634169600000,2021-10-14 00:00:00,ZEC/USDT,119.55,122.77,119.00,121.92,292089.260,35359228.50931,130305
1634083200000,2021-10-13 00:00:00,ZEC/USDT,116.28,119.69,113.17,119.53,537206.490,62542704.82802,170040
1633996800000,2021-10-12 00:00:00,ZEC/USDT,119.71,119.71,111.43,116.29,473752.177,54518918.14994,141941
1633910400000,2021-10-11 00:00:00,ZEC/USDT,119.52,125.91,116.46,119.67,404458.189,49051451.69955,148650
1633824000000,2021-10-10 00:00:00,ZEC/USDT,127.70,128.07,119.23,119.52,386466.990,48196056.20076,157445
1633737600000,2021-10-09 00:00:00,ZEC/USDT,123.63,128.39,122.17,127.67,349890.615,44132236.96049,127556
1633651200000,2021-10-08 00:00:00,ZEC/USDT,125.50,127.98,122.90,123.63,328321.721,41287308.32035,135236
1633564800000,2021-10-07 00:00:00,ZEC/USDT,125.37,129.74,121.49,125.47,553227.429,69641118.50244,200332
1633478400000,2021-10-06 00:00:00,ZEC/USDT,123.17,127.14,114.72,125.37,584005.250,71262441.30266,213036
1633392000000,2021-10-05 00:00:00,ZEC/USDT,116.85,124.20,115.33,123.12,416053.826,49826834.55713,183024
1633305600000,2021-10-04 00:00:00,ZEC/USDT,118.82,119.16,112.53,116.92,425105.390,49254681.04634,181631
1633219200000,2021-10-03 00:00:00,ZEC/USDT,114.16,119.41,112.37,118.82,399484.840,46488657.17578,166109
1633132800000,2021-10-02 00:00:00,ZEC/USDT,114.85,117.44,111.86,114.15,363544.533,41672086.83676,137595
1633046400000,2021-10-01 00:00:00,ZEC/USDT,107.16,115.02,106.22,114.75,520716.748,58253827.14330,177333
