https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEO,Volume USDT,tradecount
1648339200000,2022-03-27 00:00:00,NEO/USDT,24.742,26.439,23.912,26.044,2144708.95,54139595.12932,234505
1648252800000,2022-03-26 00:00:00,NEO/USDT,24.151,24.766,23.998,24.742,1089266.71,26568058.17365,131010
1648166400000,2022-03-25 00:00:00,NEO/USDT,24.393,25.305,23.500,24.151,1861258.44,45576522.94722,188129
1648080000000,2022-03-24 00:00:00,NEO/USDT,24.328,24.495,23.520,24.387,1681441.26,40262042.68534,176625
1647993600000,2022-03-23 00:00:00,NEO/USDT,23.869,25.036,23.845,24.330,2613700.67,63998224.17058,250667
1647907200000,2022-03-22 00:00:00,NEO/USDT,22.577,24.031,22.480,23.860,2293634.20,54001506.60991,219017
1647820800000,2022-03-21 00:00:00,NEO/USDT,22.683,23.169,21.865,22.577,1886555.06,42437576.42253,199191
1647734400000,2022-03-20 00:00:00,NEO/USDT,22.025,23.785,21.843,22.681,4384196.51,100109197.30714,406747
1647648000000,2022-03-19 00:00:00,NEO/USDT,21.053,22.200,21.053,22.024,1084463.27,23330691.07695,126180
1647561600000,2022-03-18 00:00:00,NEO/USDT,20.653,21.112,20.020,21.054,1092837.92,22426269.00599,105666
1647475200000,2022-03-17 00:00:00,NEO/USDT,20.618,21.153,20.455,20.653,1084848.79,22514111.04437,121162
1647388800000,2022-03-16 00:00:00,NEO/USDT,19.464,20.756,19.252,20.622,1425906.41,28324380.01237,151092
1647302400000,2022-03-15 00:00:00,NEO/USDT,19.556,19.663,18.767,19.466,996455.77,19141588.53121,106277
1647216000000,2022-03-14 00:00:00,NEO/USDT,19.016,19.608,18.755,19.564,1126107.99,21638757.97965,115362
1647129600000,2022-03-13 00:00:00,NEO/USDT,20.004,20.362,18.906,19.015,1074576.08,21231523.10633,107814
1647043200000,2022-03-12 00:00:00,NEO/USDT,20.008,20.519,19.904,20.005,862041.17,17435945.63449,117671
1646956800000,2022-03-11 00:00:00,NEO/USDT,20.668,21.203,19.899,20.011,1758474.54,35939937.99203,206832
1646870400000,2022-03-10 00:00:00,NEO/USDT,21.258,21.430,19.649,20.668,1778371.36,36194713.85034,192257
1646784000000,2022-03-09 00:00:00,NEO/USDT,20.492,21.793,20.460,21.258,1541802.21,32696438.75669,184344
1646697600000,2022-03-08 00:00:00,NEO/USDT,20.267,20.789,20.060,20.491,1280070.35,26153762.85598,144377
1646611200000,2022-03-07 00:00:00,NEO/USDT,20.461,21.047,19.471,20.268,1435778.72,29062374.68299,150124
1646524800000,2022-03-06 00:00:00,NEO/USDT,21.727,21.898,20.359,20.457,1066706.62,22448609.73061,124676
1646438400000,2022-03-05 00:00:00,NEO/USDT,21.499,21.937,20.642,21.726,1155570.73,24760473.16982,128052
1646352000000,2022-03-04 00:00:00,NEO/USDT,23.583,23.584,21.073,21.498,1742291.45,39002772.70357,171467
1646265600000,2022-03-03 00:00:00,NEO/USDT,23.941,25.401,22.918,23.589,2894640.89,69723991.11200,285272
1646179200000,2022-03-02 00:00:00,NEO/USDT,24.199,24.636,23.262,23.940,2219727.99,53230663.22897,239132
1646092800000,2022-03-01 00:00:00,NEO/USDT,23.062,25.218,23.012,24.203,4871818.21,117717820.22524,377997
1646006400000,2022-02-28 00:00:00,NEO/USDT,19.880,23.152,19.499,23.064,3490544.94,73024348.64251,286701
1645920000000,2022-02-27 00:00:00,NEO/USDT,20.954,21.161,19.400,19.887,2133282.53,43394873.23033,208679
1645833600000,2022-02-26 00:00:00,NEO/USDT,21.494,22.161,20.552,20.955,2112221.08,44683389.92570,223964
1645747200000,2022-02-25 00:00:00,NEO/USDT,21.276,22.079,19.795,21.496,5662628.77,118102815.68910,419107
1645660800000,2022-02-24 00:00:00,NEO/USDT,19.477,21.428,16.953,21.273,7374737.85,139154329.14767,499535
1645574400000,2022-02-23 00:00:00,NEO/USDT,20.558,21.049,19.256,19.478,3630362.18,73928466.84889,266140
1645488000000,2022-02-22 00:00:00,NEO/USDT,20.111,20.760,19.231,20.559,5284716.82,106018046.20687,350089
1645401600000,2022-02-21 00:00:00,NEO/USDT,23.059,24.162,19.876,20.117,8503648.28,189397013.42560,503830
1645315200000,2022-02-20 00:00:00,NEO/USDT,24.965,26.230,22.624,23.059,8260955.10,202156696.04740,503309
1645228800000,2022-02-19 00:00:00,NEO/USDT,26.170,27.500,24.451,24.962,10927755.91,281876382.94252,665193
1645142400000,2022-02-18 00:00:00,NEO/USDT,23.657,27.097,23.396,26.168,17948295.74,465036888.48180,1070129
1645056000000,2022-02-17 00:00:00,NEO/USDT,25.660,25.869,23.288,23.655,5868712.95,144776532.43410,431195
1644969600000,2022-02-16 00:00:00,NEO/USDT,22.650,26.115,22.387,25.646,10822473.25,266577384.80118,703240
1644883200000,2022-02-15 00:00:00,NEO/USDT,21.285,22.790,21.246,22.652,1142493.38,25393613.94163,133010
1644796800000,2022-02-14 00:00:00,NEO/USDT,21.721,21.809,20.640,21.285,1311907.91,27774623.51689,146547
1644710400000,2022-02-13 00:00:00,NEO/USDT,21.508,22.227,20.866,21.712,1304651.89,28232683.94296,146936
1644624000000,2022-02-12 00:00:00,NEO/USDT,22.192,22.349,21.077,21.504,1496231.02,32499857.08285,163448
1644537600000,2022-02-11 00:00:00,NEO/USDT,23.776,25.655,21.747,22.193,2316782.71,55507527.08651,238883
1644451200000,2022-02-10 00:00:00,NEO/USDT,23.994,25.501,23.662,23.782,4197888.26,103938363.52200,342925
1644364800000,2022-02-09 00:00:00,NEO/USDT,23.029,24.100,22.418,23.994,1462172.27,34142624.40069,147853
1644278400000,2022-02-08 00:00:00,NEO/USDT,23.736,24.094,21.839,23.027,1945986.14,44433155.47190,179469
1644192000000,2022-02-07 00:00:00,NEO/USDT,22.564,23.841,22.127,23.733,1855031.54,43104284.10949,155285
1644105600000,2022-02-06 00:00:00,NEO/USDT,22.073,22.619,21.496,22.557,1424466.35,31521472.61663,117931
1644019200000,2022-02-05 00:00:00,NEO/USDT,22.408,22.960,21.759,22.072,2006881.48,44980353.04884,171827
1643932800000,2022-02-04 00:00:00,NEO/USDT,20.184,22.479,20.069,22.409,3869379.27,83828457.01584,252381
1643846400000,2022-02-03 00:00:00,NEO/USDT,20.116,20.426,19.190,20.192,1766842.64,34816195.86255,145410
1643760000000,2022-02-02 00:00:00,NEO/USDT,19.876,21.658,19.842,20.106,3730787.05,77641583.41261,256606
1643673600000,2022-02-01 00:00:00,NEO/USDT,19.684,20.443,19.588,19.878,1246970.58,24963666.45959,107746
1643587200000,2022-01-31 00:00:00,NEO/USDT,19.544,19.772,18.534,19.685,1395072.09,26725173.44160,125761
1643500800000,2022-01-30 00:00:00,NEO/USDT,19.328,20.207,18.980,19.544,1317974.41,25825999.11040,120236
1643414400000,2022-01-29 00:00:00,NEO/USDT,19.019,19.780,18.937,19.331,1065870.49,20514117.52904,122047
1643328000000,2022-01-28 00:00:00,NEO/USDT,18.061,19.083,17.765,19.022,1383329.07,25385389.21554,120090
1643241600000,2022-01-27 00:00:00,NEO/USDT,18.133,18.485,17.242,18.063,1592607.69,28404252.60108,140042
1643155200000,2022-01-26 00:00:00,NEO/USDT,18.228,19.842,17.675,18.136,1933043.18,36123558.80528,157269
1643068800000,2022-01-25 00:00:00,NEO/USDT,18.081,18.372,17.544,18.226,1669441.44,29999086.64429,137356
1642982400000,2022-01-24 00:00:00,NEO/USDT,18.572,18.578,16.083,18.086,2850918.87,49118752.26015,224202
1642896000000,2022-01-23 00:00:00,NEO/USDT,17.801,18.895,17.620,18.567,1730370.15,31520086.35464,140994
1642809600000,2022-01-22 00:00:00,NEO/USDT,19.552,20.029,16.175,17.797,3360745.00,60262233.00879,268987
1642723200000,2022-01-21 00:00:00,NEO/USDT,22.674,22.919,19.201,19.555,2827744.47,60037461.16799,234343
1642636800000,2022-01-20 00:00:00,NEO/USDT,23.820,24.651,22.521,22.676,1664488.16,39722347.41336,151291
1642550400000,2022-01-19 00:00:00,NEO/USDT,25.415,26.050,23.617,23.825,3544772.35,87480135.18611,261324
1642464000000,2022-01-18 00:00:00,NEO/USDT,23.922,25.843,23.404,25.415,4197891.80,104066702.07482,296325
1642377600000,2022-01-17 00:00:00,NEO/USDT,25.150,25.210,23.520,23.927,1263954.88,30596345.25337,116368
1642291200000,2022-01-16 00:00:00,NEO/USDT,25.315,25.427,24.677,25.150,782497.32,19691839.70340,90007
1642204800000,2022-01-15 00:00:00,NEO/USDT,24.851,25.942,24.794,25.325,1493954.53,37823910.99585,139228
1642118400000,2022-01-14 00:00:00,NEO/USDT,23.502,25.067,23.320,24.851,1786283.09,43256660.31950,142809
1642032000000,2022-01-13 00:00:00,NEO/USDT,24.729,24.915,23.418,23.504,1299180.21,31469813.26018,122356
1641945600000,2022-01-12 00:00:00,NEO/USDT,23.797,25.004,23.730,24.728,1214908.75,29692500.46247,121512
1641859200000,2022-01-11 00:00:00,NEO/USDT,22.640,23.877,22.527,23.803,1052431.40,24376483.54969,110783
1641772800000,2022-01-10 00:00:00,NEO/USDT,23.641,24.261,21.811,22.639,1720622.68,39441370.09686,161401
1641686400000,2022-01-09 00:00:00,NEO/USDT,23.044,24.115,22.887,23.641,908413.03,21378075.59423,107525
1641600000000,2022-01-08 00:00:00,NEO/USDT,23.677,24.549,22.450,23.055,1341153.80,31654565.67053,147162
1641513600000,2022-01-07 00:00:00,NEO/USDT,24.708,24.794,22.737,23.670,1515318.94,36004094.96622,142961
1641427200000,2022-01-06 00:00:00,NEO/USDT,24.434,24.867,23.650,24.707,1116623.49,27101124.91475,124748
1641340800000,2022-01-05 00:00:00,NEO/USDT,26.011,27.230,23.507,24.437,1585900.77,40942336.21011,165713
1641254400000,2022-01-04 00:00:00,NEO/USDT,26.613,26.944,25.886,26.018,1067902.90,28223747.28856,128417
1641168000000,2022-01-03 00:00:00,NEO/USDT,27.004,27.327,25.951,26.613,894589.60,23920303.16308,105432
1641081600000,2022-01-02 00:00:00,NEO/USDT,26.376,27.308,26.073,27.006,797933.77,21374809.38389,98629
1640995200000,2022-01-01 00:00:00,NEO/USDT,25.668,26.531,25.664,26.378,567668.68,14855712.18293,84583
1640908800000,2021-12-31 00:00:00,NEO/USDT,26.107,26.860,24.945,25.671,924643.06,24005171.80780,105910
1640822400000,2021-12-30 00:00:00,NEO/USDT,26.061,26.736,25.195,26.107,1062755.33,27644866.40483,121827
1640736000000,2021-12-29 00:00:00,NEO/USDT,26.991,27.248,25.856,26.061,1039897.52,27706114.67888,131940
1640649600000,2021-12-28 00:00:00,NEO/USDT,29.586,29.587,26.560,26.986,1400280.22,38833880.02140,153498
1640563200000,2021-12-27 00:00:00,NEO/USDT,29.518,30.582,29.396,29.591,869447.19,26022820.75018,120314
1640476800000,2021-12-26 00:00:00,NEO/USDT,29.459,29.651,28.612,29.517,725207.50,21142695.87635,106767
1640390400000,2021-12-25 00:00:00,NEO/USDT,28.953,30.134,28.813,29.456,1057613.12,31139410.73870,133066
1640304000000,2021-12-24 00:00:00,NEO/USDT,29.685,29.888,28.644,28.944,1055240.22,30979991.24067,131023
1640217600000,2021-12-23 00:00:00,NEO/USDT,27.262,29.901,26.964,29.684,1480969.89,42291467.55720,183267
1640131200000,2021-12-22 00:00:00,NEO/USDT,26.360,27.984,26.219,27.268,938743.48,25509945.70314,135082
1640044800000,2021-12-21 00:00:00,NEO/USDT,25.616,26.584,25.398,26.361,934124.19,24363535.44617,111125
1639958400000,2021-12-20 00:00:00,NEO/USDT,25.280,25.805,24.027,25.615,1403390.36,35001298.10180,153027
1639872000000,2021-12-19 00:00:00,NEO/USDT,25.844,26.395,25.251,25.289,762561.60,19687042.67138,89449
1639785600000,2021-12-18 00:00:00,NEO/USDT,25.365,26.237,24.903,25.844,779824.19,20039700.45128,99103
1639699200000,2021-12-17 00:00:00,NEO/USDT,26.412,27.018,24.799,25.358,1340335.48,34601694.68364,160464
1639612800000,2021-12-16 00:00:00,NEO/USDT,27.099,28.774,26.312,26.411,1799800.44,49367155.57445,177708
1639526400000,2021-12-15 00:00:00,NEO/USDT,26.305,27.478,24.844,27.100,1435887.44,37606501.02463,155317
1639440000000,2021-12-14 00:00:00,NEO/USDT,25.278,26.716,24.863,26.307,1628127.29,41939731.27911,162426
1639353600000,2021-12-13 00:00:00,NEO/USDT,28.104,28.249,24.777,25.280,1660955.27,43720131.19786,169511
1639267200000,2021-12-12 00:00:00,NEO/USDT,28.035,28.460,27.247,28.104,941271.88,26208510.60053,106114
1639180800000,2021-12-11 00:00:00,NEO/USDT,26.711,28.123,26.320,28.035,1406399.42,38691535.60274,141321
1639094400000,2021-12-10 00:00:00,NEO/USDT,27.896,28.826,26.656,26.713,1811627.59,50308055.83182,180792
1639008000000,2021-12-09 00:00:00,NEO/USDT,31.130,31.215,27.868,27.912,1554612.66,45467257.28314,177877
1638921600000,2021-12-08 00:00:00,NEO/USDT,29.648,31.603,29.088,31.130,2039016.52,62038841.83724,225406
1638835200000,2021-12-07 00:00:00,NEO/USDT,29.326,30.483,29.031,29.648,1384972.40,41083551.70094,174347
1638748800000,2021-12-06 00:00:00,NEO/USDT,28.204,29.548,25.932,29.334,2916116.58,80562013.17748,299024
1638662400000,2021-12-05 00:00:00,NEO/USDT,29.580,30.418,27.184,28.207,2194920.04,62815029.76712,223093
1638576000000,2021-12-04 00:00:00,NEO/USDT,35.034,35.083,23.263,29.579,5263930.19,149858387.53123,438720
1638489600000,2021-12-03 00:00:00,NEO/USDT,36.584,38.324,33.440,35.048,1920766.54,69841621.85794,224972
1638403200000,2021-12-02 00:00:00,NEO/USDT,37.375,37.403,35.844,36.584,984079.31,35996326.30703,147121
1638316800000,2021-12-01 00:00:00,NEO/USDT,37.563,38.429,36.799,37.367,1118109.20,42314243.15895,148813
1638230400000,2021-11-30 00:00:00,NEO/USDT,38.388,39.054,37.328,37.563,1407074.40,53609395.32896,185954
1638144000000,2021-11-29 00:00:00,NEO/USDT,38.027,38.612,37.076,38.389,883920.57,33529714.74416,145739
1638057600000,2021-11-28 00:00:00,NEO/USDT,37.540,38.057,35.119,38.028,1117919.94,41038900.12745,167933
1637971200000,2021-11-27 00:00:00,NEO/USDT,37.146,38.495,36.975,37.548,854497.89,32388760.56713,130835
1637884800000,2021-11-26 00:00:00,NEO/USDT,41.230,41.352,35.982,37.154,2007492.04,76003804.01333,235200
1637798400000,2021-11-25 00:00:00,NEO/USDT,39.199,41.557,38.890,41.226,1098236.86,44434424.55693,167523
1637712000000,2021-11-24 00:00:00,NEO/USDT,40.336,40.735,38.263,39.199,942473.97,37019869.56982,162876
1637625600000,2021-11-23 00:00:00,NEO/USDT,40.243,40.774,39.301,40.352,978433.84,39320016.97742,167017
1637539200000,2021-11-22 00:00:00,NEO/USDT,41.632,41.916,39.600,40.244,1371466.87,55704886.69623,226338
1637452800000,2021-11-21 00:00:00,NEO/USDT,42.129,42.830,41.327,41.626,908768.22,38251353.99708,175832
1637366400000,2021-11-20 00:00:00,NEO/USDT,41.512,42.376,40.308,42.135,993210.66,41371725.58058,165580
1637280000000,2021-11-19 00:00:00,NEO/USDT,39.840,41.774,39.281,41.513,1119015.62,45605346.13204,196806
1637193600000,2021-11-18 00:00:00,NEO/USDT,43.278,43.674,38.377,39.836,1396373.26,57128553.89435,219638
1637107200000,2021-11-17 00:00:00,NEO/USDT,42.822,43.659,41.156,43.275,1341977.45,57088276.30548,204858
1637020800000,2021-11-16 00:00:00,NEO/USDT,47.122,47.122,40.024,42.809,2359732.54,103545599.76201,307719
1636934400000,2021-11-15 00:00:00,NEO/USDT,48.566,49.235,46.847,47.118,953912.23,46196885.30773,188423
1636848000000,2021-11-14 00:00:00,NEO/USDT,49.139,49.562,47.174,48.561,788084.29,38134865.82835,157326
1636761600000,2021-11-13 00:00:00,NEO/USDT,47.351,49.845,46.724,49.131,1049151.68,50738070.13766,175475
1636675200000,2021-11-12 00:00:00,NEO/USDT,48.555,49.044,45.651,47.352,1384547.54,65534972.73912,234232
1636588800000,2021-11-11 00:00:00,NEO/USDT,48.249,50.157,47.235,48.570,1364928.31,66703944.61292,223471
1636502400000,2021-11-10 00:00:00,NEO/USDT,52.621,53.232,44.478,48.251,2574233.91,129814819.91610,368696
1636416000000,2021-11-09 00:00:00,NEO/USDT,50.678,53.625,50.013,52.620,3123309.22,162509139.43192,427820
1636329600000,2021-11-08 00:00:00,NEO/USDT,46.396,50.974,45.818,50.679,2451629.81,118511066.86207,346119
1636243200000,2021-11-07 00:00:00,NEO/USDT,45.034,46.409,44.671,46.397,803549.83,36577571.21151,153666
1636156800000,2021-11-06 00:00:00,NEO/USDT,45.196,45.703,42.506,45.040,967584.37,42900158.23411,183177
1636070400000,2021-11-05 00:00:00,NEO/USDT,46.448,46.527,44.705,45.193,804980.95,36825217.84060,150824
1635984000000,2021-11-04 00:00:00,NEO/USDT,47.053,48.050,45.092,46.441,1222727.60,57038544.62363,218350
1635897600000,2021-11-03 00:00:00,NEO/USDT,46.428,47.606,44.573,47.054,1637344.40,75923180.59393,275397
1635811200000,2021-11-02 00:00:00,NEO/USDT,45.217,46.649,44.858,46.415,1332376.18,61319673.29010,227027
1635724800000,2021-11-01 00:00:00,NEO/USDT,44.723,48.100,42.091,45.218,2390901.67,108317521.16011,331920
1635638400000,2021-10-31 00:00:00,NEO/USDT,42.563,46.629,42.346,44.729,2115205.90,93024503.96307,292803
1635552000000,2021-10-30 00:00:00,NEO/USDT,43.227,43.341,41.183,42.559,969180.25,41061863.56816,184750
1635465600000,2021-10-29 00:00:00,NEO/USDT,41.332,43.226,40.952,43.226,1076754.35,45317347.31484,185117
1635379200000,2021-10-28 00:00:00,NEO/USDT,39.206,42.322,39.026,41.333,1365330.75,55793501.31749,202213
1635292800000,2021-10-27 00:00:00,NEO/USDT,44.384,45.253,35.748,39.209,2416112.17,99110999.59599,308476
1635206400000,2021-10-26 00:00:00,NEO/USDT,44.552,45.449,43.831,44.373,1342902.88,60101460.74593,192948
1635120000000,2021-10-25 00:00:00,NEO/USDT,43.785,45.089,43.520,44.551,992599.00,43997748.88277,171114
1635033600000,2021-10-24 00:00:00,NEO/USDT,44.750,45.186,42.710,43.784,1002531.57,44095088.40635,151579
1634947200000,2021-10-23 00:00:00,NEO/USDT,44.460,45.239,43.725,44.751,807080.89,35929389.93160,152027
1634860800000,2021-10-22 00:00:00,NEO/USDT,45.047,46.036,43.564,44.461,1280730.73,57686857.04500,197761
1634774400000,2021-10-21 00:00:00,NEO/USDT,45.488,47.391,44.009,45.048,1868252.30,85274352.18221,262578
1634688000000,2021-10-20 00:00:00,NEO/USDT,42.910,45.893,42.501,45.480,1266592.55,56161665.45277,212780
1634601600000,2021-10-19 00:00:00,NEO/USDT,42.907,43.741,42.400,42.901,827354.36,35656932.51614,165278
1634515200000,2021-10-18 00:00:00,NEO/USDT,43.215,43.576,41.934,42.904,810580.14,34722638.11257,169899
1634428800000,2021-10-17 00:00:00,NEO/USDT,44.400,44.789,41.447,43.214,887846.60,38655881.46604,137180
1634342400000,2021-10-16 00:00:00,NEO/USDT,44.648,45.583,43.971,44.405,921107.98,41275299.82921,179234
1634256000000,2021-10-15 00:00:00,NEO/USDT,44.879,45.672,43.247,44.656,1367587.10,60821036.37174,208946
1634169600000,2021-10-14 00:00:00,NEO/USDT,44.831,45.944,44.277,44.882,1005817.61,45347449.38305,186822
1634083200000,2021-10-13 00:00:00,NEO/USDT,44.275,44.918,42.855,44.815,1206131.84,52882553.08818,201577
1633996800000,2021-10-12 00:00:00,NEO/USDT,45.090,45.108,41.900,44.283,1330673.69,57752692.85420,192061
1633910400000,2021-10-11 00:00:00,NEO/USDT,45.227,47.031,43.724,45.082,1291996.46,58986668.96965,215425
1633824000000,2021-10-10 00:00:00,NEO/USDT,48.740,48.743,45.050,45.229,1226355.85,57634699.57351,183899
1633737600000,2021-10-09 00:00:00,NEO/USDT,46.790,49.950,46.190,48.740,1972859.80,95285836.81514,264977
1633651200000,2021-10-08 00:00:00,NEO/USDT,46.078,48.150,45.371,46.785,1261601.67,59023278.12504,226033
1633564800000,2021-10-07 00:00:00,NEO/USDT,46.287,47.393,44.850,46.079,1313496.67,60546442.93024,222130
1633478400000,2021-10-06 00:00:00,NEO/USDT,46.750,48.046,43.514,46.277,2099423.83,96830814.56467,304858
1633392000000,2021-10-05 00:00:00,NEO/USDT,43.011,47.840,42.753,46.746,2596450.02,118054250.60384,388748
1633305600000,2021-10-04 00:00:00,NEO/USDT,44.478,44.967,41.289,43.012,1476511.12,63609621.03700,228882
1633219200000,2021-10-03 00:00:00,NEO/USDT,42.271,45.931,41.250,44.479,1826005.82,80605307.25572,272531
1633132800000,2021-10-02 00:00:00,NEO/USDT,42.338,43.566,41.590,42.271,1183275.91,50379191.19752,191768
1633046400000,2021-10-01 00:00:00,NEO/USDT,39.181,42.371,38.809,42.339,1538443.87,62966796.87606,226121
1632960000000,2021-09-30 00:00:00,NEO/USDT,37.016,39.272,36.792,39.175,1315979.98,50575532.96618,193780
1632873600000,2021-09-29 00:00:00,NEO/USDT,35.852,38.950,35.481,37.019,1927732.92,72249268.20810,276762
