https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume USDT,tradecount
1649210400000,2022-04-06 02:00:00,DASH/USDT,125.48,125.48,123.55,123.71,19207.353,2388965.58354,11201
1649206800000,2022-04-06 01:00:00,DASH/USDT,124.55,126.15,124.32,125.47,14274.836,1790398.60643,9919
1649203200000,2022-04-06 00:00:00,DASH/USDT,126.94,127.15,121.99,124.60,72863.539,9047646.81692,34912
1649199600000,2022-04-05 23:00:00,DASH/USDT,128.85,129.33,126.25,126.94,15561.753,1986846.12661,9017
1649196000000,2022-04-05 22:00:00,DASH/USDT,128.75,129.55,128.27,128.86,6874.407,886759.86663,5143
1649192400000,2022-04-05 21:00:00,DASH/USDT,128.38,128.80,127.63,128.74,6354.115,814787.43163,5282
1649188800000,2022-04-05 20:00:00,DASH/USDT,129.04,129.45,127.27,128.37,11507.164,1476584.03653,7714
1649185200000,2022-04-05 19:00:00,DASH/USDT,128.52,129.04,127.00,129.03,17275.521,2212359.85986,10539
1649181600000,2022-04-05 18:00:00,DASH/USDT,128.90,129.28,128.34,128.51,7890.900,1016928.43887,6014
1649178000000,2022-04-05 17:00:00,DASH/USDT,128.28,129.44,127.99,128.98,12220.851,1573690.33008,8234
1649174400000,2022-04-05 16:00:00,DASH/USDT,128.73,129.76,127.28,128.28,20218.922,2597431.57714,11709
1649170800000,2022-04-05 15:00:00,DASH/USDT,129.17,130.19,128.66,128.72,15609.240,2017971.34878,10509
1649167200000,2022-04-05 14:00:00,DASH/USDT,130.43,130.57,128.46,129.16,32078.664,4144376.15955,17872
1649163600000,2022-04-05 13:00:00,DASH/USDT,132.52,133.25,130.10,130.42,52906.263,6990224.56130,18003
1649160000000,2022-04-05 12:00:00,DASH/USDT,132.36,135.00,131.86,132.53,28895.318,3857012.60340,15367
1649156400000,2022-04-05 11:00:00,DASH/USDT,132.35,133.16,131.89,132.35,9876.584,1309267.57150,7962
1649152800000,2022-04-05 10:00:00,DASH/USDT,132.21,133.12,131.70,132.35,12412.758,1643514.23130,9194
1649149200000,2022-04-05 09:00:00,DASH/USDT,133.95,134.18,132.07,132.22,13806.225,1838446.23472,8298
1649145600000,2022-04-05 08:00:00,DASH/USDT,134.03,134.21,132.53,133.94,15591.775,2078265.40981,8526
1649142000000,2022-04-05 07:00:00,DASH/USDT,133.37,134.71,132.89,134.02,22520.889,3014124.16718,11108
1649138400000,2022-04-05 06:00:00,DASH/USDT,135.65,135.79,132.22,133.35,28776.174,3857650.80177,12815
1649134800000,2022-04-05 05:00:00,DASH/USDT,136.30,136.46,135.07,135.63,22154.173,3007532.79836,10824
1649131200000,2022-04-05 04:00:00,DASH/USDT,134.27,136.62,134.04,136.30,24096.614,3261479.64273,13298
1649127600000,2022-04-05 03:00:00,DASH/USDT,133.16,135.54,132.91,134.27,20068.099,2691773.47989,10900
1649124000000,2022-04-05 02:00:00,DASH/USDT,132.52,134.05,132.20,133.15,13949.810,1856283.20486,7402
1649120400000,2022-04-05 01:00:00,DASH/USDT,132.47,133.31,131.96,132.51,9741.083,1290825.46583,7585
1649116800000,2022-04-05 00:00:00,DASH/USDT,133.23,134.11,132.16,132.47,17933.803,2391354.38358,10146
1649113200000,2022-04-04 23:00:00,DASH/USDT,133.77,134.14,132.64,133.20,22365.163,2985514.17892,11374
1649109600000,2022-04-04 22:00:00,DASH/USDT,133.13,133.92,132.31,133.76,16131.118,2146843.73640,10301
1649106000000,2022-04-04 21:00:00,DASH/USDT,132.27,133.30,131.78,133.12,14910.669,1976206.52530,10704
1649102400000,2022-04-04 20:00:00,DASH/USDT,130.69,132.64,130.54,132.26,22010.662,2901551.56572,13720
1649098800000,2022-04-04 19:00:00,DASH/USDT,128.14,130.90,128.14,130.69,20622.469,2672074.13859,12140
1649095200000,2022-04-04 18:00:00,DASH/USDT,126.79,128.34,125.45,128.14,22861.336,2896474.23033,12779
1649091600000,2022-04-04 17:00:00,DASH/USDT,128.73,129.27,125.85,126.81,25848.116,3291305.01070,14851
1649088000000,2022-04-04 16:00:00,DASH/USDT,129.39,129.67,127.93,128.76,20247.635,2610403.91839,12081
1649084400000,2022-04-04 15:00:00,DASH/USDT,132.18,132.69,128.00,129.39,59924.844,7793331.66206,26306
1649080800000,2022-04-04 14:00:00,DASH/USDT,133.71,134.50,132.01,132.16,34575.470,4614304.87378,16310
1649077200000,2022-04-04 13:00:00,DASH/USDT,131.93,134.32,131.07,133.75,43764.621,5810639.92153,19059
1649073600000,2022-04-04 12:00:00,DASH/USDT,133.26,134.11,131.33,131.92,29196.294,3878094.08306,15106
1649070000000,2022-04-04 11:00:00,DASH/USDT,132.39,134.29,131.46,133.27,36658.015,4872540.17178,17040
1649066400000,2022-04-04 10:00:00,DASH/USDT,131.56,132.54,130.00,132.42,33492.354,4399068.82752,14497
1649062800000,2022-04-04 09:00:00,DASH/USDT,131.35,132.53,130.40,131.59,14764.864,1942483.15741,8502
1649059200000,2022-04-04 08:00:00,DASH/USDT,131.60,132.17,130.59,131.35,13385.379,1759494.14029,7707
1649055600000,2022-04-04 07:00:00,DASH/USDT,131.37,131.79,130.53,131.65,12599.175,1651982.14675,5991
1649052000000,2022-04-04 06:00:00,DASH/USDT,130.18,131.41,129.90,131.30,10099.754,1320123.43625,5168
1649048400000,2022-04-04 05:00:00,DASH/USDT,129.48,130.25,129.27,130.15,6201.550,804845.04135,4599
1649044800000,2022-04-04 04:00:00,DASH/USDT,129.63,130.47,129.12,129.48,9152.872,1188345.58787,5345
1649041200000,2022-04-04 03:00:00,DASH/USDT,130.54,131.01,129.54,129.63,6400.749,835021.71967,4837
1649037600000,2022-04-04 02:00:00,DASH/USDT,129.47,130.65,128.80,130.54,10030.349,1299968.33661,6510
1649034000000,2022-04-04 01:00:00,DASH/USDT,129.86,130.65,129.25,129.49,10437.005,1355484.35219,6426
1649030400000,2022-04-04 00:00:00,DASH/USDT,132.65,132.76,129.54,129.75,23525.797,3078809.27136,11989
1649026800000,2022-04-03 23:00:00,DASH/USDT,132.61,133.44,131.75,132.64,16066.908,2130369.15012,9550
1649023200000,2022-04-03 22:00:00,DASH/USDT,132.98,134.29,132.41,132.61,23904.912,3193227.93089,14735
1649019600000,2022-04-03 21:00:00,DASH/USDT,131.56,132.96,131.43,132.96,12112.194,1604507.58925,10584
1649016000000,2022-04-03 20:00:00,DASH/USDT,131.25,131.99,131.03,131.56,8092.711,1064432.35873,9248
1649012400000,2022-04-03 19:00:00,DASH/USDT,131.48,132.09,130.66,131.26,11160.820,1465495.98819,10249
1649008800000,2022-04-03 18:00:00,DASH/USDT,132.67,132.71,130.48,131.50,20898.092,2747701.31754,13359
1649005200000,2022-04-03 17:00:00,DASH/USDT,131.76,132.85,131.36,132.66,21765.502,2875180.64901,12491
1649001600000,2022-04-03 16:00:00,DASH/USDT,130.54,135.74,130.27,131.76,110168.306,14657044.98056,44898
1648998000000,2022-04-03 15:00:00,DASH/USDT,129.84,130.84,129.43,130.53,14383.731,1872354.12973,7862
1648994400000,2022-04-03 14:00:00,DASH/USDT,129.90,130.04,128.78,129.85,6960.239,901286.88598,4841
1648990800000,2022-04-03 13:00:00,DASH/USDT,129.91,130.29,129.13,129.90,12760.324,1657769.21510,6540
1648987200000,2022-04-03 12:00:00,DASH/USDT,129.56,130.55,129.03,129.86,9289.481,1208698.92615,6004
1648983600000,2022-04-03 11:00:00,DASH/USDT,129.56,129.82,128.56,129.55,9690.751,1251878.26605,6543
1648980000000,2022-04-03 10:00:00,DASH/USDT,130.44,130.61,129.23,129.52,9466.585,1230280.30210,7266
1648976400000,2022-04-03 09:00:00,DASH/USDT,129.31,130.62,128.71,130.41,9423.695,1224540.52733,7427
1648972800000,2022-04-03 08:00:00,DASH/USDT,130.53,130.72,128.84,129.26,11840.731,1536695.98818,7020
1648969200000,2022-04-03 07:00:00,DASH/USDT,130.31,130.99,129.97,130.52,11490.269,1499760.03731,6315
1648965600000,2022-04-03 06:00:00,DASH/USDT,130.06,130.46,129.51,130.29,7430.968,966588.62609,5767
1648962000000,2022-04-03 05:00:00,DASH/USDT,129.42,130.11,129.12,130.03,6255.760,811221.81863,5693
1648958400000,2022-04-03 04:00:00,DASH/USDT,128.56,129.77,128.27,129.41,10794.192,1394922.56669,6732
1648954800000,2022-04-03 03:00:00,DASH/USDT,125.93,129.97,125.62,128.57,19225.893,2471176.45326,13214
1648951200000,2022-04-03 02:00:00,DASH/USDT,126.26,127.31,125.32,125.94,8302.762,1048388.83842,7489
1648947600000,2022-04-03 01:00:00,DASH/USDT,127.79,128.20,124.23,126.31,27448.410,3453485.75388,16615
1648944000000,2022-04-03 00:00:00,DASH/USDT,127.43,128.21,126.80,127.78,7510.403,958405.58278,7153
1648940400000,2022-04-02 23:00:00,DASH/USDT,128.03,128.28,126.71,127.44,10229.708,1303792.23466,6699
1648936800000,2022-04-02 22:00:00,DASH/USDT,128.02,128.25,127.30,128.04,6625.632,846520.56705,5589
1648933200000,2022-04-02 21:00:00,DASH/USDT,128.10,128.45,127.01,128.02,10257.963,1311305.29790,6253
1648929600000,2022-04-02 20:00:00,DASH/USDT,127.63,128.47,127.16,128.10,10189.839,1301982.23327,7128
1648926000000,2022-04-02 19:00:00,DASH/USDT,127.04,128.39,126.77,127.62,8116.350,1037087.40219,6373
1648922400000,2022-04-02 18:00:00,DASH/USDT,128.81,129.02,126.43,127.04,20209.682,2578884.28962,12556
1648918800000,2022-04-02 17:00:00,DASH/USDT,128.55,129.24,128.37,128.78,7152.364,921547.63584,6284
1648915200000,2022-04-02 16:00:00,DASH/USDT,127.29,129.43,126.39,128.54,20245.795,2592876.25180,11179
1648911600000,2022-04-02 15:00:00,DASH/USDT,129.56,129.56,126.35,127.32,30273.663,3862244.95796,15022
1648908000000,2022-04-02 14:00:00,DASH/USDT,130.76,130.97,129.39,129.55,11041.047,1435681.95349,6375
1648904400000,2022-04-02 13:00:00,DASH/USDT,130.43,131.38,130.00,130.78,13884.015,1817234.28196,7870
1648900800000,2022-04-02 12:00:00,DASH/USDT,129.29,130.59,127.43,130.39,33487.788,4326229.68840,16315
1648897200000,2022-04-02 11:00:00,DASH/USDT,130.61,130.79,129.20,129.29,9980.584,1297449.72109,6057
1648893600000,2022-04-02 10:00:00,DASH/USDT,130.94,130.95,130.33,130.63,7028.387,918216.14458,4725
1648890000000,2022-04-02 09:00:00,DASH/USDT,130.62,131.13,130.35,130.93,8657.023,1131487.64147,5051
1648886400000,2022-04-02 08:00:00,DASH/USDT,130.87,131.09,129.78,130.60,11439.453,1492009.34042,6548
1648882800000,2022-04-02 07:00:00,DASH/USDT,131.26,131.26,130.14,130.85,11473.991,1500418.07529,5838
1648879200000,2022-04-02 06:00:00,DASH/USDT,130.62,131.40,130.08,131.28,5914.125,772493.45404,4794
1648875600000,2022-04-02 05:00:00,DASH/USDT,130.70,131.00,130.00,130.60,7258.006,947771.80617,5811
1648872000000,2022-04-02 04:00:00,DASH/USDT,130.28,130.86,129.91,130.68,9248.079,1205095.82112,5432
1648868400000,2022-04-02 03:00:00,DASH/USDT,130.10,130.26,129.32,130.23,9039.984,1173482.14932,6782
1648864800000,2022-04-02 02:00:00,DASH/USDT,130.87,131.61,129.42,130.10,13005.907,1699898.06290,9108
1648861200000,2022-04-02 01:00:00,DASH/USDT,130.92,131.34,129.90,130.87,16854.337,2201866.49226,10650
1648857600000,2022-04-02 00:00:00,DASH/USDT,128.14,131.10,127.25,130.93,22670.497,2936476.68070,13019
1648854000000,2022-04-01 23:00:00,DASH/USDT,128.84,128.88,127.48,128.15,6705.603,858848.96815,5444
1648850400000,2022-04-01 22:00:00,DASH/USDT,129.26,129.76,127.64,128.86,7687.234,990765.01249,6024
1648846800000,2022-04-01 21:00:00,DASH/USDT,128.41,129.74,128.31,129.28,4779.072,616374.52714,4945
1648843200000,2022-04-01 20:00:00,DASH/USDT,129.48,129.49,127.63,128.40,8545.579,1099560.99909,7621
1648839600000,2022-04-01 19:00:00,DASH/USDT,129.74,130.41,128.75,129.47,9551.760,1236821.29625,7205
1648836000000,2022-04-01 18:00:00,DASH/USDT,130.20,130.65,129.28,129.74,13477.100,1751172.93034,8339
1648832400000,2022-04-01 17:00:00,DASH/USDT,128.60,130.70,128.26,130.22,13233.018,1716726.67648,8174
1648828800000,2022-04-01 16:00:00,DASH/USDT,129.51,129.92,128.48,128.61,13029.692,1684754.93187,7546
1648825200000,2022-04-01 15:00:00,DASH/USDT,129.22,129.91,128.66,129.50,19981.125,2584971.18095,10798
1648821600000,2022-04-01 14:00:00,DASH/USDT,126.39,129.33,126.39,129.25,17935.273,2297471.77649,10184
1648818000000,2022-04-01 13:00:00,DASH/USDT,125.68,127.42,125.57,126.40,16390.432,2074471.51857,9427
1648814400000,2022-04-01 12:00:00,DASH/USDT,125.12,126.26,122.86,125.69,30893.124,3853780.47113,16182
1648810800000,2022-04-01 11:00:00,DASH/USDT,125.66,126.33,124.80,125.12,10859.508,1364655.54294,6974
1648807200000,2022-04-01 10:00:00,DASH/USDT,125.18,125.70,124.64,125.67,8138.759,1018306.60541,5722
1648803600000,2022-04-01 09:00:00,DASH/USDT,126.07,126.41,124.57,125.18,12922.075,1622184.87764,7422
1648800000000,2022-04-01 08:00:00,DASH/USDT,127.07,127.65,125.75,126.07,16778.791,2128618.54617,9849
1648796400000,2022-04-01 07:00:00,DASH/USDT,125.40,127.18,125.38,127.07,11658.048,1472814.09704,7253
1648792800000,2022-04-01 06:00:00,DASH/USDT,123.75,125.76,123.43,125.40,10456.217,1306244.54867,6205
1648789200000,2022-04-01 05:00:00,DASH/USDT,124.57,125.02,123.56,123.79,9795.209,1217877.66873,5346
1648785600000,2022-04-01 04:00:00,DASH/USDT,124.20,125.19,123.82,124.56,10881.649,1354372.15196,5509
1648782000000,2022-04-01 03:00:00,DASH/USDT,122.52,124.32,121.95,124.19,20575.258,2532788.86835,10510
1648778400000,2022-04-01 02:00:00,DASH/USDT,126.49,127.09,121.04,122.52,50803.896,6293035.21832,22750
1648774800000,2022-04-01 01:00:00,DASH/USDT,128.76,129.36,126.01,126.48,16953.943,2168783.17816,9211
1648771200000,2022-04-01 00:00:00,DASH/USDT,127.18,129.42,126.82,128.76,22317.377,2860844.67313,10595
1648767600000,2022-03-31 23:00:00,DASH/USDT,127.70,127.94,125.20,127.20,12596.459,1593819.51111,8451
1648764000000,2022-03-31 22:00:00,DASH/USDT,127.16,128.02,126.44,127.76,6811.610,866765.13116,6759
1648760400000,2022-03-31 21:00:00,DASH/USDT,127.48,127.95,126.79,127.14,8730.915,1112439.79873,8436
1648756800000,2022-03-31 20:00:00,DASH/USDT,127.26,127.85,126.47,127.48,12008.983,1527415.50757,9204
1648753200000,2022-03-31 19:00:00,DASH/USDT,128.12,128.35,126.58,127.30,18138.114,2313852.69332,9126
1648749600000,2022-03-31 18:00:00,DASH/USDT,127.73,128.11,125.20,128.11,28344.576,3593294.86391,13729
1648746000000,2022-03-31 17:00:00,DASH/USDT,127.15,128.68,126.65,127.73,21709.874,2772045.06962,12337
1648742400000,2022-03-31 16:00:00,DASH/USDT,130.55,130.77,126.71,127.10,57305.410,7372073.18602,23071
1648738800000,2022-03-31 15:00:00,DASH/USDT,132.20,132.71,129.79,130.64,30953.647,4050907.43673,12635
1648735200000,2022-03-31 14:00:00,DASH/USDT,132.44,133.04,128.91,132.22,74362.738,9715550.14233,30846
1648731600000,2022-03-31 13:00:00,DASH/USDT,136.09,136.72,131.70,132.44,58958.098,7902460.71511,24940
1648728000000,2022-03-31 12:00:00,DASH/USDT,136.05,137.10,135.38,136.09,23375.794,3185532.63608,11770
1648724400000,2022-03-31 11:00:00,DASH/USDT,135.72,136.92,135.17,136.00,24644.456,3352266.07305,12745
1648720800000,2022-03-31 10:00:00,DASH/USDT,135.81,136.03,134.32,135.71,23849.759,3223127.23152,11977
1648717200000,2022-03-31 09:00:00,DASH/USDT,136.07,136.58,135.44,135.81,15806.771,2147312.69777,8687
1648713600000,2022-03-31 08:00:00,DASH/USDT,136.02,137.44,135.44,136.10,41609.468,5680956.20253,19365
1648710000000,2022-03-31 07:00:00,DASH/USDT,135.77,136.77,134.19,136.02,37201.643,5045996.69946,15889
1648706400000,2022-03-31 06:00:00,DASH/USDT,134.52,136.29,133.91,135.76,17170.472,2319102.64693,9621
1648702800000,2022-03-31 05:00:00,DASH/USDT,133.95,134.70,133.29,134.52,14870.637,1994514.71888,8373
1648699200000,2022-03-31 04:00:00,DASH/USDT,134.11,135.27,133.60,133.95,17940.365,2410838.42073,10619
1648695600000,2022-03-31 03:00:00,DASH/USDT,134.29,135.24,133.21,134.09,16593.332,2229507.54349,10055
1648692000000,2022-03-31 02:00:00,DASH/USDT,135.33,135.48,133.36,134.33,15948.174,2143090.19584,9006
1648688400000,2022-03-31 01:00:00,DASH/USDT,133.50,135.61,133.48,135.32,14678.246,1978695.71857,10464
1648684800000,2022-03-31 00:00:00,DASH/USDT,133.10,134.26,132.05,133.50,11934.235,1591530.50740,10286
1648681200000,2022-03-30 23:00:00,DASH/USDT,133.10,134.13,132.23,133.09,8579.951,1143186.93252,5904
1648677600000,2022-03-30 22:00:00,DASH/USDT,133.32,134.60,132.65,133.14,13388.574,1788220.14659,7254
1648674000000,2022-03-30 21:00:00,DASH/USDT,134.36,135.33,132.54,133.31,13331.935,1787006.02156,7643
1648670400000,2022-03-30 20:00:00,DASH/USDT,133.49,134.57,132.25,134.41,14715.568,1960059.52871,7653
1648666800000,2022-03-30 19:00:00,DASH/USDT,133.31,134.38,132.02,133.49,16928.042,2252229.35304,9713
1648663200000,2022-03-30 18:00:00,DASH/USDT,135.55,135.79,133.23,133.30,18058.700,2434395.99953,9917
1648659600000,2022-03-30 17:00:00,DASH/USDT,133.68,135.72,133.36,135.57,23289.327,3133092.01048,11658
1648656000000,2022-03-30 16:00:00,DASH/USDT,132.48,134.66,131.42,133.64,25212.017,3359656.22715,12380
1648652400000,2022-03-30 15:00:00,DASH/USDT,132.13,132.69,130.33,132.50,18302.861,2408429.37174,8961
1648648800000,2022-03-30 14:00:00,DASH/USDT,131.44,133.37,130.45,132.14,25460.858,3359744.75132,11484
1648645200000,2022-03-30 13:00:00,DASH/USDT,135.79,135.93,131.06,131.43,57753.451,7692380.81309,23420
1648641600000,2022-03-30 12:00:00,DASH/USDT,133.78,137.07,132.15,135.80,48864.662,6604613.65911,21287
1648638000000,2022-03-30 11:00:00,DASH/USDT,133.84,134.31,132.09,133.77,17682.449,2360574.90548,10019
1648634400000,2022-03-30 10:00:00,DASH/USDT,132.93,135.11,132.72,133.80,18881.119,2530214.48374,10921
1648630800000,2022-03-30 09:00:00,DASH/USDT,133.05,134.20,132.27,132.93,27367.125,3651374.56247,12733
1648627200000,2022-03-30 08:00:00,DASH/USDT,132.63,133.69,131.55,133.09,20244.529,2688190.76222,9465
1648623600000,2022-03-30 07:00:00,DASH/USDT,132.79,133.34,132.04,132.59,16207.797,2151963.79870,7833
1648620000000,2022-03-30 06:00:00,DASH/USDT,131.72,133.29,131.62,132.78,22708.061,3009883.55880,10961
1648616400000,2022-03-30 05:00:00,DASH/USDT,129.51,131.73,129.12,131.72,15043.984,1963471.29017,7391
1648612800000,2022-03-30 04:00:00,DASH/USDT,129.55,130.39,128.58,129.50,9925.613,1285872.16921,5605
1648609200000,2022-03-30 03:00:00,DASH/USDT,128.48,129.64,128.45,129.60,8231.697,1063093.36485,5111
1648605600000,2022-03-30 02:00:00,DASH/USDT,127.95,129.08,127.46,128.49,12974.159,1665716.67800,7456
1648602000000,2022-03-30 01:00:00,DASH/USDT,129.73,129.85,126.26,127.94,30067.507,3855757.59072,14373
1648598400000,2022-03-30 00:00:00,DASH/USDT,130.27,130.55,127.96,129.74,18062.954,2336840.93744,9144
1648594800000,2022-03-29 23:00:00,DASH/USDT,129.08,130.71,128.70,130.23,7506.523,975083.46014,4678
1648591200000,2022-03-29 22:00:00,DASH/USDT,128.80,129.65,127.10,129.10,17459.430,2242723.75132,8754
1648587600000,2022-03-29 21:00:00,DASH/USDT,129.51,129.90,128.31,128.81,11224.598,1448932.86182,5496
1648584000000,2022-03-29 20:00:00,DASH/USDT,130.30,130.77,128.15,129.51,13386.508,1735903.79859,5968
1648580400000,2022-03-29 19:00:00,DASH/USDT,129.84,130.68,129.49,130.29,9581.565,1247835.80483,5941
1648576800000,2022-03-29 18:00:00,DASH/USDT,129.79,130.47,128.73,129.84,16817.486,2181517.14576,8017
1648573200000,2022-03-29 17:00:00,DASH/USDT,130.19,130.19,127.71,129.80,18734.130,2416387.68685,9539
1648569600000,2022-03-29 16:00:00,DASH/USDT,129.27,130.22,127.08,130.20,31072.352,4004640.32041,15460
1648566000000,2022-03-29 15:00:00,DASH/USDT,132.34,132.37,128.46,129.30,36351.790,4741501.73373,14867
1648562400000,2022-03-29 14:00:00,DASH/USDT,132.31,132.79,131.42,132.34,26221.810,3463355.69376,9176
1648558800000,2022-03-29 13:00:00,DASH/USDT,134.42,134.57,131.18,132.34,30000.602,3988989.34987,13168
1648555200000,2022-03-29 12:00:00,DASH/USDT,134.87,135.87,134.09,134.38,23494.092,3172431.73257,9909
1648551600000,2022-03-29 11:00:00,DASH/USDT,134.27,135.25,133.78,134.87,29404.589,3959339.06873,11627
1648548000000,2022-03-29 10:00:00,DASH/USDT,132.70,134.43,131.91,134.27,34958.104,4662517.42198,15042
1648544400000,2022-03-29 09:00:00,DASH/USDT,131.13,132.71,130.85,132.70,17766.171,2338257.14278,8412
1648540800000,2022-03-29 08:00:00,DASH/USDT,130.55,131.89,130.24,131.14,21477.617,2811373.11225,9846
1648537200000,2022-03-29 07:00:00,DASH/USDT,131.60,132.17,130.31,130.55,18159.874,2383556.72915,8588
1648533600000,2022-03-29 06:00:00,DASH/USDT,131.84,132.91,131.21,131.59,13461.268,1777290.34239,7102
1648530000000,2022-03-29 05:00:00,DASH/USDT,131.05,132.34,130.90,131.84,12220.784,1607496.42685,7365
1648526400000,2022-03-29 04:00:00,DASH/USDT,129.60,131.11,129.22,131.05,11776.339,1533222.87234,7129
1648522800000,2022-03-29 03:00:00,DASH/USDT,130.15,130.23,129.25,129.60,9290.087,1205573.08385,5617
1648519200000,2022-03-29 02:00:00,DASH/USDT,130.55,131.07,130.04,130.14,13579.209,1770960.97606,6677
1648515600000,2022-03-29 01:00:00,DASH/USDT,128.85,130.64,128.43,130.54,11173.278,1448481.77098,7129
1648512000000,2022-03-29 00:00:00,DASH/USDT,127.61,129.60,127.08,128.87,21993.114,2828978.03397,11652
1648508400000,2022-03-28 23:00:00,DASH/USDT,130.01,130.59,125.60,127.62,43733.447,5600722.83949,20967
1648504800000,2022-03-28 22:00:00,DASH/USDT,130.12,131.42,129.62,130.00,24395.441,3182749.38397,11538
1648501200000,2022-03-28 21:00:00,DASH/USDT,134.65,134.94,127.67,130.08,64741.352,8479037.57976,25759
1648497600000,2022-03-28 20:00:00,DASH/USDT,134.69,134.95,133.49,134.62,13795.959,1849089.34037,6875
1648494000000,2022-03-28 19:00:00,DASH/USDT,135.01,135.25,133.93,134.70,20788.373,2798800.30297,8546
1648490400000,2022-03-28 18:00:00,DASH/USDT,134.34,135.27,133.60,135.00,15606.961,2097192.37617,7521
1648486800000,2022-03-28 17:00:00,DASH/USDT,133.90,134.72,133.01,134.36,18424.050,2466674.82259,8772
1648483200000,2022-03-28 16:00:00,DASH/USDT,134.54,136.05,133.07,133.88,34263.175,4606242.82853,14648
1648479600000,2022-03-28 15:00:00,DASH/USDT,136.82,137.49,134.23,134.56,38492.689,5231837.82582,16046
1648476000000,2022-03-28 14:00:00,DASH/USDT,136.35,136.90,133.11,136.80,36997.667,5004621.22752,16577
1648472400000,2022-03-28 13:00:00,DASH/USDT,134.92,136.38,134.68,136.33,23701.389,3214041.54848,9939
1648468800000,2022-03-28 12:00:00,DASH/USDT,134.88,135.57,134.01,134.93,20107.069,2710522.18962,8950
1648465200000,2022-03-28 11:00:00,DASH/USDT,136.53,136.63,134.61,134.86,27442.580,3721514.64187,11490
1648461600000,2022-03-28 10:00:00,DASH/USDT,136.25,137.14,135.84,136.52,18824.278,2570113.31465,9399
1648458000000,2022-03-28 09:00:00,DASH/USDT,136.82,137.46,135.10,136.25,29318.016,3995992.31249,13761
1648454400000,2022-03-28 08:00:00,DASH/USDT,136.06,138.20,134.21,136.81,52101.016,7108260.01537,24449
1648450800000,2022-03-28 07:00:00,DASH/USDT,134.12,136.50,133.47,136.06,38029.174,5136312.55818,16725
1648447200000,2022-03-28 06:00:00,DASH/USDT,133.18,135.19,131.09,134.18,39721.748,5296705.70910,18779
1648443600000,2022-03-28 05:00:00,DASH/USDT,131.87,133.42,131.18,133.20,21328.382,2820429.82573,9937
1648440000000,2022-03-28 04:00:00,DASH/USDT,132.00,132.16,130.91,131.87,10936.882,1438582.38013,5817
1648436400000,2022-03-28 03:00:00,DASH/USDT,131.22,132.25,131.13,131.99,10692.667,1407818.23690,5463
1648432800000,2022-03-28 02:00:00,DASH/USDT,130.22,131.93,129.76,131.23,18960.881,2480043.87251,8468
1648429200000,2022-03-28 01:00:00,DASH/USDT,131.63,131.72,129.55,130.23,24568.440,3208870.07236,10638
1648425600000,2022-03-28 00:00:00,DASH/USDT,132.88,134.20,131.06,131.62,46830.569,6205116.66291,18578
1648422000000,2022-03-27 23:00:00,DASH/USDT,131.70,133.28,131.21,132.84,14032.667,1856019.42105,7106
1648418400000,2022-03-27 22:00:00,DASH/USDT,132.10,132.91,130.84,131.67,22315.228,2940155.17823,10433
1648414800000,2022-03-27 21:00:00,DASH/USDT,129.10,132.93,128.58,132.09,37377.306,4893681.81339,18114
1648411200000,2022-03-27 20:00:00,DASH/USDT,128.06,129.72,127.32,129.10,25954.827,3339192.98725,13242
1648407600000,2022-03-27 19:00:00,DASH/USDT,127.54,128.15,127.49,128.06,5646.394,721849.99396,4893
1648404000000,2022-03-27 18:00:00,DASH/USDT,127.74,128.01,127.34,127.54,6572.890,839209.76755,5120
1648400400000,2022-03-27 17:00:00,DASH/USDT,128.41,128.50,126.80,127.76,9315.424,1186111.54834,6754
1648396800000,2022-03-27 16:00:00,DASH/USDT,127.84,128.54,127.09,128.42,17529.573,2243110.56388,9974
1648393200000,2022-03-27 15:00:00,DASH/USDT,126.95,128.20,126.26,127.83,14766.775,1881622.17995,7566
1648389600000,2022-03-27 14:00:00,DASH/USDT,127.15,127.65,126.55,126.92,9272.136,1178931.99855,5352
1648386000000,2022-03-27 13:00:00,DASH/USDT,125.23,127.25,124.73,127.15,20560.424,2595493.15464,10183
1648382400000,2022-03-27 12:00:00,DASH/USDT,127.60,128.11,125.00,125.21,23143.490,2927468.66244,10904
1648378800000,2022-03-27 11:00:00,DASH/USDT,127.40,128.34,127.25,127.60,7301.212,933997.90703,4935
1648375200000,2022-03-27 10:00:00,DASH/USDT,127.41,127.83,127.09,127.39,7116.276,906719.02823,4487
1648371600000,2022-03-27 09:00:00,DASH/USDT,127.47,128.15,127.33,127.41,9003.888,1150585.66557,4620
1648368000000,2022-03-27 08:00:00,DASH/USDT,128.25,128.32,127.31,127.46,7029.598,898052.14842,4656
1648364400000,2022-03-27 07:00:00,DASH/USDT,128.18,128.34,127.68,128.22,7350.311,940811.02031,4646
1648360800000,2022-03-27 06:00:00,DASH/USDT,127.42,128.62,127.20,128.18,9368.198,1200251.00156,6209
1648357200000,2022-03-27 05:00:00,DASH/USDT,127.33,127.80,127.17,127.40,4513.717,575587.05817,3371
1648353600000,2022-03-27 04:00:00,DASH/USDT,127.92,128.02,126.51,127.34,11245.293,1430371.82967,7127
1648350000000,2022-03-27 03:00:00,DASH/USDT,128.49,128.66,127.57,127.91,10893.708,1395797.97885,6161
