https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT,tradecount
1653116400000,2022-05-21 07:00:00,XMR/USDT,171.63,173.59,170.38,172.64,19107.104,3293533.21919,10653
1653112800000,2022-05-21 06:00:00,XMR/USDT,172.06,172.63,170.76,171.63,11217.232,1924835.57773,7387
1653109200000,2022-05-21 05:00:00,XMR/USDT,172.52,172.97,170.88,172.06,18205.135,3127723.35953,9628
1653105600000,2022-05-21 04:00:00,XMR/USDT,174.62,174.68,171.96,172.47,16491.877,2854081.01655,8777
1653102000000,2022-05-21 03:00:00,XMR/USDT,171.88,175.30,170.47,174.56,21633.653,3732995.20293,10799
1653098400000,2022-05-21 02:00:00,XMR/USDT,172.82,173.07,169.94,171.87,25979.636,4457066.28364,11982
1653094800000,2022-05-21 01:00:00,XMR/USDT,175.26,175.69,170.07,172.80,30211.997,5224398.72624,16304
1653091200000,2022-05-21 00:00:00,XMR/USDT,173.78,175.84,171.29,175.25,34382.226,5975167.18107,17903
1653087600000,2022-05-20 23:00:00,XMR/USDT,175.83,176.95,173.00,173.77,30347.406,5310815.41365,13262
1653084000000,2022-05-20 22:00:00,XMR/USDT,175.31,177.20,174.55,175.84,32374.007,5697309.77175,14047
1653080400000,2022-05-20 21:00:00,XMR/USDT,176.06,177.23,174.08,175.31,55136.506,9685675.16907,22783
1653076800000,2022-05-20 20:00:00,XMR/USDT,178.77,181.75,175.80,176.18,93480.886,16681769.07955,37526
1653073200000,2022-05-20 19:00:00,XMR/USDT,171.66,180.47,170.54,178.72,81085.553,14194413.04631,35547
1653069600000,2022-05-20 18:00:00,XMR/USDT,168.63,173.97,166.62,171.72,48141.126,8210306.06494,22576
1653066000000,2022-05-20 17:00:00,XMR/USDT,165.81,169.45,164.17,168.62,41428.131,6928747.08177,18686
1653062400000,2022-05-20 16:00:00,XMR/USDT,170.32,170.34,164.36,165.76,45515.589,7587979.04847,22455
1653058800000,2022-05-20 15:00:00,XMR/USDT,171.83,172.39,168.81,170.33,39964.743,6813991.26647,19606
1653055200000,2022-05-20 14:00:00,XMR/USDT,176.20,176.53,170.57,171.84,42945.060,7431470.81080,24349
1653051600000,2022-05-20 13:00:00,XMR/USDT,176.43,177.22,173.02,176.25,33117.634,5805807.23498,16536
1653048000000,2022-05-20 12:00:00,XMR/USDT,177.88,178.29,173.21,176.40,26857.577,4729390.80567,14169
1653044400000,2022-05-20 11:00:00,XMR/USDT,176.70,178.51,175.46,177.91,24994.759,4429441.03468,14296
1653040800000,2022-05-20 10:00:00,XMR/USDT,177.94,179.40,175.33,176.73,41853.170,7425747.17864,19225
1653037200000,2022-05-20 09:00:00,XMR/USDT,172.66,178.76,172.37,177.94,31993.986,5628404.21725,15634
1653033600000,2022-05-20 08:00:00,XMR/USDT,174.31,174.52,170.89,172.67,34956.716,6050863.32260,15194
1653030000000,2022-05-20 07:00:00,XMR/USDT,169.49,176.71,169.30,174.40,60063.454,10438380.37757,27553
1653026400000,2022-05-20 06:00:00,XMR/USDT,168.19,170.00,166.90,169.45,28558.578,4813730.14929,14153
1653022800000,2022-05-20 05:00:00,XMR/USDT,164.16,169.46,163.25,168.17,14799.699,2467627.20840,9188
1653019200000,2022-05-20 04:00:00,XMR/USDT,165.64,167.41,162.93,164.20,25775.511,4259943.43283,9238
1653015600000,2022-05-20 03:00:00,XMR/USDT,166.95,167.42,165.18,165.64,7704.439,1279507.14291,6088
1653012000000,2022-05-20 02:00:00,XMR/USDT,167.66,167.95,166.30,166.99,7736.175,1293440.64633,6174
1653008400000,2022-05-20 01:00:00,XMR/USDT,166.46,169.60,164.87,167.67,19027.705,3184245.77706,10267
1653004800000,2022-05-20 00:00:00,XMR/USDT,165.77,167.61,163.94,166.54,19665.399,3260423.56568,10380
1653001200000,2022-05-19 23:00:00,XMR/USDT,163.13,166.96,162.90,165.75,11519.255,1899030.26470,8051
1652997600000,2022-05-19 22:00:00,XMR/USDT,163.07,163.26,161.33,163.14,8372.985,1358180.02638,5870
1652994000000,2022-05-19 21:00:00,XMR/USDT,163.69,164.85,162.22,163.05,11389.754,1862228.38458,7473
1652990400000,2022-05-19 20:00:00,XMR/USDT,162.19,164.14,161.79,163.58,10595.462,1728396.24016,6464
1652986800000,2022-05-19 19:00:00,XMR/USDT,164.32,164.51,161.88,162.12,15084.932,2456513.73733,8788
1652983200000,2022-05-19 18:00:00,XMR/USDT,165.50,166.04,162.59,164.28,23255.952,3824530.44282,10777
1652979600000,2022-05-19 17:00:00,XMR/USDT,165.98,166.71,163.42,165.47,22820.005,3765280.24618,10102
1652976000000,2022-05-19 16:00:00,XMR/USDT,168.52,170.26,165.74,165.95,32866.546,5509937.65890,13771
1652972400000,2022-05-19 15:00:00,XMR/USDT,163.51,169.79,162.59,168.56,48774.158,8150264.97136,27833
1652968800000,2022-05-19 14:00:00,XMR/USDT,164.26,166.71,162.00,163.44,51332.553,8449515.02125,19346
1652965200000,2022-05-19 13:00:00,XMR/USDT,162.63,166.52,162.44,164.23,39693.667,6523298.93845,18819
1652961600000,2022-05-19 12:00:00,XMR/USDT,162.79,163.79,161.48,162.65,27283.245,4435723.58480,13047
1652958000000,2022-05-19 11:00:00,XMR/USDT,156.34,164.00,155.48,162.80,32970.396,5285943.17700,15429
1652954400000,2022-05-19 10:00:00,XMR/USDT,154.69,157.20,154.46,156.49,13590.833,2118452.66453,8040
1652950800000,2022-05-19 09:00:00,XMR/USDT,155.44,156.28,152.60,154.73,12886.167,1990227.67457,8887
1652947200000,2022-05-19 08:00:00,XMR/USDT,157.53,158.08,155.16,155.42,11393.677,1785270.19416,7172
1652943600000,2022-05-19 07:00:00,XMR/USDT,158.20,158.44,156.26,157.52,12105.027,1904005.98639,7065
1652940000000,2022-05-19 06:00:00,XMR/USDT,154.46,158.91,154.43,158.20,11977.123,1880058.13390,7473
1652936400000,2022-05-19 05:00:00,XMR/USDT,155.72,157.02,154.30,154.45,9699.751,1508460.61372,5875
1652932800000,2022-05-19 04:00:00,XMR/USDT,156.06,158.03,155.30,155.73,11812.094,1848981.29402,7100
1652929200000,2022-05-19 03:00:00,XMR/USDT,154.59,157.08,154.47,156.03,9984.333,1557875.69876,6498
1652925600000,2022-05-19 02:00:00,XMR/USDT,152.13,155.93,150.27,154.62,20074.320,3072992.27508,12083
1652922000000,2022-05-19 01:00:00,XMR/USDT,156.15,157.30,151.01,152.13,17812.615,2746658.34321,9969
