https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT,tradecount
1638435600000,2021-12-02 09:00:00,XMR/USDT,233.74,234.26,232.36,233.95,5977.152,1394549.55595,7304
1638432000000,2021-12-02 08:00:00,XMR/USDT,231.66,234.51,231.53,233.74,8231.910,1917512.17458,8081
1638428400000,2021-12-02 07:00:00,XMR/USDT,232.10,232.86,231.27,231.67,5529.191,1282709.68551,4829
1638424800000,2021-12-02 06:00:00,XMR/USDT,230.95,232.37,229.95,232.09,5565.913,1287546.17464,5741
1638421200000,2021-12-02 05:00:00,XMR/USDT,228.91,231.48,228.77,230.92,5496.315,1267224.54035,6528
1638417600000,2021-12-02 04:00:00,XMR/USDT,227.04,229.85,226.70,228.94,6006.682,1372775.61113,7152
1638414000000,2021-12-02 03:00:00,XMR/USDT,229.62,229.62,225.44,227.00,10206.265,2314571.44833,9273
1638410400000,2021-12-02 02:00:00,XMR/USDT,231.82,231.89,228.93,229.57,6583.496,1513911.30817,6481
1638406800000,2021-12-02 01:00:00,XMR/USDT,230.01,232.66,228.55,231.82,7916.418,1829724.89607,6528
1638403200000,2021-12-02 00:00:00,XMR/USDT,230.75,230.85,227.74,230.00,10028.434,2297199.13044,8363
1638399600000,2021-12-01 23:00:00,XMR/USDT,230.76,231.64,230.26,230.76,5778.631,1334896.94982,7640
1638396000000,2021-12-01 22:00:00,XMR/USDT,230.50,231.58,229.50,230.76,8794.940,2030177.80916,8090
1638392400000,2021-12-01 21:00:00,XMR/USDT,229.68,230.80,227.25,230.50,12220.729,2797771.14820,11357
1638388800000,2021-12-01 20:00:00,XMR/USDT,232.28,232.41,229.13,229.60,11263.489,2597106.01025,10378
1638385200000,2021-12-01 19:00:00,XMR/USDT,234.36,234.56,231.38,232.28,17711.122,4117293.87020,11252
1638381600000,2021-12-01 18:00:00,XMR/USDT,235.40,235.88,234.02,234.37,7125.256,1675774.36471,6874
1638378000000,2021-12-01 17:00:00,XMR/USDT,235.38,236.96,235.02,235.41,8648.950,2038630.23607,7816
1638374400000,2021-12-01 16:00:00,XMR/USDT,236.75,237.60,235.30,235.38,14830.765,3501855.68664,9781
1638370800000,2021-12-01 15:00:00,XMR/USDT,238.48,239.30,236.63,236.68,8531.259,2030176.39266,6871
1638367200000,2021-12-01 14:00:00,XMR/USDT,237.44,239.42,237.31,238.48,6525.576,1556272.09208,7226
1638363600000,2021-12-01 13:00:00,XMR/USDT,236.02,238.79,235.92,237.45,7461.961,1772241.44070,6690
1638360000000,2021-12-01 12:00:00,XMR/USDT,238.12,238.99,235.89,236.09,8375.931,1989973.30200,8289
1638356400000,2021-12-01 11:00:00,XMR/USDT,236.66,238.39,235.90,238.07,5675.789,1346357.01863,6267
1638352800000,2021-12-01 10:00:00,XMR/USDT,237.35,237.61,236.00,236.69,6224.858,1473658.89839,5881
1638349200000,2021-12-01 09:00:00,XMR/USDT,236.67,237.73,235.82,237.37,5146.626,1218400.83480,6736
1638345600000,2021-12-01 08:00:00,XMR/USDT,237.86,239.32,236.24,236.61,9824.884,2334816.56129,9344
1638342000000,2021-12-01 07:00:00,XMR/USDT,238.46,239.91,237.25,237.81,11898.990,2837098.03749,9237
1638338400000,2021-12-01 06:00:00,XMR/USDT,239.16,239.96,238.20,238.46,4403.385,1052291.81082,4441
1638334800000,2021-12-01 05:00:00,XMR/USDT,240.85,241.15,238.81,239.12,5496.365,1317386.69986,5212
1638331200000,2021-12-01 04:00:00,XMR/USDT,242.11,242.30,240.06,240.83,4374.661,1055221.29472,4145
1638327600000,2021-12-01 03:00:00,XMR/USDT,240.91,242.33,240.50,242.04,6145.826,1482811.55844,7201
1638324000000,2021-12-01 02:00:00,XMR/USDT,240.48,243.10,238.98,240.91,14271.224,3443128.76729,10363
1638320400000,2021-12-01 01:00:00,XMR/USDT,239.16,241.09,237.93,240.47,7844.359,1878637.04608,7443
1638316800000,2021-12-01 00:00:00,XMR/USDT,238.36,241.10,237.22,239.18,11141.368,2665883.15964,10670
1638313200000,2021-11-30 23:00:00,XMR/USDT,240.40,240.65,237.93,238.34,6786.009,1622576.66424,7235
1638309600000,2021-11-30 22:00:00,XMR/USDT,239.05,241.05,238.91,240.41,7658.100,1838981.75035,7251
1638306000000,2021-11-30 21:00:00,XMR/USDT,243.00,244.24,238.40,239.05,17475.050,4212605.77187,16171
1638302400000,2021-11-30 20:00:00,XMR/USDT,245.51,247.68,242.26,243.03,15643.507,3837707.89120,13172
1638298800000,2021-11-30 19:00:00,XMR/USDT,250.13,250.24,244.11,245.52,23872.877,5898741.85789,15164
1638295200000,2021-11-30 18:00:00,XMR/USDT,245.27,251.63,243.82,250.10,27592.066,6860734.78810,17926
1638291600000,2021-11-30 17:00:00,XMR/USDT,242.65,245.71,242.04,245.24,18707.565,4562358.13679,13205
1638288000000,2021-11-30 16:00:00,XMR/USDT,241.70,244.90,240.42,242.68,19553.811,4745827.45612,16062
1638284400000,2021-11-30 15:00:00,XMR/USDT,246.92,247.72,241.58,241.71,16446.329,4035279.78634,15365
1638280800000,2021-11-30 14:00:00,XMR/USDT,247.21,247.84,245.48,246.99,9184.747,2267405.66503,9582
1638277200000,2021-11-30 13:00:00,XMR/USDT,245.94,247.79,245.11,247.27,16280.582,4010160.53817,12465
1638273600000,2021-11-30 12:00:00,XMR/USDT,240.42,246.44,240.40,245.94,24829.519,6064308.05696,19747
1638270000000,2021-11-30 11:00:00,XMR/USDT,233.01,240.70,232.86,240.40,14341.084,3404396.56108,12277
1638266400000,2021-11-30 10:00:00,XMR/USDT,232.34,233.64,231.50,233.03,4421.939,1028966.18756,4819
1638262800000,2021-11-30 09:00:00,XMR/USDT,231.14,233.31,230.50,232.34,4475.460,1036881.95282,5368
1638259200000,2021-11-30 08:00:00,XMR/USDT,230.65,232.98,228.92,231.18,8351.464,1926404.29075,7269
1638255600000,2021-11-30 07:00:00,XMR/USDT,230.69,231.62,229.47,230.63,6212.277,1431518.76691,5047
1638252000000,2021-11-30 06:00:00,XMR/USDT,229.62,231.24,228.00,230.70,9920.170,2276107.75046,7572
1638248400000,2021-11-30 05:00:00,XMR/USDT,232.64,233.44,229.49,229.67,6604.010,1526318.11027,7030
1638244800000,2021-11-30 04:00:00,XMR/USDT,231.83,233.74,231.44,232.64,5514.587,1282054.87245,5706
1638241200000,2021-11-30 03:00:00,XMR/USDT,232.90,233.22,230.72,231.77,7076.335,1639698.34835,8729
1638237600000,2021-11-30 02:00:00,XMR/USDT,233.32,234.48,232.54,232.85,3208.202,749715.26247,5371
1638234000000,2021-11-30 01:00:00,XMR/USDT,234.58,235.38,232.41,233.37,5627.935,1314843.53138,6422
1638230400000,2021-11-30 00:00:00,XMR/USDT,235.67,237.15,233.91,234.60,4633.139,1090697.01998,5560
1638226800000,2021-11-29 23:00:00,XMR/USDT,235.88,236.99,234.77,235.66,5217.414,1230300.96927,5143
1638223200000,2021-11-29 22:00:00,XMR/USDT,236.11,236.53,235.55,235.89,4112.828,970826.52801,4130
1638219600000,2021-11-29 21:00:00,XMR/USDT,235.09,236.73,234.78,236.12,6506.807,1534810.24550,5939
1638216000000,2021-11-29 20:00:00,XMR/USDT,234.55,236.14,233.81,235.03,7923.974,1860715.78885,6303
1638212400000,2021-11-29 19:00:00,XMR/USDT,237.48,237.87,234.18,234.50,11892.116,2803252.87102,9810
1638208800000,2021-11-29 18:00:00,XMR/USDT,237.76,238.81,237.05,237.46,8794.048,2092283.01013,6977
1638205200000,2021-11-29 17:00:00,XMR/USDT,236.24,239.48,235.92,237.72,9018.981,2147474.93249,8732
1638201600000,2021-11-29 16:00:00,XMR/USDT,236.09,236.55,234.36,236.23,5808.476,1367966.51177,6621
1638198000000,2021-11-29 15:00:00,XMR/USDT,236.90,237.53,234.38,236.08,8826.850,2078955.73633,8379
1638194400000,2021-11-29 14:00:00,XMR/USDT,238.16,238.51,236.59,236.89,5269.069,1251005.38509,5396
1638190800000,2021-11-29 13:00:00,XMR/USDT,235.19,238.59,235.03,238.17,5145.195,1218854.51981,6436
1638187200000,2021-11-29 12:00:00,XMR/USDT,236.63,236.91,234.44,235.20,6136.495,1445739.47827,6121
1638183600000,2021-11-29 11:00:00,XMR/USDT,235.76,237.90,235.49,236.63,6324.882,1497814.13162,5849
1638180000000,2021-11-29 10:00:00,XMR/USDT,233.85,236.66,233.45,235.82,13905.116,3278242.83653,8604
1638176400000,2021-11-29 09:00:00,XMR/USDT,236.55,238.26,233.15,233.85,12094.014,2854749.48987,8958
1638172800000,2021-11-29 08:00:00,XMR/USDT,239.68,239.94,236.47,236.56,4316.646,1027787.48941,5949
1638169200000,2021-11-29 07:00:00,XMR/USDT,238.62,239.80,238.29,239.67,5429.736,1296967.03535,6326
1638165600000,2021-11-29 06:00:00,XMR/USDT,235.70,239.51,235.44,238.62,10149.592,2408630.10499,8440
1638162000000,2021-11-29 05:00:00,XMR/USDT,236.94,237.23,235.15,235.70,4155.737,981498.96104,5559
1638158400000,2021-11-29 04:00:00,XMR/USDT,237.61,238.40,236.89,236.95,3770.152,896049.49716,4387
1638154800000,2021-11-29 03:00:00,XMR/USDT,237.92,238.26,236.96,237.60,3833.540,910841.68300,4943
1638151200000,2021-11-29 02:00:00,XMR/USDT,238.26,240.15,237.60,237.86,7936.137,1896175.24229,7469
1638147600000,2021-11-29 01:00:00,XMR/USDT,238.56,239.08,237.14,238.26,4548.422,1083574.45913,4892
1638144000000,2021-11-29 00:00:00,XMR/USDT,239.10,239.33,236.66,238.59,11234.115,2675113.33019,7333
1638140400000,2021-11-28 23:00:00,XMR/USDT,234.98,239.38,234.86,239.18,6843.978,1627906.36083,7661
1638136800000,2021-11-28 22:00:00,XMR/USDT,238.69,239.42,234.46,234.98,10417.159,2469112.07896,8141
1638133200000,2021-11-28 21:00:00,XMR/USDT,235.19,239.20,234.89,238.63,12541.556,2971895.55592,12877
1638129600000,2021-11-28 20:00:00,XMR/USDT,233.82,236.01,233.61,235.19,13215.278,3103790.32126,11177
1638126000000,2021-11-28 19:00:00,XMR/USDT,230.89,234.46,230.40,233.82,10921.077,2540252.07389,11666
1638122400000,2021-11-28 18:00:00,XMR/USDT,229.39,231.50,225.07,230.83,17000.183,3887357.89433,14025
1638118800000,2021-11-28 17:00:00,XMR/USDT,233.04,233.31,228.20,229.39,12060.921,2785466.05560,9670
1638115200000,2021-11-28 16:00:00,XMR/USDT,232.13,233.27,228.78,233.03,14535.818,3360070.63265,10017
1638111600000,2021-11-28 15:00:00,XMR/USDT,233.08,233.64,230.32,232.12,8485.509,1970482.63423,6109
1638108000000,2021-11-28 14:00:00,XMR/USDT,231.51,233.65,229.46,233.05,11426.966,2653881.76250,9134
1638104400000,2021-11-28 13:00:00,XMR/USDT,230.56,231.64,230.00,231.51,4455.706,1028627.91182,4631
1638100800000,2021-11-28 12:00:00,XMR/USDT,229.29,232.00,229.29,230.57,10170.159,2346244.81854,7052
1638097200000,2021-11-28 11:00:00,XMR/USDT,230.59,231.56,228.25,229.26,10623.093,2438752.86259,7593
1638093600000,2021-11-28 10:00:00,XMR/USDT,226.89,231.81,226.25,230.59,8683.224,1990628.91337,9826
1638090000000,2021-11-28 09:00:00,XMR/USDT,224.34,227.36,222.44,226.89,5092.023,1142724.16753,7674
1638086400000,2021-11-28 08:00:00,XMR/USDT,225.56,226.19,223.68,224.34,2981.432,670426.61195,5998
1638082800000,2021-11-28 07:00:00,XMR/USDT,226.04,226.20,224.99,225.54,4014.999,906181.00139,5668
1638079200000,2021-11-28 06:00:00,XMR/USDT,225.52,226.55,223.33,226.05,5798.031,1305847.72535,7638
1638075600000,2021-11-28 05:00:00,XMR/USDT,220.55,225.69,220.18,225.53,11495.547,2574365.38997,9015
1638072000000,2021-11-28 04:00:00,XMR/USDT,221.24,222.30,219.77,220.56,5945.006,1314385.66808,5790
1638068400000,2021-11-28 03:00:00,XMR/USDT,223.39,223.72,220.61,221.22,4118.954,914599.03729,4790
1638064800000,2021-11-28 02:00:00,XMR/USDT,222.75,224.29,220.31,223.38,9233.201,2050730.30124,8276
1638061200000,2021-11-28 01:00:00,XMR/USDT,226.90,227.38,221.93,222.77,6096.962,1367064.37885,6618
1638057600000,2021-11-28 00:00:00,XMR/USDT,228.09,228.56,225.36,226.92,4426.417,1005303.53990,5156
1638054000000,2021-11-27 23:00:00,XMR/USDT,229.17,229.45,226.05,228.13,4109.275,934766.04577,4525
1638050400000,2021-11-27 22:00:00,XMR/USDT,227.88,230.01,227.88,229.19,7070.644,1619481.40328,7426
1638046800000,2021-11-27 21:00:00,XMR/USDT,230.14,231.45,225.96,227.80,16272.216,3704531.85235,10863
1638043200000,2021-11-27 20:00:00,XMR/USDT,233.01,233.43,229.61,230.18,7679.090,1778934.14525,6364
1638039600000,2021-11-27 19:00:00,XMR/USDT,229.49,233.76,228.99,232.98,9618.477,2231041.70837,7938
1638036000000,2021-11-27 18:00:00,XMR/USDT,228.66,229.61,226.88,229.53,4630.647,1055886.55415,4458
1638032400000,2021-11-27 17:00:00,XMR/USDT,228.95,230.17,227.81,228.67,3573.843,817733.79562,3804
1638028800000,2021-11-27 16:00:00,XMR/USDT,230.81,231.27,228.50,228.96,4232.337,973670.49563,4799
1638025200000,2021-11-27 15:00:00,XMR/USDT,230.66,231.53,229.65,230.80,5433.509,1252798.96674,4062
1638021600000,2021-11-27 14:00:00,XMR/USDT,229.61,230.97,229.61,230.60,3587.276,826550.48490,4183
1638018000000,2021-11-27 13:00:00,XMR/USDT,228.47,229.95,227.90,229.65,4428.130,1014074.01154,4082
1638014400000,2021-11-27 12:00:00,XMR/USDT,227.57,229.81,226.57,228.45,6015.410,1373011.02590,4479
1638010800000,2021-11-27 11:00:00,XMR/USDT,229.62,229.91,227.06,227.51,4403.330,1005649.47331,5081
1638007200000,2021-11-27 10:00:00,XMR/USDT,228.26,230.90,227.52,229.62,6004.924,1376726.08263,6068
1638003600000,2021-11-27 09:00:00,XMR/USDT,229.14,230.02,227.20,228.20,4936.176,1129227.48445,5506
1638000000000,2021-11-27 08:00:00,XMR/USDT,227.08,229.94,227.03,229.14,5022.616,1148852.43727,6266
1637996400000,2021-11-27 07:00:00,XMR/USDT,225.84,227.28,225.71,227.13,3050.885,690415.68103,2925
1637992800000,2021-11-27 06:00:00,XMR/USDT,226.29,227.75,225.60,225.83,3629.369,823119.92445,4035
1637989200000,2021-11-27 05:00:00,XMR/USDT,228.93,229.32,226.25,226.29,4008.905,914348.90572,4286
1637985600000,2021-11-27 04:00:00,XMR/USDT,228.85,229.52,228.07,228.96,2985.668,683410.04522,3669
1637982000000,2021-11-27 03:00:00,XMR/USDT,231.26,231.31,228.86,228.89,3788.210,872561.23386,4075
1637978400000,2021-11-27 02:00:00,XMR/USDT,229.35,231.42,229.08,231.29,4003.706,921383.36655,5016
1637974800000,2021-11-27 01:00:00,XMR/USDT,228.17,229.70,227.29,229.35,3819.295,873680.33229,5082
1637971200000,2021-11-27 00:00:00,XMR/USDT,226.80,229.55,225.79,228.22,8914.199,2028793.02914,9261
1637967600000,2021-11-26 23:00:00,XMR/USDT,225.96,227.40,223.23,226.83,12114.400,2730629.00983,9025
1637964000000,2021-11-26 22:00:00,XMR/USDT,224.23,227.33,223.15,226.01,9133.588,2057572.00436,7073
1637960400000,2021-11-26 21:00:00,XMR/USDT,226.53,227.06,224.27,224.27,7716.976,1741835.94556,7777
1637956800000,2021-11-26 20:00:00,XMR/USDT,225.66,226.86,224.57,226.53,4466.533,1007823.86077,5470
1637953200000,2021-11-26 19:00:00,XMR/USDT,223.08,226.37,222.54,225.69,4479.246,1008843.70758,6097
1637949600000,2021-11-26 18:00:00,XMR/USDT,223.99,223.99,221.59,223.09,6858.915,1528534.12503,6497
1637946000000,2021-11-26 17:00:00,XMR/USDT,224.83,226.45,223.86,223.98,5276.754,1188838.15410,6429
1637942400000,2021-11-26 16:00:00,XMR/USDT,223.96,226.40,221.95,224.83,7165.294,1604330.17859,6983
1637938800000,2021-11-26 15:00:00,XMR/USDT,224.78,225.31,222.15,223.97,9221.929,2062773.61973,6543
1637935200000,2021-11-26 14:00:00,XMR/USDT,224.62,225.85,223.20,224.82,10053.463,2258540.21465,7809
1637931600000,2021-11-26 13:00:00,XMR/USDT,223.38,224.91,220.59,224.61,9851.975,2195045.84044,6828
1637928000000,2021-11-26 12:00:00,XMR/USDT,220.67,223.60,217.70,223.38,26256.996,5795882.49586,15647
1637924400000,2021-11-26 11:00:00,XMR/USDT,224.64,224.92,219.82,220.67,32135.900,7135982.90764,16405
1637920800000,2021-11-26 10:00:00,XMR/USDT,225.96,226.61,224.32,224.70,12407.241,2798350.98472,7859
1637917200000,2021-11-26 09:00:00,XMR/USDT,231.28,231.30,225.38,225.94,21114.289,4822694.90861,13471
1637913600000,2021-11-26 08:00:00,XMR/USDT,236.05,236.05,225.20,231.27,42541.215,9762191.28035,28896
1637910000000,2021-11-26 07:00:00,XMR/USDT,240.95,241.80,234.39,236.04,10982.651,2609298.97876,11302
1637906400000,2021-11-26 06:00:00,XMR/USDT,241.52,242.53,240.19,240.95,4509.511,1088233.70111,4802
1637902800000,2021-11-26 05:00:00,XMR/USDT,241.87,241.87,239.41,241.51,5223.549,1257705.12166,5546
1637899200000,2021-11-26 04:00:00,XMR/USDT,242.11,242.87,241.27,241.85,6375.556,1543242.05324,4867
1637895600000,2021-11-26 03:00:00,XMR/USDT,243.38,243.96,241.92,242.09,5126.962,1246041.10942,5195
1637892000000,2021-11-26 02:00:00,XMR/USDT,245.58,245.80,243.27,243.40,7264.366,1774674.91165,8033
1637888400000,2021-11-26 01:00:00,XMR/USDT,246.36,248.20,245.47,245.58,5643.565,1393017.67962,5693
1637884800000,2021-11-26 00:00:00,XMR/USDT,248.50,249.64,246.14,246.37,6518.854,1614225.13113,7435
1637881200000,2021-11-25 23:00:00,XMR/USDT,248.69,250.03,247.63,248.48,6002.777,1493059.20711,5334
1637877600000,2021-11-25 22:00:00,XMR/USDT,249.30,249.79,247.50,248.68,4779.173,1187936.27979,5251
1637874000000,2021-11-25 21:00:00,XMR/USDT,247.09,250.20,246.93,249.29,6465.438,1608224.83408,6174
1637870400000,2021-11-25 20:00:00,XMR/USDT,246.79,248.80,246.67,247.09,7280.417,1802731.08839,5834
1637866800000,2021-11-25 19:00:00,XMR/USDT,250.99,251.20,246.42,246.79,8075.131,2005266.93146,6938
1637863200000,2021-11-25 18:00:00,XMR/USDT,249.46,251.20,248.33,250.95,6293.099,1570963.79138,6813
1637859600000,2021-11-25 17:00:00,XMR/USDT,248.66,249.90,246.97,249.46,9103.058,2258431.35998,6319
1637856000000,2021-11-25 16:00:00,XMR/USDT,248.68,249.49,247.22,248.68,6830.599,1696946.41556,5712
1637852400000,2021-11-25 15:00:00,XMR/USDT,248.71,249.58,247.84,248.68,6489.738,1614011.79758,4442
1637848800000,2021-11-25 14:00:00,XMR/USDT,248.39,249.89,248.22,248.68,7967.468,1984356.66953,7555
1637845200000,2021-11-25 13:00:00,XMR/USDT,247.39,248.58,246.26,248.38,7363.703,1823680.47057,8060
1637841600000,2021-11-25 12:00:00,XMR/USDT,244.77,247.63,244.34,247.37,9651.375,2374844.87428,7481
1637838000000,2021-11-25 11:00:00,XMR/USDT,244.18,245.24,243.38,244.81,7132.527,1743496.65964,6074
1637834400000,2021-11-25 10:00:00,XMR/USDT,243.83,244.89,241.61,244.17,22956.757,5582010.11072,12129
1637830800000,2021-11-25 09:00:00,XMR/USDT,242.44,244.18,242.16,243.86,4277.618,1039299.58755,5897
1637827200000,2021-11-25 08:00:00,XMR/USDT,243.49,244.14,242.40,242.44,5974.457,1454481.12632,6758
1637823600000,2021-11-25 07:00:00,XMR/USDT,247.31,247.58,241.56,243.48,33894.276,8266633.31506,18607
1637820000000,2021-11-25 06:00:00,XMR/USDT,247.77,249.24,247.14,247.30,3917.902,971874.40245,4872
1637816400000,2021-11-25 05:00:00,XMR/USDT,247.10,248.40,245.76,247.76,5350.665,1321848.82609,5506
1637812800000,2021-11-25 04:00:00,XMR/USDT,248.71,248.98,246.35,247.10,4029.675,997442.39777,5598
1637809200000,2021-11-25 03:00:00,XMR/USDT,245.78,248.75,245.20,248.71,6750.641,1668240.26583,6784
1637805600000,2021-11-25 02:00:00,XMR/USDT,246.11,246.50,244.55,245.77,3753.233,921098.20832,4946
1637802000000,2021-11-25 01:00:00,XMR/USDT,246.55,246.93,245.19,246.16,5234.998,1288729.67447,6459
1637798400000,2021-11-25 00:00:00,XMR/USDT,244.08,246.99,243.13,246.51,8923.974,2187302.57817,8729
1637794800000,2021-11-24 23:00:00,XMR/USDT,246.09,246.63,243.09,244.09,10399.319,2544696.68855,8928
1637791200000,2021-11-24 22:00:00,XMR/USDT,245.69,246.68,244.76,246.11,5765.619,1416979.08367,6103
1637787600000,2021-11-24 21:00:00,XMR/USDT,246.61,247.22,245.11,245.69,9008.519,2216569.98397,7891
1637784000000,2021-11-24 20:00:00,XMR/USDT,243.21,247.23,241.97,246.64,15700.065,3844356.35504,12421
1637780400000,2021-11-24 19:00:00,XMR/USDT,245.09,245.55,241.44,243.22,13612.391,3318105.86629,11396
1637776800000,2021-11-24 18:00:00,XMR/USDT,239.45,245.52,238.26,245.09,19927.751,4840191.37177,17752
1637773200000,2021-11-24 17:00:00,XMR/USDT,239.82,241.15,237.11,239.46,11852.824,2835884.32586,9493
1637769600000,2021-11-24 16:00:00,XMR/USDT,238.24,239.88,236.76,239.82,8676.577,2066781.61498,7406
1637766000000,2021-11-24 15:00:00,XMR/USDT,234.89,239.27,234.57,238.29,13367.259,3168861.65709,10669
1637762400000,2021-11-24 14:00:00,XMR/USDT,239.28,241.27,233.19,234.89,20481.235,4845695.02601,14910
1637758800000,2021-11-24 13:00:00,XMR/USDT,243.28,245.52,239.21,239.28,11392.120,2765731.63668,8513
1637755200000,2021-11-24 12:00:00,XMR/USDT,243.00,245.37,242.90,243.28,5730.706,1398884.63712,5341
1637751600000,2021-11-24 11:00:00,XMR/USDT,242.66,243.51,241.54,243.00,6397.364,1550749.20774,6451
1637748000000,2021-11-24 10:00:00,XMR/USDT,245.15,246.13,242.29,242.58,8701.340,2124511.83789,7910
1637744400000,2021-11-24 09:00:00,XMR/USDT,243.95,246.54,243.51,245.15,6982.109,1711686.46048,7369
1637740800000,2021-11-24 08:00:00,XMR/USDT,243.88,244.38,242.13,243.97,7926.323,1929827.54628,7006
1637737200000,2021-11-24 07:00:00,XMR/USDT,245.03,245.28,242.11,243.87,7630.720,1858126.92021,6521
1637733600000,2021-11-24 06:00:00,XMR/USDT,242.79,245.13,241.50,245.03,13272.556,3225513.01560,11110
1637730000000,2021-11-24 05:00:00,XMR/USDT,241.89,243.00,241.50,242.81,5724.170,1385869.98511,7762
1637726400000,2021-11-24 04:00:00,XMR/USDT,241.22,242.45,240.46,241.89,9072.061,2192018.67664,9348
1637722800000,2021-11-24 03:00:00,XMR/USDT,235.76,241.99,235.64,241.21,25564.258,6140287.54140,14838
1637719200000,2021-11-24 02:00:00,XMR/USDT,238.06,238.60,235.09,235.77,8448.110,1998027.08174,7333
1637715600000,2021-11-24 01:00:00,XMR/USDT,239.53,241.45,238.05,238.05,8168.690,1957550.68940,9142
1637712000000,2021-11-24 00:00:00,XMR/USDT,237.43,240.45,237.07,239.45,7046.222,1684644.50270,7825
1637708400000,2021-11-23 23:00:00,XMR/USDT,236.76,238.04,235.30,237.45,5976.271,1412968.66439,7519
1637704800000,2021-11-23 22:00:00,XMR/USDT,237.56,239.47,236.48,236.76,5937.678,1413565.90359,8107
1637701200000,2021-11-23 21:00:00,XMR/USDT,238.06,239.19,236.12,237.54,9293.855,2210407.44349,9631
1637697600000,2021-11-23 20:00:00,XMR/USDT,235.93,238.73,235.49,238.07,9860.266,2342042.25117,11703
1637694000000,2021-11-23 19:00:00,XMR/USDT,234.55,236.08,233.18,235.94,4942.578,1158803.03514,6759
1637690400000,2021-11-23 18:00:00,XMR/USDT,234.39,235.05,233.39,234.55,4846.078,1135615.65213,5917
1637686800000,2021-11-23 17:00:00,XMR/USDT,233.39,235.68,232.81,234.40,10794.671,2528895.30267,8986
1637683200000,2021-11-23 16:00:00,XMR/USDT,231.19,233.82,230.78,233.43,7189.328,1670264.04189,5845
1637679600000,2021-11-23 15:00:00,XMR/USDT,233.23,233.85,231.00,231.32,6627.826,1540091.43987,7357
1637676000000,2021-11-23 14:00:00,XMR/USDT,230.27,233.68,229.51,233.26,7729.947,1786480.99946,6349
1637672400000,2021-11-23 13:00:00,XMR/USDT,228.82,230.53,228.73,230.25,4930.290,1133218.37565,5016
1637668800000,2021-11-23 12:00:00,XMR/USDT,227.49,229.17,227.26,228.84,6296.168,1437603.16979,6413
1637665200000,2021-11-23 11:00:00,XMR/USDT,229.60,229.92,227.19,227.49,6034.387,1378514.68786,5749
1637661600000,2021-11-23 10:00:00,XMR/USDT,229.63,233.01,228.06,229.49,10673.943,2463900.63123,8543
1637658000000,2021-11-23 09:00:00,XMR/USDT,228.63,231.90,225.80,229.67,11197.662,2564551.38784,8893
1637654400000,2021-11-23 08:00:00,XMR/USDT,227.51,228.79,225.50,228.63,10280.654,2335748.78153,6967
1637650800000,2021-11-23 07:00:00,XMR/USDT,229.36,229.45,227.01,227.51,5296.944,1207487.21812,5062
1637647200000,2021-11-23 06:00:00,XMR/USDT,230.68,230.74,228.89,229.29,3723.276,855320.68509,3609
1637643600000,2021-11-23 05:00:00,XMR/USDT,232.06,232.51,230.22,230.70,4549.382,1051427.67066,5414
1637640000000,2021-11-23 04:00:00,XMR/USDT,232.03,232.76,231.38,232.07,3252.172,754758.19419,5352
1637636400000,2021-11-23 03:00:00,XMR/USDT,231.24,232.83,231.05,232.03,4460.242,1034835.12248,5860
1637632800000,2021-11-23 02:00:00,XMR/USDT,230.40,231.44,229.46,231.23,5527.772,1274013.80978,6127
1637629200000,2021-11-23 01:00:00,XMR/USDT,230.34,231.40,229.71,230.40,4012.004,924949.16371,5133
1637625600000,2021-11-23 00:00:00,XMR/USDT,231.78,232.04,227.97,230.35,10553.990,2429029.52746,9968
1637622000000,2021-11-22 23:00:00,XMR/USDT,234.03,234.29,231.70,231.79,4845.914,1128379.92591,5567
1637618400000,2021-11-22 22:00:00,XMR/USDT,232.48,234.20,231.79,234.03,3592.396,836551.31047,4521
1637614800000,2021-11-22 21:00:00,XMR/USDT,230.47,232.80,229.49,232.52,6632.078,1532734.31500,6349
1637611200000,2021-11-22 20:00:00,XMR/USDT,229.44,231.69,228.94,230.49,7058.560,1627279.88423,6852
1637607600000,2021-11-22 19:00:00,XMR/USDT,231.17,234.11,229.14,229.43,11825.365,2736066.03409,12005
1637604000000,2021-11-22 18:00:00,XMR/USDT,235.53,235.55,231.13,231.16,11794.179,2753556.67894,10262
1637600400000,2021-11-22 17:00:00,XMR/USDT,237.58,237.76,234.76,235.56,6216.809,1467096.10897,5758
1637596800000,2021-11-22 16:00:00,XMR/USDT,236.35,238.26,235.65,237.52,5057.064,1198530.99927,4928
1637593200000,2021-11-22 15:00:00,XMR/USDT,236.89,237.90,236.13,236.32,4819.906,1141269.56118,6319
1637589600000,2021-11-22 14:00:00,XMR/USDT,240.48,241.33,236.53,236.87,7289.859,1741819.73921,7369
1637586000000,2021-11-22 13:00:00,XMR/USDT,237.95,242.54,235.20,240.50,14276.054,3409913.20506,12175
1637582400000,2021-11-22 12:00:00,XMR/USDT,240.47,240.47,236.37,237.96,15727.541,3746351.46604,11320
1637578800000,2021-11-22 11:00:00,XMR/USDT,240.60,241.76,240.26,240.46,3229.091,778012.80169,4310
1637575200000,2021-11-22 10:00:00,XMR/USDT,239.73,241.32,238.97,240.60,4508.801,1082626.96365,5813
