https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ONT,Volume USDT,tradecount
1642291200000,2022-01-16 00:00:00,ONT/USDT,0.64620000,0.65880000,0.63610000,0.65020000,7410143.00000000,4800418.75390000,26210
1642204800000,2022-01-15 00:00:00,ONT/USDT,0.62220000,0.65670000,0.62010000,0.64640000,9398666.00000000,6033118.91770000,34076
1642118400000,2022-01-14 00:00:00,ONT/USDT,0.61140000,0.62900000,0.60080000,0.62190000,8262277.00000000,5087833.48330000,28434
1642032000000,2022-01-13 00:00:00,ONT/USDT,0.63790000,0.64740000,0.60900000,0.61160000,9624295.00000000,6059499.99410000,34485
1641945600000,2022-01-12 00:00:00,ONT/USDT,0.61160000,0.63960000,0.61110000,0.63790000,10024935.00000000,6288729.65300000,33585
1641859200000,2022-01-11 00:00:00,ONT/USDT,0.58780000,0.61670000,0.58480000,0.61180000,8509851.00000000,5100270.13350000,31163
1641772800000,2022-01-10 00:00:00,ONT/USDT,0.61110000,0.61950000,0.56560000,0.58810000,13282471.00000000,7852436.90090000,45805
1641686400000,2022-01-09 00:00:00,ONT/USDT,0.58950000,0.61750000,0.58590000,0.61120000,8710416.00000000,5237234.86920000,29234
1641600000000,2022-01-08 00:00:00,ONT/USDT,0.61500000,0.63440000,0.56900000,0.58960000,14613445.43000000,8833902.30649300,45967
1641513600000,2022-01-07 00:00:00,ONT/USDT,0.62760000,0.63720000,0.58690000,0.61480000,20312847.00000000,12455677.95770000,64255
1641427200000,2022-01-06 00:00:00,ONT/USDT,0.63020000,0.63350000,0.60820000,0.62810000,15389690.00000000,9573825.76450000,46123
1641340800000,2022-01-05 00:00:00,ONT/USDT,0.67310000,0.71940000,0.59220000,0.62960000,21710729.00000000,14630695.63892400,83263
1641254400000,2022-01-04 00:00:00,ONT/USDT,0.68590000,0.69430000,0.66830000,0.67310000,10194845.00000000,6933332.69460000,37287
1641168000000,2022-01-03 00:00:00,ONT/USDT,0.70290000,0.71460000,0.67030000,0.68550000,11486707.00000000,7972988.03430000,44452
1641081600000,2022-01-02 00:00:00,ONT/USDT,0.67560000,0.70860000,0.66970000,0.70290000,10268336.00000000,7081244.20760000,39007
1640995200000,2022-01-01 00:00:00,ONT/USDT,0.65680000,0.67600000,0.65630000,0.67540000,8153778.00000000,5438235.97500000,26390
1640908800000,2021-12-31 00:00:00,ONT/USDT,0.66870000,0.68940000,0.64080000,0.65680000,12379979.00000000,8264125.83650000,41484
