https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume USDT,tradecount
1635033600000,2021-10-24 00:00:00,ETC/USDT,55.919,56.105,53.590,55.005,3388256.37,185474717.59704,457636
1634947200000,2021-10-23 00:00:00,ETC/USDT,54.567,56.147,53.890,55.918,3449800.63,190082516.04070,431180
1634860800000,2021-10-22 00:00:00,ETC/USDT,55.439,57.076,53.603,54.569,6072673.57,337462415.86392,634302
1634774400000,2021-10-21 00:00:00,ETC/USDT,55.637,60.080,55.316,55.438,11266748.93,643968888.43431,963572
1634688000000,2021-10-20 00:00:00,ETC/USDT,52.917,55.851,52.273,55.632,4401027.00,238738085.79845,436928
1634601600000,2021-10-19 00:00:00,ETC/USDT,52.488,53.554,51.819,52.913,2755334.26,145387039.42286,291595
1634515200000,2021-10-18 00:00:00,ETC/USDT,53.153,53.826,51.811,52.489,3655221.07,193133379.55081,386437
1634428800000,2021-10-17 00:00:00,ETC/USDT,54.194,54.779,50.214,53.149,3888933.18,206774554.73392,384230
1634342400000,2021-10-16 00:00:00,ETC/USDT,54.385,55.470,53.555,54.193,4309528.70,235024373.01331,421268
1634256000000,2021-10-15 00:00:00,ETC/USDT,54.547,57.061,52.501,54.386,7824126.82,426952400.21525,643969
1634169600000,2021-10-14 00:00:00,ETC/USDT,53.445,55.057,53.010,54.562,4108971.79,222593318.25252,376360
1634083200000,2021-10-13 00:00:00,ETC/USDT,52.735,53.615,51.350,53.442,3350543.10,175456982.03940,352229
1633996800000,2021-10-12 00:00:00,ETC/USDT,53.927,53.928,50.755,52.738,4153674.47,217045157.57980,447926
1633910400000,2021-10-11 00:00:00,ETC/USDT,52.840,55.388,52.015,53.930,4138922.06,223852638.73295,408383
1633824000000,2021-10-10 00:00:00,ETC/USDT,55.683,56.418,52.554,52.841,4746332.48,260074239.79862,429860
1633737600000,2021-10-09 00:00:00,ETC/USDT,53.741,57.500,53.234,55.685,5717932.29,319325421.92136,481104
1633651200000,2021-10-08 00:00:00,ETC/USDT,54.400,55.174,53.123,53.737,4481412.77,242852654.10615,388151
1633564800000,2021-10-07 00:00:00,ETC/USDT,54.861,55.850,53.156,54.395,6044455.38,329389866.38916,508744
1633478400000,2021-10-06 00:00:00,ETC/USDT,54.403,56.098,50.985,54.855,7411068.46,401256321.91444,622177
1633392000000,2021-10-05 00:00:00,ETC/USDT,52.584,54.884,52.261,54.393,4604349.99,247245858.33869,468388
1633305600000,2021-10-04 00:00:00,ETC/USDT,53.686,53.809,50.327,52.590,4736206.12,246654792.90556,483682
1633219200000,2021-10-03 00:00:00,ETC/USDT,53.140,55.025,51.740,53.686,5441119.57,292316294.13188,533990
1633132800000,2021-10-02 00:00:00,ETC/USDT,51.884,55.200,51.091,53.133,6270372.36,336796034.45975,558470
