https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume USDT,tradecount
1635465600000,2021-10-29 00:00:00,DASH/USDT,183.67,189.42,181.81,187.92,249242.099,46342744.20893,192085
1635379200000,2021-10-28 00:00:00,DASH/USDT,175.23,186.63,173.17,183.63,363175.331,65781185.68014,241093
1635292800000,2021-10-27 00:00:00,DASH/USDT,198.72,202.36,166.17,175.23,469195.237,86102563.40487,297842
1635206400000,2021-10-26 00:00:00,DASH/USDT,209.03,209.10,195.01,198.74,255049.608,51753590.54061,182897
1635120000000,2021-10-25 00:00:00,DASH/USDT,202.80,210.20,201.56,209.03,289665.986,59860184.26121,198775
1635033600000,2021-10-24 00:00:00,DASH/USDT,198.09,214.50,197.05,202.80,613360.177,127842086.30170,386862
1634947200000,2021-10-23 00:00:00,DASH/USDT,195.66,199.01,191.44,198.09,167128.347,32780544.74339,127169
1634860800000,2021-10-22 00:00:00,DASH/USDT,196.86,203.56,192.75,195.66,221857.946,44075723.21014,183773
1634774400000,2021-10-21 00:00:00,DASH/USDT,201.92,208.44,192.40,196.81,335419.831,67522115.13292,253078
1634688000000,2021-10-20 00:00:00,DASH/USDT,194.23,206.20,189.53,201.92,262616.829,52076587.43736,198569
1634601600000,2021-10-19 00:00:00,DASH/USDT,186.81,195.49,186.17,194.22,236588.936,45249970.59184,173307
1634515200000,2021-10-18 00:00:00,DASH/USDT,186.45,190.76,180.52,186.84,198690.820,36949662.92780,170575
1634428800000,2021-10-17 00:00:00,DASH/USDT,190.57,193.18,179.00,186.43,194885.341,36630054.31267,165663
1634342400000,2021-10-16 00:00:00,DASH/USDT,194.33,198.70,189.53,190.62,229425.737,44566566.79757,178460
1634256000000,2021-10-15 00:00:00,DASH/USDT,187.08,195.18,181.90,194.33,261157.340,49239433.26762,199943
1634169600000,2021-10-14 00:00:00,DASH/USDT,183.32,189.97,182.30,187.07,231094.044,42996095.26670,169063
1634083200000,2021-10-13 00:00:00,DASH/USDT,180.68,183.90,173.15,183.30,317979.719,56811876.29501,199352
1633996800000,2021-10-12 00:00:00,DASH/USDT,182.91,182.96,170.21,180.73,291431.757,51382598.04293,190237
1633910400000,2021-10-11 00:00:00,DASH/USDT,182.30,191.30,178.17,182.96,232346.778,43039706.42738,140711
1633824000000,2021-10-10 00:00:00,DASH/USDT,193.97,195.90,181.33,182.28,218276.503,41518081.90823,165829
1633737600000,2021-10-09 00:00:00,DASH/USDT,189.84,194.71,186.64,193.98,209438.716,40181833.41214,161064
1633651200000,2021-10-08 00:00:00,DASH/USDT,189.42,199.00,185.94,189.81,281718.544,54093571.29445,216782
1633564800000,2021-10-07 00:00:00,DASH/USDT,185.35,198.52,179.98,189.43,437210.475,82994686.66036,278985
1633478400000,2021-10-06 00:00:00,DASH/USDT,182.84,190.73,170.66,185.29,414424.140,75284281.81185,236511
1633392000000,2021-10-05 00:00:00,DASH/USDT,174.31,184.99,171.81,182.83,258175.499,45715457.59395,156350
1633305600000,2021-10-04 00:00:00,DASH/USDT,178.30,180.35,167.85,174.35,268027.817,46511767.87587,181266
1633219200000,2021-10-03 00:00:00,DASH/USDT,177.66,182.21,173.50,178.24,219746.383,38951309.12955,150421
1633132800000,2021-10-02 00:00:00,DASH/USDT,176.74,182.88,171.62,177.60,189044.293,33486468.97991,142859
1633046400000,2021-10-01 00:00:00,DASH/USDT,166.17,177.02,163.24,176.75,314815.685,53911528.42908,182646
1632960000000,2021-09-30 00:00:00,DASH/USDT,152.54,170.00,151.79,166.19,320732.797,51581315.91207,182226
1632873600000,2021-09-29 00:00:00,DASH/USDT,147.13,160.93,146.36,152.49,390412.460,60250556.97414,224021
1632787200000,2021-09-28 00:00:00,DASH/USDT,153.51,158.53,146.21,147.16,325064.041,49734161.20894,201397
