https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount
1647918000000,2022-03-22 03:00:00,LINK/USDT,15.421,15.592,15.421,15.531,937103.68,14542859.74647,26594
1647914400000,2022-03-22 02:00:00,LINK/USDT,15.081,15.470,15.056,15.419,1366029.44,20894701.18871,39300
1647910800000,2022-03-22 01:00:00,LINK/USDT,15.128,15.179,15.041,15.082,406906.31,6147379.16482,12193
1647907200000,2022-03-22 00:00:00,LINK/USDT,14.987,15.148,14.978,15.127,811750.84,12210659.20794,19825
1647903600000,2022-03-21 23:00:00,LINK/USDT,14.922,15.044,14.916,14.986,482205.94,7227401.56050,14256
1647900000000,2022-03-21 22:00:00,LINK/USDT,14.957,15.009,14.901,14.922,350496.94,5240160.95926,11996
1647896400000,2022-03-21 21:00:00,LINK/USDT,14.856,14.980,14.810,14.957,282093.32,4202320.78844,10854
1647892800000,2022-03-21 20:00:00,LINK/USDT,14.861,14.909,14.815,14.856,288342.92,4284210.82444,10486
1647889200000,2022-03-21 19:00:00,LINK/USDT,14.794,14.867,14.772,14.862,409500.08,6067253.50325,12201
1647885600000,2022-03-21 18:00:00,LINK/USDT,14.782,14.829,14.708,14.794,447659.93,6616645.91144,13840
1647882000000,2022-03-21 17:00:00,LINK/USDT,14.800,14.832,14.708,14.781,643325.96,9507858.20597,21341
1647878400000,2022-03-21 16:00:00,LINK/USDT,15.058,15.069,14.785,14.801,832593.98,12426250.11630,24221
1647874800000,2022-03-21 15:00:00,LINK/USDT,15.081,15.127,14.988,15.058,709112.24,10679578.98948,18479
1647871200000,2022-03-21 14:00:00,LINK/USDT,15.087,15.145,14.950,15.082,749761.01,11263439.07479,24382
1647867600000,2022-03-21 13:00:00,LINK/USDT,15.044,15.273,15.042,15.085,795515.93,12061012.59843,28295
1647864000000,2022-03-21 12:00:00,LINK/USDT,15.074,15.149,14.915,15.046,958191.60,14404080.83458,24049
1647860400000,2022-03-21 11:00:00,LINK/USDT,15.119,15.187,15.053,15.072,517413.94,7824449.72775,16126
1647856800000,2022-03-21 10:00:00,LINK/USDT,15.097,15.187,15.058,15.119,715601.37,10826822.57381,19882
1647853200000,2022-03-21 09:00:00,LINK/USDT,14.942,15.127,14.883,15.097,896191.63,13462963.36114,25190
1647849600000,2022-03-21 08:00:00,LINK/USDT,14.953,15.013,14.934,14.941,546552.32,8183478.36069,18230
1647846000000,2022-03-21 07:00:00,LINK/USDT,14.735,14.973,14.725,14.953,663067.64,9852403.48707,20975
1647842400000,2022-03-21 06:00:00,LINK/USDT,14.631,14.804,14.622,14.736,584474.38,8596394.78369,18278
1647838800000,2022-03-21 05:00:00,LINK/USDT,14.481,14.641,14.466,14.631,278465.91,4049751.54170,9740
1647835200000,2022-03-21 04:00:00,LINK/USDT,14.471,14.505,14.432,14.482,394202.27,5702322.03699,9972
1647831600000,2022-03-21 03:00:00,LINK/USDT,14.404,14.518,14.386,14.469,311430.77,4501561.28589,11323
1647828000000,2022-03-21 02:00:00,LINK/USDT,14.496,14.546,14.280,14.404,824726.58,11855898.90364,24591
1647824400000,2022-03-21 01:00:00,LINK/USDT,14.589,14.630,14.471,14.495,293005.49,4261436.81861,11445
1647820800000,2022-03-21 00:00:00,LINK/USDT,14.545,14.640,14.454,14.587,447260.95,6500768.69223,14381
1647817200000,2022-03-20 23:00:00,LINK/USDT,14.642,14.659,14.512,14.546,413780.20,6039855.16455,11027
1647813600000,2022-03-20 22:00:00,LINK/USDT,14.621,14.642,14.511,14.642,362910.95,5287224.06077,15199
1647810000000,2022-03-20 21:00:00,LINK/USDT,14.556,14.679,14.516,14.621,270907.02,3956042.12584,13480
1647806400000,2022-03-20 20:00:00,LINK/USDT,14.635,14.749,14.535,14.562,394381.74,5779056.31502,15647
1647802800000,2022-03-20 19:00:00,LINK/USDT,14.537,14.644,14.505,14.634,279674.36,4079480.51341,10096
1647799200000,2022-03-20 18:00:00,LINK/USDT,14.500,14.585,14.452,14.538,402295.02,5845941.75832,13186
1647795600000,2022-03-20 17:00:00,LINK/USDT,14.650,14.696,14.423,14.497,776496.72,11285094.44846,22990
1647792000000,2022-03-20 16:00:00,LINK/USDT,14.664,14.776,14.604,14.652,587479.31,8635567.86327,16459
1647788400000,2022-03-20 15:00:00,LINK/USDT,14.662,14.729,14.586,14.663,457315.46,6703464.16392,15125
1647784800000,2022-03-20 14:00:00,LINK/USDT,14.653,14.720,14.598,14.664,432480.51,6341127.56762,13765
1647781200000,2022-03-20 13:00:00,LINK/USDT,14.678,14.715,14.612,14.653,395342.00,5796300.57980,12926
1647777600000,2022-03-20 12:00:00,LINK/USDT,14.729,14.755,14.557,14.677,1048604.93,15371018.24285,25821
1647774000000,2022-03-20 11:00:00,LINK/USDT,14.816,14.844,14.723,14.729,343407.69,5077189.09868,12209
1647770400000,2022-03-20 10:00:00,LINK/USDT,14.839,14.862,14.725,14.815,380608.30,5630866.95311,13327
1647766800000,2022-03-20 09:00:00,LINK/USDT,14.926,14.966,14.708,14.837,747681.94,11090590.28396,22401
1647763200000,2022-03-20 08:00:00,LINK/USDT,14.994,14.996,14.911,14.926,248050.52,3711765.09508,8689
1647759600000,2022-03-20 07:00:00,LINK/USDT,14.989,15.065,14.947,14.997,349774.56,5247815.35062,9888
1647756000000,2022-03-20 06:00:00,LINK/USDT,15.027,15.089,14.989,14.989,361265.67,5435584.02763,11130
1647752400000,2022-03-20 05:00:00,LINK/USDT,14.898,15.030,14.874,15.026,240336.20,3596368.65805,9749
1647748800000,2022-03-20 04:00:00,LINK/USDT,14.931,14.946,14.880,14.899,188588.35,2812878.39773,9250
1647745200000,2022-03-20 03:00:00,LINK/USDT,14.930,14.983,14.901,14.929,266779.69,3987652.22895,11602
1647741600000,2022-03-20 02:00:00,LINK/USDT,15.012,15.019,14.861,14.930,390431.64,5831056.58086,12944
1647738000000,2022-03-20 01:00:00,LINK/USDT,14.968,15.038,14.852,15.014,548299.96,8191931.01445,16872
1647734400000,2022-03-20 00:00:00,LINK/USDT,14.995,15.135,14.856,14.969,646819.73,9704780.93088,20613
1647730800000,2022-03-19 23:00:00,LINK/USDT,14.935,15.009,14.870,14.994,517891.52,7734764.64106,14180
1647727200000,2022-03-19 22:00:00,LINK/USDT,15.155,15.182,14.834,14.935,1395979.01,20904347.25292,31331
1647723600000,2022-03-19 21:00:00,LINK/USDT,15.107,15.235,15.106,15.155,359131.72,5453013.46245,11560
1647720000000,2022-03-19 20:00:00,LINK/USDT,15.106,15.184,15.019,15.107,573016.22,8644493.03151,17791
1647716400000,2022-03-19 19:00:00,LINK/USDT,15.226,15.234,15.082,15.106,363902.51,5508668.88497,12303
1647712800000,2022-03-19 18:00:00,LINK/USDT,15.219,15.242,15.118,15.226,388788.24,5901390.66451,13425
1647709200000,2022-03-19 17:00:00,LINK/USDT,15.315,15.323,15.150,15.216,767447.24,11684254.45748,20427
1647705600000,2022-03-19 16:00:00,LINK/USDT,15.336,15.401,15.250,15.312,648650.25,9940017.33689,22840
1647702000000,2022-03-19 15:00:00,LINK/USDT,15.236,15.366,15.130,15.335,1009634.32,15415071.23646,33138
1647698400000,2022-03-19 14:00:00,LINK/USDT,15.071,15.289,15.009,15.237,691510.87,10490154.09273,25635
1647694800000,2022-03-19 13:00:00,LINK/USDT,15.224,15.253,15.007,15.071,701363.17,10618329.16187,28056
1647691200000,2022-03-19 12:00:00,LINK/USDT,15.036,15.235,14.990,15.224,604683.20,9141968.83154,25376
1647687600000,2022-03-19 11:00:00,LINK/USDT,14.961,15.093,14.903,15.036,475035.28,7131191.41218,20750
1647684000000,2022-03-19 10:00:00,LINK/USDT,15.035,15.068,14.920,14.961,314204.68,4710998.61291,14498
1647680400000,2022-03-19 09:00:00,LINK/USDT,14.958,15.046,14.917,15.035,328892.07,4933562.45457,13988
1647676800000,2022-03-19 08:00:00,LINK/USDT,14.985,15.010,14.936,14.960,301597.39,4516118.80818,11750
1647673200000,2022-03-19 07:00:00,LINK/USDT,14.935,15.028,14.908,14.984,382880.99,5729112.63801,14561
1647669600000,2022-03-19 06:00:00,LINK/USDT,14.891,14.985,14.860,14.934,275120.48,4105936.24540,11015
1647666000000,2022-03-19 05:00:00,LINK/USDT,14.911,14.914,14.857,14.890,271264.75,4036901.97317,10926
1647662400000,2022-03-19 04:00:00,LINK/USDT,14.922,14.949,14.857,14.911,445689.08,6645588.84503,12678
1647658800000,2022-03-19 03:00:00,LINK/USDT,15.036,15.036,14.820,14.923,537490.49,8010746.61325,16934
1647655200000,2022-03-19 02:00:00,LINK/USDT,14.974,15.046,14.903,15.035,375314.35,5618313.86187,16825
1647651600000,2022-03-19 01:00:00,LINK/USDT,15.125,15.125,14.959,14.977,438982.54,6596719.12769,18006
1647648000000,2022-03-19 00:00:00,LINK/USDT,15.005,15.203,15.003,15.126,566952.56,8563000.48622,20906
1647644400000,2022-03-18 23:00:00,LINK/USDT,14.888,15.076,14.888,15.005,377666.69,5661235.73252,16198
1647640800000,2022-03-18 22:00:00,LINK/USDT,14.960,15.009,14.881,14.887,359542.44,5368570.86490,14320
1647637200000,2022-03-18 21:00:00,LINK/USDT,14.968,15.018,14.902,14.959,375907.14,5623132.32659,13449
1647633600000,2022-03-18 20:00:00,LINK/USDT,15.061,15.147,14.962,14.968,603847.99,9083745.17857,18489
1647630000000,2022-03-18 19:00:00,LINK/USDT,15.013,15.070,14.920,15.060,749031.18,11227555.42452,21218
1647626400000,2022-03-18 18:00:00,LINK/USDT,15.098,15.138,14.995,15.013,586591.67,8837156.41716,19062
1647622800000,2022-03-18 17:00:00,LINK/USDT,15.166,15.273,15.064,15.099,1068945.71,16202641.28857,30960
1647619200000,2022-03-18 16:00:00,LINK/USDT,15.068,15.192,14.975,15.166,1177811.10,17764687.14191,39744
1647615600000,2022-03-18 15:00:00,LINK/USDT,14.925,15.088,14.885,15.068,1183173.94,17726565.56748,37645
1647612000000,2022-03-18 14:00:00,LINK/USDT,14.769,15.030,14.769,14.925,1660926.32,24738033.58627,44692
1647608400000,2022-03-18 13:00:00,LINK/USDT,14.653,14.779,14.560,14.769,703227.51,10325244.62704,21176
1647604800000,2022-03-18 12:00:00,LINK/USDT,14.664,14.826,14.608,14.653,1123244.22,16521052.56597,30216
1647601200000,2022-03-18 11:00:00,LINK/USDT,14.509,14.699,14.491,14.666,836539.54,12200833.85461,22906
1647597600000,2022-03-18 10:00:00,LINK/USDT,14.553,14.698,14.478,14.510,728723.76,10633839.17247,20501
1647594000000,2022-03-18 09:00:00,LINK/USDT,14.574,14.634,14.528,14.555,506100.79,7379464.33582,17328
1647590400000,2022-03-18 08:00:00,LINK/USDT,14.413,14.699,14.357,14.574,930272.03,13550240.73208,28640
1647586800000,2022-03-18 07:00:00,LINK/USDT,14.462,14.497,14.389,14.414,337143.17,4869723.85375,13142
1647583200000,2022-03-18 06:00:00,LINK/USDT,14.389,14.544,14.389,14.463,636055.88,9209719.55347,18826
1647579600000,2022-03-18 05:00:00,LINK/USDT,14.226,14.408,14.226,14.388,460086.97,6592133.65413,15630
1647576000000,2022-03-18 04:00:00,LINK/USDT,14.177,14.248,14.143,14.226,253384.99,3601001.86050,10457
1647572400000,2022-03-18 03:00:00,LINK/USDT,14.195,14.218,14.115,14.178,349393.01,4950342.41860,12423
1647568800000,2022-03-18 02:00:00,LINK/USDT,14.260,14.271,14.152,14.195,323007.20,4589104.50423,12252
1647565200000,2022-03-18 01:00:00,LINK/USDT,14.184,14.297,14.137,14.262,697736.07,9930063.10085,18089
1647561600000,2022-03-18 00:00:00,LINK/USDT,14.404,14.492,14.133,14.183,1213403.24,17374759.47296,31528
1647558000000,2022-03-17 23:00:00,LINK/USDT,14.528,14.547,14.360,14.404,504446.68,7282975.06660,14630
1647554400000,2022-03-17 22:00:00,LINK/USDT,14.569,14.588,14.471,14.530,262580.02,3812492.51151,11211
1647550800000,2022-03-17 21:00:00,LINK/USDT,14.464,14.570,14.436,14.569,312756.61,4536688.46830,11932
1647547200000,2022-03-17 20:00:00,LINK/USDT,14.548,14.555,14.412,14.464,493045.95,7130349.89166,14302
1647543600000,2022-03-17 19:00:00,LINK/USDT,14.456,14.547,14.445,14.547,335296.95,4860490.10793,13105
1647540000000,2022-03-17 18:00:00,LINK/USDT,14.508,14.539,14.430,14.457,319234.47,4626097.23739,11562
1647536400000,2022-03-17 17:00:00,LINK/USDT,14.523,14.550,14.423,14.512,548542.18,7949657.13104,17685
1647532800000,2022-03-17 16:00:00,LINK/USDT,14.541,14.616,14.507,14.523,435607.58,6343088.48440,13514
1647529200000,2022-03-17 15:00:00,LINK/USDT,14.544,14.625,14.500,14.540,429780.43,6263144.32049,14967
1647525600000,2022-03-17 14:00:00,LINK/USDT,14.699,14.803,14.501,14.545,844736.59,12376801.44904,23335
1647522000000,2022-03-17 13:00:00,LINK/USDT,14.706,14.759,14.594,14.698,673849.55,9891860.89757,21340
1647518400000,2022-03-17 12:00:00,LINK/USDT,14.818,14.926,14.659,14.706,1210519.25,17885884.28989,34983
1647514800000,2022-03-17 11:00:00,LINK/USDT,14.688,14.872,14.684,14.819,984830.69,14567365.54377,30472
1647511200000,2022-03-17 10:00:00,LINK/USDT,14.710,14.717,14.543,14.689,867515.37,12672385.85483,25858
1647507600000,2022-03-17 09:00:00,LINK/USDT,14.553,14.743,14.456,14.710,990888.06,14458990.89795,28990
1647504000000,2022-03-17 08:00:00,LINK/USDT,14.350,14.604,14.340,14.553,728311.66,10540228.28973,24819
1647500400000,2022-03-17 07:00:00,LINK/USDT,14.309,14.374,14.215,14.351,725484.75,10375926.53259,21731
1647496800000,2022-03-17 06:00:00,LINK/USDT,14.497,14.516,14.253,14.310,1089433.48,15654624.92140,26032
1647493200000,2022-03-17 05:00:00,LINK/USDT,14.638,14.643,14.483,14.497,478347.12,6952844.60565,13494
1647489600000,2022-03-17 04:00:00,LINK/USDT,14.646,14.665,14.454,14.642,1189765.00,17300394.78435,28569
1647486000000,2022-03-17 03:00:00,LINK/USDT,14.758,14.759,14.637,14.648,316979.91,4659289.46969,11899
1647482400000,2022-03-17 02:00:00,LINK/USDT,14.711,14.781,14.670,14.759,558221.93,8222996.03982,16511
1647478800000,2022-03-17 01:00:00,LINK/USDT,14.732,14.768,14.554,14.711,520490.01,7627841.99827,17091
1647475200000,2022-03-17 00:00:00,LINK/USDT,14.662,14.784,14.577,14.732,718740.28,10549178.12516,20518
1647471600000,2022-03-16 23:00:00,LINK/USDT,14.493,14.780,14.464,14.661,605146.20,8848483.18983,19906
1647468000000,2022-03-16 22:00:00,LINK/USDT,14.570,14.576,14.456,14.493,407066.59,5907150.27232,13357
1647464400000,2022-03-16 21:00:00,LINK/USDT,14.627,14.675,14.417,14.569,650023.02,9458434.62062,20974
1647460800000,2022-03-16 20:00:00,LINK/USDT,14.452,14.698,14.381,14.628,1187179.83,17285651.59713,34592
1647457200000,2022-03-16 19:00:00,LINK/USDT,14.049,14.463,14.018,14.452,1772286.34,25364070.71841,44994
1647453600000,2022-03-16 18:00:00,LINK/USDT,14.109,14.161,13.719,14.051,2840585.24,39621288.14563,62396
1647450000000,2022-03-16 17:00:00,LINK/USDT,14.158,14.214,14.031,14.108,617583.91,8714295.41942,18673
1647446400000,2022-03-16 16:00:00,LINK/USDT,14.139,14.275,14.003,14.158,967215.73,13667723.17031,25572
1647442800000,2022-03-16 15:00:00,LINK/USDT,14.159,14.226,14.093,14.140,622647.37,8812339.07907,17379
1647439200000,2022-03-16 14:00:00,LINK/USDT,14.007,14.188,13.928,14.159,1058949.83,14931123.36313,26475
1647435600000,2022-03-16 13:00:00,LINK/USDT,14.007,14.044,13.898,14.006,599377.11,8375998.62472,16639
1647432000000,2022-03-16 12:00:00,LINK/USDT,14.060,14.103,14.001,14.009,467292.72,6562136.96973,13193
1647428400000,2022-03-16 11:00:00,LINK/USDT,14.059,14.162,14.026,14.059,507552.52,7152395.78803,15394
1647424800000,2022-03-16 10:00:00,LINK/USDT,14.115,14.176,14.031,14.059,575584.58,8115236.07627,16135
1647421200000,2022-03-16 09:00:00,LINK/USDT,14.093,14.224,14.025,14.117,849092.44,11994832.39394,22263
1647417600000,2022-03-16 08:00:00,LINK/USDT,13.980,14.182,13.944,14.090,1060049.62,14900497.91729,28934
1647414000000,2022-03-16 07:00:00,LINK/USDT,13.910,13.981,13.813,13.981,483330.76,6713218.34937,15102
1647410400000,2022-03-16 06:00:00,LINK/USDT,13.782,13.953,13.749,13.909,640866.03,8876242.62537,16752
1647406800000,2022-03-16 05:00:00,LINK/USDT,13.783,13.827,13.686,13.784,579903.88,7981474.42289,13255
1647403200000,2022-03-16 04:00:00,LINK/USDT,13.799,13.840,13.723,13.782,566533.05,7804611.53437,15546
1647399600000,2022-03-16 03:00:00,LINK/USDT,14.067,14.093,13.682,13.799,2046631.06,28335964.49879,43173
1647396000000,2022-03-16 02:00:00,LINK/USDT,13.825,14.260,13.815,14.066,2259618.21,31792311.19747,58185
1647392400000,2022-03-16 01:00:00,LINK/USDT,13.689,13.904,13.679,13.825,656815.94,9064594.95771,21410
1647388800000,2022-03-16 00:00:00,LINK/USDT,13.693,13.830,13.654,13.689,911500.35,12512151.87726,23597
1647385200000,2022-03-15 23:00:00,LINK/USDT,13.678,13.798,13.618,13.694,734323.23,10060525.96690,24530
1647381600000,2022-03-15 22:00:00,LINK/USDT,13.625,13.691,13.589,13.679,561423.07,7656055.80697,20156
1647378000000,2022-03-15 21:00:00,LINK/USDT,13.481,13.630,13.412,13.625,624494.11,8433863.79534,19505
1647374400000,2022-03-15 20:00:00,LINK/USDT,13.561,13.644,13.459,13.481,655712.28,8880133.11376,18896
1647370800000,2022-03-15 19:00:00,LINK/USDT,13.424,13.689,13.412,13.563,1454964.98,19750892.53291,37068
1647367200000,2022-03-15 18:00:00,LINK/USDT,13.379,13.464,13.284,13.425,512609.58,6845832.72366,16292
1647363600000,2022-03-15 17:00:00,LINK/USDT,13.389,13.409,13.298,13.378,510663.49,6815404.05421,15325
1647360000000,2022-03-15 16:00:00,LINK/USDT,13.257,13.422,13.209,13.386,979886.00,13064510.33785,25235
1647356400000,2022-03-15 15:00:00,LINK/USDT,13.133,13.336,13.116,13.256,718868.06,9522609.29096,23454
1647352800000,2022-03-15 14:00:00,LINK/USDT,13.059,13.230,13.028,13.133,768878.96,10109262.22050,23387
1647349200000,2022-03-15 13:00:00,LINK/USDT,13.133,13.187,12.941,13.057,721334.50,9422289.70228,24274
1647345600000,2022-03-15 12:00:00,LINK/USDT,13.046,13.155,13.026,13.134,534565.52,7002238.45972,21303
1647342000000,2022-03-15 11:00:00,LINK/USDT,13.005,13.080,13.000,13.046,487999.26,6366857.90971,18562
1647338400000,2022-03-15 10:00:00,LINK/USDT,12.974,13.025,12.959,13.004,290640.03,3775351.67190,12328
1647334800000,2022-03-15 09:00:00,LINK/USDT,12.935,13.026,12.880,12.970,470948.66,6106979.92189,13052
1647331200000,2022-03-15 08:00:00,LINK/USDT,12.977,12.990,12.915,12.935,458429.77,5938311.35370,13862
1647327600000,2022-03-15 07:00:00,LINK/USDT,13.103,13.107,12.865,12.978,1149898.08,14926142.03490,31548
1647324000000,2022-03-15 06:00:00,LINK/USDT,13.129,13.242,13.081,13.104,649205.46,8536477.16536,16274
1647320400000,2022-03-15 05:00:00,LINK/USDT,13.189,13.193,13.125,13.130,452314.23,5950095.29214,13296
1647316800000,2022-03-15 04:00:00,LINK/USDT,13.221,13.276,13.183,13.189,488914.08,6465874.40128,13905
1647313200000,2022-03-15 03:00:00,LINK/USDT,13.404,13.427,13.195,13.224,663734.90,8817550.07853,20301
1647309600000,2022-03-15 02:00:00,LINK/USDT,13.323,13.484,13.307,13.405,575432.48,7707239.90157,17878
1647306000000,2022-03-15 01:00:00,LINK/USDT,13.528,13.557,13.312,13.322,1255006.94,16803836.04457,28386
1647302400000,2022-03-15 00:00:00,LINK/USDT,13.398,13.594,13.341,13.528,1204353.72,16227709.23334,32029
1647298800000,2022-03-14 23:00:00,LINK/USDT,13.215,13.439,13.215,13.398,1142340.31,15251924.56007,29259
1647295200000,2022-03-14 22:00:00,LINK/USDT,12.961,13.327,12.952,13.213,1005440.60,13235289.70494,31227
1647291600000,2022-03-14 21:00:00,LINK/USDT,12.912,13.003,12.869,12.961,333784.58,4322374.11325,9765
1647288000000,2022-03-14 20:00:00,LINK/USDT,12.901,13.009,12.881,12.912,661153.27,8553429.35055,15883
1647284400000,2022-03-14 19:00:00,LINK/USDT,12.807,12.906,12.795,12.900,677913.53,8708903.78653,15666
1647280800000,2022-03-14 18:00:00,LINK/USDT,12.915,12.921,12.732,12.807,977338.56,12529528.29315,23674
1647277200000,2022-03-14 17:00:00,LINK/USDT,13.093,13.099,12.888,12.915,1053336.88,13665112.33102,24747
1647273600000,2022-03-14 16:00:00,LINK/USDT,13.118,13.209,13.071,13.093,450838.90,5921727.49732,15550
1647270000000,2022-03-14 15:00:00,LINK/USDT,13.223,13.231,13.075,13.121,453120.56,5958519.80168,14542
1647266400000,2022-03-14 14:00:00,LINK/USDT,13.166,13.276,13.106,13.223,700428.86,9242971.70315,19101
1647262800000,2022-03-14 13:00:00,LINK/USDT,13.128,13.211,13.050,13.166,665968.17,8744088.92659,19256
1647259200000,2022-03-14 12:00:00,LINK/USDT,13.166,13.196,13.073,13.130,507488.13,6667437.98994,14927
1647255600000,2022-03-14 11:00:00,LINK/USDT,13.274,13.292,13.138,13.167,544628.53,7187980.17558,13404
1647252000000,2022-03-14 10:00:00,LINK/USDT,13.251,13.278,13.208,13.273,422433.29,5591799.22629,11214
1647248400000,2022-03-14 09:00:00,LINK/USDT,13.282,13.322,13.192,13.251,660866.74,8753201.70766,16687
1647244800000,2022-03-14 08:00:00,LINK/USDT,13.234,13.350,13.230,13.281,709748.57,9438844.83860,18700
1647241200000,2022-03-14 07:00:00,LINK/USDT,13.183,13.310,13.170,13.233,749090.08,9917749.42061,21090
1647237600000,2022-03-14 06:00:00,LINK/USDT,13.130,13.264,13.129,13.183,654504.87,8633415.24707,18230
1647234000000,2022-03-14 05:00:00,LINK/USDT,13.084,13.236,13.082,13.129,956801.77,12591831.59144,23638
1647230400000,2022-03-14 04:00:00,LINK/USDT,12.694,13.167,12.693,13.085,1639952.16,21324803.98557,41686
1647226800000,2022-03-14 03:00:00,LINK/USDT,12.659,12.711,12.608,12.694,295459.32,3740181.21968,9661
1647223200000,2022-03-14 02:00:00,LINK/USDT,12.673,12.727,12.619,12.661,452253.72,5731468.01590,11582
1647219600000,2022-03-14 01:00:00,LINK/USDT,12.696,12.818,12.623,12.672,704078.90,8953459.48314,18290
1647216000000,2022-03-14 00:00:00,LINK/USDT,12.695,12.755,12.587,12.692,660712.93,8368780.10300,20011
1647212400000,2022-03-13 23:00:00,LINK/USDT,12.679,12.757,12.582,12.696,804011.50,10201095.25170,24335
1647208800000,2022-03-13 22:00:00,LINK/USDT,13.077,13.093,12.565,12.681,1441130.97,18489999.73131,42548
1647205200000,2022-03-13 21:00:00,LINK/USDT,13.047,13.078,13.015,13.078,304794.37,3975675.14723,9877
1647201600000,2022-03-13 20:00:00,LINK/USDT,13.177,13.177,12.996,13.047,719744.28,9404704.76251,18962
1647198000000,2022-03-13 19:00:00,LINK/USDT,13.259,13.297,13.167,13.178,354878.77,4701309.34791,10463
1647194400000,2022-03-13 18:00:00,LINK/USDT,13.217,13.297,13.207,13.258,301710.82,3999547.20321,9194
1647190800000,2022-03-13 17:00:00,LINK/USDT,13.215,13.280,13.171,13.216,669268.71,8849153.01018,16369
1647187200000,2022-03-13 16:00:00,LINK/USDT,13.171,13.218,13.108,13.215,332352.06,4374394.27685,10545
1647183600000,2022-03-13 15:00:00,LINK/USDT,13.119,13.201,13.115,13.172,492793.82,6488489.58322,13344
1647180000000,2022-03-13 14:00:00,LINK/USDT,13.086,13.161,13.058,13.120,358119.90,4694503.05053,11428
1647176400000,2022-03-13 13:00:00,LINK/USDT,13.047,13.155,12.983,13.084,734148.42,9595737.07773,18602
1647172800000,2022-03-13 12:00:00,LINK/USDT,13.142,13.165,12.974,13.047,972468.77,12693314.97522,23569
1647169200000,2022-03-13 11:00:00,LINK/USDT,13.222,13.237,13.097,13.143,626952.23,8245682.53152,15836
1647165600000,2022-03-13 10:00:00,LINK/USDT,13.262,13.263,13.191,13.222,444035.45,5869791.44511,10810
1647162000000,2022-03-13 09:00:00,LINK/USDT,13.297,13.345,13.223,13.263,432125.80,5740906.25221,14223
1647158400000,2022-03-13 08:00:00,LINK/USDT,13.326,13.348,13.270,13.297,377774.41,5026095.91572,10973
1647154800000,2022-03-13 07:00:00,LINK/USDT,13.353,13.386,13.316,13.326,250790.62,3347615.35824,7763
1647151200000,2022-03-13 06:00:00,LINK/USDT,13.364,13.365,13.305,13.351,254394.82,3393598.16192,9539
1647147600000,2022-03-13 05:00:00,LINK/USDT,13.369,13.413,13.346,13.362,292004.20,3905643.11794,10360
1647144000000,2022-03-13 04:00:00,LINK/USDT,13.366,13.431,13.355,13.368,449236.99,6013748.87091,15162
1647140400000,2022-03-13 03:00:00,LINK/USDT,13.299,13.376,13.299,13.365,446990.71,5966067.32354,14529
1647136800000,2022-03-13 02:00:00,LINK/USDT,13.215,13.313,13.211,13.295,409689.81,5439962.70454,13697
1647133200000,2022-03-13 01:00:00,LINK/USDT,13.149,13.242,13.134,13.214,386732.01,5105938.30700,11739
1647129600000,2022-03-13 00:00:00,LINK/USDT,13.136,13.171,13.067,13.149,419175.63,5498198.71308,13386
1647126000000,2022-03-12 23:00:00,LINK/USDT,13.233,13.262,13.104,13.138,390859.95,5156575.03891,11776
1647122400000,2022-03-12 22:00:00,LINK/USDT,13.278,13.278,13.190,13.232,511255.33,6762590.95092,13686
1647118800000,2022-03-12 21:00:00,LINK/USDT,13.324,13.344,13.251,13.279,188712.49,2512049.34184,7424
1647115200000,2022-03-12 20:00:00,LINK/USDT,13.325,13.373,13.289,13.324,251908.21,3357436.05672,9110
1647111600000,2022-03-12 19:00:00,LINK/USDT,13.373,13.374,13.299,13.326,282710.18,3769696.18456,9984
1647108000000,2022-03-12 18:00:00,LINK/USDT,13.363,13.398,13.305,13.374,314895.19,4206088.16459,11557
1647104400000,2022-03-12 17:00:00,LINK/USDT,13.327,13.450,13.326,13.363,770799.76,10316461.73781,24068
1647100800000,2022-03-12 16:00:00,LINK/USDT,13.188,13.334,13.157,13.327,473501.22,6276865.25644,15694
1647097200000,2022-03-12 15:00:00,LINK/USDT,13.176,13.272,13.134,13.188,431730.19,5701889.99628,11303
1647093600000,2022-03-12 14:00:00,LINK/USDT,13.192,13.226,13.070,13.176,438949.08,5772101.62812,13812
1647090000000,2022-03-12 13:00:00,LINK/USDT,13.237,13.274,13.164,13.192,265712.51,3512479.44252,9372
1647086400000,2022-03-12 12:00:00,LINK/USDT,13.180,13.289,13.153,13.235,431678.51,5709404.63437,13041
1647082800000,2022-03-12 11:00:00,LINK/USDT,13.261,13.315,13.159,13.180,407723.89,5398321.76696,12318
1647079200000,2022-03-12 10:00:00,LINK/USDT,13.234,13.297,13.198,13.261,276590.84,3663568.01542,11434
1647075600000,2022-03-12 09:00:00,LINK/USDT,13.187,13.253,13.157,13.235,268168.35,3542480.69592,11662
1647072000000,2022-03-12 08:00:00,LINK/USDT,13.253,13.260,13.102,13.184,525076.95,6917764.83573,18996
1647068400000,2022-03-12 07:00:00,LINK/USDT,13.289,13.316,13.222,13.252,334602.92,4438834.75677,13259
1647064800000,2022-03-12 06:00:00,LINK/USDT,13.350,13.405,13.265,13.287,290889.32,3879218.15483,11450
1647061200000,2022-03-12 05:00:00,LINK/USDT,13.354,13.386,13.295,13.350,215998.18,2881240.05814,10034
