https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount
1625338800000,2021-07-03 19:00:00,LINK/USDT,18.633,18.762,18.576,18.719,271572.11,5071993.08537,12902
1625335200000,2021-07-03 18:00:00,LINK/USDT,18.730,18.757,18.546,18.631,406735.77,7577679.47905,15158
1625331600000,2021-07-03 17:00:00,LINK/USDT,18.617,18.892,18.611,18.731,557390.35,10458459.84708,16932
1625328000000,2021-07-03 16:00:00,LINK/USDT,18.684,18.818,18.579,18.616,533367.89,9970473.55922,18080
1625324400000,2021-07-03 15:00:00,LINK/USDT,18.738,18.770,18.540,18.684,495464.60,9245362.29213,16147
1625320800000,2021-07-03 14:00:00,LINK/USDT,18.647,18.766,18.531,18.738,429563.77,7996845.44900,12868
1625317200000,2021-07-03 13:00:00,LINK/USDT,18.534,18.650,18.433,18.648,379526.29,7042991.15492,12979
1625313600000,2021-07-03 12:00:00,LINK/USDT,18.547,18.682,18.460,18.534,541016.06,10039123.43745,14189
1625310000000,2021-07-03 11:00:00,LINK/USDT,18.629,18.660,18.451,18.547,440264.28,8162864.73638,14695
1625306400000,2021-07-03 10:00:00,LINK/USDT,18.737,18.760,18.602,18.626,357179.77,6658940.29796,14123
1625302800000,2021-07-03 09:00:00,LINK/USDT,18.607,18.771,18.602,18.738,536025.02,10022484.10525,18295
1625299200000,2021-07-03 08:00:00,LINK/USDT,18.528,18.724,18.481,18.607,657229.82,12204830.92963,20182
1625295600000,2021-07-03 07:00:00,LINK/USDT,18.073,18.655,18.004,18.526,1016703.79,18710012.06177,26446
1625292000000,2021-07-03 06:00:00,LINK/USDT,18.094,18.177,18.011,18.066,277044.03,5011906.74460,10302
1625288400000,2021-07-03 05:00:00,LINK/USDT,18.024,18.197,17.915,18.093,373951.98,6755785.36414,12796
1625284800000,2021-07-03 04:00:00,LINK/USDT,17.972,18.088,17.895,18.022,312712.06,5626062.15699,13429
1625281200000,2021-07-03 03:00:00,LINK/USDT,17.997,18.036,17.850,17.971,325235.28,5831241.28708,14431
1625277600000,2021-07-03 02:00:00,LINK/USDT,18.084,18.142,17.924,17.998,310189.65,5593209.03903,13877
1625274000000,2021-07-03 01:00:00,LINK/USDT,18.024,18.173,17.933,18.084,527296.09,9522674.92162,14288
1625270400000,2021-07-03 00:00:00,LINK/USDT,18.264,18.341,17.976,18.024,506815.62,9197713.21494,17521
1625266800000,2021-07-02 23:00:00,LINK/USDT,18.111,18.360,18.049,18.269,863678.85,15722971.06252,23927
1625263200000,2021-07-02 22:00:00,LINK/USDT,17.831,18.124,17.765,18.105,479202.58,8582610.36135,16835
1625259600000,2021-07-02 21:00:00,LINK/USDT,17.585,17.856,17.572,17.834,345748.59,6125991.44864,10529
1625256000000,2021-07-02 20:00:00,LINK/USDT,17.734,17.744,17.498,17.579,438172.48,7707755.96321,16930
1625252400000,2021-07-02 19:00:00,LINK/USDT,17.649,17.739,17.617,17.737,359447.11,6352221.59485,11717
1625248800000,2021-07-02 18:00:00,LINK/USDT,17.722,17.735,17.556,17.645,506209.69,8934860.27830,14735
1625245200000,2021-07-02 17:00:00,LINK/USDT,17.916,17.993,17.654,17.722,562789.20,10022532.57305,15284
1625241600000,2021-07-02 16:00:00,LINK/USDT,17.994,18.049,17.822,17.915,468596.48,8401019.16295,14627
1625238000000,2021-07-02 15:00:00,LINK/USDT,17.988,18.078,17.851,17.996,708805.82,12724940.10036,20812
1625234400000,2021-07-02 14:00:00,LINK/USDT,17.724,18.018,17.600,17.990,818619.01,14620244.25681,22275
1625230800000,2021-07-02 13:00:00,LINK/USDT,17.533,17.754,17.441,17.721,993087.95,17508362.01431,24792
1625227200000,2021-07-02 12:00:00,LINK/USDT,17.418,17.588,17.315,17.529,762889.23,13327134.94188,23100
1625223600000,2021-07-02 11:00:00,LINK/USDT,17.446,17.615,17.290,17.417,839667.85,14654832.00915,24641
1625220000000,2021-07-02 10:00:00,LINK/USDT,17.431,17.521,17.256,17.447,917025.12,15926049.82503,26900
1625216400000,2021-07-02 09:00:00,LINK/USDT,17.744,17.751,17.369,17.436,864656.81,15122979.63979,25042
1625212800000,2021-07-02 08:00:00,LINK/USDT,17.775,17.899,17.688,17.745,674913.94,12014819.48772,22172
1625209200000,2021-07-02 07:00:00,LINK/USDT,17.577,17.829,17.530,17.771,646661.18,11444919.26487,17242
1625205600000,2021-07-02 06:00:00,LINK/USDT,17.553,17.680,17.380,17.581,809493.50,14187394.15996,24175
1625202000000,2021-07-02 05:00:00,LINK/USDT,17.808,17.829,17.442,17.552,821672.66,14485768.96755,21984
1625198400000,2021-07-02 04:00:00,LINK/USDT,17.642,17.856,17.597,17.808,632230.23,11212773.09020,21621
1625194800000,2021-07-02 03:00:00,LINK/USDT,18.177,18.195,17.540,17.642,1178370.30,20969115.08703,32412
1625191200000,2021-07-02 02:00:00,LINK/USDT,18.045,18.242,18.006,18.177,435360.24,7886975.64899,17264
1625187600000,2021-07-02 01:00:00,LINK/USDT,18.495,18.525,18.021,18.042,574158.62,10469543.68769,18929
1625184000000,2021-07-02 00:00:00,LINK/USDT,18.169,18.513,18.065,18.492,894580.98,16414703.26285,25538
1625180400000,2021-07-01 23:00:00,LINK/USDT,18.378,18.441,18.160,18.169,585394.14,10690789.66949,21649
1625176800000,2021-07-01 22:00:00,LINK/USDT,18.255,18.430,18.219,18.381,471792.42,8650377.02218,18715
1625173200000,2021-07-01 21:00:00,LINK/USDT,18.104,18.285,17.984,18.254,552961.13,10048046.66784,20108
1625169600000,2021-07-01 20:00:00,LINK/USDT,17.912,18.183,17.912,18.105,628521.39,11361800.75788,18323
1625166000000,2021-07-01 19:00:00,LINK/USDT,18.013,18.070,17.650,17.912,1041592.45,18552434.68592,26931
1625162400000,2021-07-01 18:00:00,LINK/USDT,18.127,18.200,17.942,18.014,579293.71,10485831.49668,17875
1625158800000,2021-07-01 17:00:00,LINK/USDT,17.881,18.170,17.848,18.126,598881.37,10800770.65970,20019
1625155200000,2021-07-01 16:00:00,LINK/USDT,18.017,18.126,17.835,17.886,964419.31,17334829.49762,25084
1625151600000,2021-07-01 15:00:00,LINK/USDT,17.842,18.218,17.795,18.016,1009101.61,18228659.40089,26087
1625148000000,2021-07-01 14:00:00,LINK/USDT,17.886,18.085,17.700,17.842,739128.19,13197079.36464,24102
1625144400000,2021-07-01 13:00:00,LINK/USDT,18.158,18.200,17.881,17.886,693897.39,12540744.45620,20464
1625140800000,2021-07-01 12:00:00,LINK/USDT,18.110,18.270,17.928,18.156,817098.24,14782241.59156,22329
1625137200000,2021-07-01 11:00:00,LINK/USDT,17.856,18.204,17.841,18.112,938986.62,16975775.62372,25997
1625133600000,2021-07-01 10:00:00,LINK/USDT,17.819,17.981,17.633,17.856,939440.56,16761485.82596,25949
1625130000000,2021-07-01 09:00:00,LINK/USDT,17.920,18.000,17.593,17.817,1258883.19,22424985.55486,32205
1625126400000,2021-07-01 08:00:00,LINK/USDT,17.921,18.118,17.754,17.921,1188185.92,21330084.93422,30894
1625122800000,2021-07-01 07:00:00,LINK/USDT,18.136,18.300,17.910,17.923,1254928.09,22751637.98437,32758
1625119200000,2021-07-01 06:00:00,LINK/USDT,18.721,18.829,18.084,18.135,1163852.49,21461089.60634,29996
1625115600000,2021-07-01 05:00:00,LINK/USDT,18.738,18.775,18.536,18.721,394176.08,7358610.19481,14938
1625112000000,2021-07-01 04:00:00,LINK/USDT,18.498,18.746,18.462,18.738,569600.21,10600201.27003,17792
1625108400000,2021-07-01 03:00:00,LINK/USDT,18.711,18.800,18.469,18.498,562208.27,10480643.13646,22004
1625104800000,2021-07-01 02:00:00,LINK/USDT,19.296,19.322,18.697,18.712,897375.35,16968228.19823,28084
1625101200000,2021-07-01 01:00:00,LINK/USDT,19.147,19.342,19.103,19.301,364086.43,7003943.14173,14809
1625097600000,2021-07-01 00:00:00,LINK/USDT,19.520,19.527,19.099,19.145,602502.15,11585186.23353,21735
1625094000000,2021-06-30 23:00:00,LINK/USDT,19.324,19.569,19.303,19.519,642295.79,12487119.80416,20890
1625090400000,2021-06-30 22:00:00,LINK/USDT,19.311,19.447,19.128,19.320,515183.82,9931874.54895,17616
1625086800000,2021-06-30 21:00:00,LINK/USDT,19.225,19.520,19.225,19.310,602527.77,11655997.44210,18647
1625083200000,2021-06-30 20:00:00,LINK/USDT,19.236,19.522,19.022,19.226,1027596.49,19877980.20818,29599
1625079600000,2021-06-30 19:00:00,LINK/USDT,19.126,19.249,18.996,19.237,683675.47,13069448.15886,19773
1625076000000,2021-06-30 18:00:00,LINK/USDT,18.801,19.163,18.684,19.126,860347.57,16257804.33878,23866
1625072400000,2021-06-30 17:00:00,LINK/USDT,18.324,18.841,18.314,18.802,860482.96,16023700.62034,23750
1625068800000,2021-06-30 16:00:00,LINK/USDT,18.265,18.554,18.136,18.328,1129004.56,20725066.86939,30654
1625065200000,2021-06-30 15:00:00,LINK/USDT,18.655,18.700,18.176,18.264,1726253.05,31740086.03475,40156
1625061600000,2021-06-30 14:00:00,LINK/USDT,18.847,18.993,18.611,18.660,864830.00,16282247.63504,26691
1625058000000,2021-06-30 13:00:00,LINK/USDT,18.710,18.876,18.526,18.847,787030.15,14679141.53115,25864
1625054400000,2021-06-30 12:00:00,LINK/USDT,18.945,19.009,18.675,18.708,810076.81,15266619.36572,24986
1625050800000,2021-06-30 11:00:00,LINK/USDT,18.817,19.039,18.628,18.948,871094.27,16429971.99579,25417
1625047200000,2021-06-30 10:00:00,LINK/USDT,18.677,18.869,18.630,18.816,587779.24,11033269.24603,19764
1625043600000,2021-06-30 09:00:00,LINK/USDT,18.733,18.879,18.541,18.675,829629.66,15517624.87218,29498
1625040000000,2021-06-30 08:00:00,LINK/USDT,19.204,19.236,18.658,18.736,1038021.00,19668898.56733,30448
1625036400000,2021-06-30 07:00:00,LINK/USDT,19.058,19.206,18.801,19.202,858811.52,16316464.11926,25848
1625032800000,2021-06-30 06:00:00,LINK/USDT,18.975,19.196,18.942,19.060,947836.13,18077878.48348,22910
1625029200000,2021-06-30 05:00:00,LINK/USDT,18.785,19.127,18.729,18.970,1117818.48,21172408.10965,27382
1625025600000,2021-06-30 04:00:00,LINK/USDT,19.080,19.278,18.720,18.786,1314892.19,25015372.98537,36610
1625022000000,2021-06-30 03:00:00,LINK/USDT,19.534,19.534,19.010,19.071,1002898.74,19231680.95042,30715
1625018400000,2021-06-30 02:00:00,LINK/USDT,19.471,19.621,19.240,19.534,537592.79,10450121.88330,21229
1625014800000,2021-06-30 01:00:00,LINK/USDT,19.549,19.552,19.196,19.476,695234.33,13464115.86447,23497
1625011200000,2021-06-30 00:00:00,LINK/USDT,19.535,19.776,19.163,19.547,1018158.93,19860126.68766,32226
1625007600000,2021-06-29 23:00:00,LINK/USDT,19.412,19.740,19.377,19.533,743317.99,14533802.54889,23034
1625004000000,2021-06-29 22:00:00,LINK/USDT,19.946,19.955,19.385,19.410,1191226.23,23347418.13771,31025
1625000400000,2021-06-29 21:00:00,LINK/USDT,19.667,19.976,19.619,19.945,538886.61,10649067.14757,16109
1624996800000,2021-06-29 20:00:00,LINK/USDT,20.053,20.081,19.609,19.666,634619.32,12623353.11052,19811
1624993200000,2021-06-29 19:00:00,LINK/USDT,19.956,20.117,19.860,20.054,556853.40,11129367.10907,18693
1624989600000,2021-06-29 18:00:00,LINK/USDT,20.260,20.288,19.847,19.956,950171.05,19005902.03151,25463
1624986000000,2021-06-29 17:00:00,LINK/USDT,20.331,20.548,20.187,20.253,912325.96,18580517.15477,25565
1624982400000,2021-06-29 16:00:00,LINK/USDT,20.288,20.400,20.002,20.330,1049272.82,21241280.17795,30321
1624978800000,2021-06-29 15:00:00,LINK/USDT,20.285,20.331,19.928,20.289,955695.57,19254234.94239,28552
1624975200000,2021-06-29 14:00:00,LINK/USDT,20.375,20.458,20.170,20.284,903764.97,18355340.64879,24765
1624971600000,2021-06-29 13:00:00,LINK/USDT,19.898,20.510,19.766,20.375,1562590.29,31573613.55232,40062
1624968000000,2021-06-29 12:00:00,LINK/USDT,20.005,20.196,19.803,19.895,1523144.84,30435583.67038,35593
1624964400000,2021-06-29 11:00:00,LINK/USDT,19.894,20.239,19.857,20.004,1168246.18,23432271.27843,35410
1624960800000,2021-06-29 10:00:00,LINK/USDT,19.715,19.946,19.511,19.897,910726.94,18002360.38240,29938
1624957200000,2021-06-29 09:00:00,LINK/USDT,19.504,19.822,19.340,19.719,1004676.04,19698375.20491,30174
1624953600000,2021-06-29 08:00:00,LINK/USDT,19.272,19.525,19.066,19.505,1231871.28,23777932.45735,28428
1624950000000,2021-06-29 07:00:00,LINK/USDT,19.403,19.599,19.221,19.272,872008.23,16947748.00766,25719
1624946400000,2021-06-29 06:00:00,LINK/USDT,19.285,19.504,19.109,19.402,1031431.18,19954184.56919,29407
1624942800000,2021-06-29 05:00:00,LINK/USDT,19.157,19.297,18.983,19.285,575185.29,10999187.05816,19981
1624939200000,2021-06-29 04:00:00,LINK/USDT,19.112,19.303,19.049,19.155,619078.43,11869195.46365,21574
1624935600000,2021-06-29 03:00:00,LINK/USDT,18.900,19.129,18.890,19.116,464771.09,8844417.44420,15277
1624932000000,2021-06-29 02:00:00,LINK/USDT,19.164,19.349,18.875,18.899,621126.72,11880982.55883,22984
1624928400000,2021-06-29 01:00:00,LINK/USDT,19.273,19.288,19.016,19.165,516167.60,9881189.26861,20621
1624924800000,2021-06-29 00:00:00,LINK/USDT,18.832,19.322,18.736,19.273,892906.69,17043650.87773,30863
1624921200000,2021-06-28 23:00:00,LINK/USDT,18.948,18.948,18.546,18.832,727122.30,13606604.11174,21979
1624917600000,2021-06-28 22:00:00,LINK/USDT,19.203,19.203,18.800,18.947,793867.68,15029686.23777,26184
1624914000000,2021-06-28 21:00:00,LINK/USDT,19.208,19.428,19.078,19.204,656845.17,12638682.58001,22556
1624910400000,2021-06-28 20:00:00,LINK/USDT,19.000,19.296,18.870,19.210,621127.35,11832152.48836,21202
1624906800000,2021-06-28 19:00:00,LINK/USDT,18.788,19.136,18.750,19.000,657329.58,12487868.52984,22697
1624903200000,2021-06-28 18:00:00,LINK/USDT,18.839,18.892,18.695,18.790,433395.06,8152564.77426,17665
1624899600000,2021-06-28 17:00:00,LINK/USDT,19.119,19.119,18.711,18.838,858915.66,16241407.83490,26594
1624896000000,2021-06-28 16:00:00,LINK/USDT,19.266,19.371,18.871,19.119,1886831.19,36063591.55988,46534
1624892400000,2021-06-28 15:00:00,LINK/USDT,18.238,19.291,18.196,19.269,1822809.77,34175019.23275,50558
1624888800000,2021-06-28 14:00:00,LINK/USDT,17.968,18.252,17.924,18.241,627323.25,11363476.58643,24895
1624885200000,2021-06-28 13:00:00,LINK/USDT,18.252,18.274,17.909,17.968,812226.82,14687212.70254,26093
1624881600000,2021-06-28 12:00:00,LINK/USDT,18.186,18.342,18.021,18.252,792183.12,14412526.46926,24824
1624878000000,2021-06-28 11:00:00,LINK/USDT,18.231,18.311,18.086,18.185,495829.27,9020122.84854,18282
1624874400000,2021-06-28 10:00:00,LINK/USDT,18.427,18.512,18.111,18.232,872283.90,15949075.12078,27130
1624870800000,2021-06-28 09:00:00,LINK/USDT,18.638,18.648,18.332,18.430,691758.67,12797411.62664,21564
1624867200000,2021-06-28 08:00:00,LINK/USDT,18.624,18.787,18.479,18.636,887242.00,16548144.79370,26229
1624863600000,2021-06-28 07:00:00,LINK/USDT,18.228,18.676,18.150,18.623,957359.20,17708597.98606,29957
1624860000000,2021-06-28 06:00:00,LINK/USDT,18.219,18.336,18.154,18.229,379228.46,6911819.45549,13865
1624856400000,2021-06-28 05:00:00,LINK/USDT,18.114,18.246,18.083,18.221,419499.11,7618184.26046,12242
1624852800000,2021-06-28 04:00:00,LINK/USDT,18.145,18.307,18.030,18.110,565280.34,10270689.83628,20354
1624849200000,2021-06-28 03:00:00,LINK/USDT,18.108,18.200,18.055,18.145,326465.57,5918648.47406,15378
1624845600000,2021-06-28 02:00:00,LINK/USDT,18.094,18.269,18.063,18.103,451662.88,8204383.84784,19481
1624842000000,2021-06-28 01:00:00,LINK/USDT,18.283,18.419,18.092,18.096,643777.93,11763907.95968,22663
1624838400000,2021-06-28 00:00:00,LINK/USDT,18.391,18.509,18.217,18.275,1116843.22,20478047.21950,33145
1624834800000,2021-06-27 23:00:00,LINK/USDT,17.999,18.400,17.900,18.389,1044018.33,18910940.00769,35770
1624831200000,2021-06-27 22:00:00,LINK/USDT,16.845,18.069,16.804,17.999,2235339.91,39213215.19551,58449
1624827600000,2021-06-27 21:00:00,LINK/USDT,16.655,16.852,16.592,16.846,636884.63,10664652.31659,18377
1624824000000,2021-06-27 20:00:00,LINK/USDT,16.767,16.809,16.650,16.662,392034.16,6559664.61350,12707
1624820400000,2021-06-27 19:00:00,LINK/USDT,16.716,16.800,16.593,16.766,572017.42,9552815.17985,18557
1624816800000,2021-06-27 18:00:00,LINK/USDT,16.851,16.851,16.580,16.720,841672.05,14030508.99689,21780
1624813200000,2021-06-27 17:00:00,LINK/USDT,16.893,16.950,16.784,16.852,425404.56,7165664.92621,13193
1624809600000,2021-06-27 16:00:00,LINK/USDT,17.072,17.165,16.811,16.899,912485.96,15509630.53695,24289
1624806000000,2021-06-27 15:00:00,LINK/USDT,17.019,17.147,16.787,17.073,739787.98,12538485.69775,23199
1624802400000,2021-06-27 14:00:00,LINK/USDT,16.934,17.029,16.750,17.020,701545.27,11840758.23339,22095
1624798800000,2021-06-27 13:00:00,LINK/USDT,17.089,17.183,16.900,16.934,760504.60,12953556.58208,20700
1624795200000,2021-06-27 12:00:00,LINK/USDT,16.974,17.259,16.920,17.089,931444.59,15925078.77468,24074
1624791600000,2021-06-27 11:00:00,LINK/USDT,16.826,17.075,16.760,16.979,903436.49,15292086.06177,24814
1624788000000,2021-06-27 10:00:00,LINK/USDT,16.884,16.982,16.778,16.825,733911.82,12390883.07305,20474
1624784400000,2021-06-27 09:00:00,LINK/USDT,17.095,17.238,16.850,16.884,792608.55,13481314.98060,23404
1624780800000,2021-06-27 08:00:00,LINK/USDT,17.272,17.345,17.085,17.095,567848.40,9793345.95036,19265
1624777200000,2021-06-27 07:00:00,LINK/USDT,17.089,17.338,17.087,17.269,542770.10,9350911.24546,18003
1624773600000,2021-06-27 06:00:00,LINK/USDT,17.183,17.370,16.965,17.089,586244.97,10058516.30733,20488
1624770000000,2021-06-27 05:00:00,LINK/USDT,17.338,17.390,17.123,17.183,631317.20,10893252.17594,19254
1624766400000,2021-06-27 04:00:00,LINK/USDT,17.366,17.487,17.267,17.339,457247.59,7934290.66266,18532
1624762800000,2021-06-27 03:00:00,LINK/USDT,17.383,17.432,17.235,17.366,502609.48,8722129.29857,18805
1624759200000,2021-06-27 02:00:00,LINK/USDT,17.236,17.439,17.128,17.388,741717.26,12839332.36293,23949
1624755600000,2021-06-27 01:00:00,LINK/USDT,17.038,17.371,16.958,17.237,963211.37,16561635.76772,27665
1624752000000,2021-06-27 00:00:00,LINK/USDT,16.935,17.193,16.766,17.038,1063835.04,18100467.55794,28195
1624748400000,2021-06-26 23:00:00,LINK/USDT,16.686,16.950,16.527,16.938,713936.15,11919501.63688,21231
1624744800000,2021-06-26 22:00:00,LINK/USDT,16.459,16.700,16.442,16.682,499891.91,8272780.92541,19331
1624741200000,2021-06-26 21:00:00,LINK/USDT,16.243,16.471,16.129,16.462,391334.02,6367957.38317,14438
1624737600000,2021-06-26 20:00:00,LINK/USDT,16.446,16.508,16.192,16.241,554303.87,9038014.54813,18805
1624734000000,2021-06-26 19:00:00,LINK/USDT,16.444,16.553,16.393,16.446,450478.58,7418585.58640,17797
1624730400000,2021-06-26 18:00:00,LINK/USDT,16.505,16.587,16.392,16.445,653173.54,10762698.74532,21500
1624726800000,2021-06-26 17:00:00,LINK/USDT,16.365,16.541,16.094,16.505,911046.19,14847480.28586,26694
1624723200000,2021-06-26 16:00:00,LINK/USDT,16.360,16.391,15.913,16.360,1500792.92,24269725.88305,38803
1624719600000,2021-06-26 15:00:00,LINK/USDT,16.489,16.564,16.241,16.356,1089039.65,17832766.98327,31109
1624716000000,2021-06-26 14:00:00,LINK/USDT,16.141,16.665,16.007,16.487,1750955.72,28538951.37666,41427
1624712400000,2021-06-26 13:00:00,LINK/USDT,16.545,16.729,16.130,16.134,1118340.30,18359960.58496,31504
1624708800000,2021-06-26 12:00:00,LINK/USDT,16.844,16.943,16.538,16.546,879177.78,14746066.23152,26388
1624705200000,2021-06-26 11:00:00,LINK/USDT,16.468,16.926,16.468,16.844,1019935.00,17015711.03353,27236
1624701600000,2021-06-26 10:00:00,LINK/USDT,16.497,16.628,16.207,16.466,695452.57,11411423.49945,23050
1624698000000,2021-06-26 09:00:00,LINK/USDT,16.222,16.620,16.125,16.497,1026423.31,16811983.38938,27426
1624694400000,2021-06-26 08:00:00,LINK/USDT,16.339,16.456,16.050,16.225,1565863.15,25383152.80518,39582
1624690800000,2021-06-26 07:00:00,LINK/USDT,16.932,16.997,16.283,16.336,1607951.62,26607422.37079,44836
1624687200000,2021-06-26 06:00:00,LINK/USDT,17.208,17.399,16.901,16.935,694968.27,11933603.96380,20535
1624683600000,2021-06-26 05:00:00,LINK/USDT,17.344,17.490,17.127,17.209,658191.03,11394895.34083,20872
1624680000000,2021-06-26 04:00:00,LINK/USDT,17.095,17.363,17.071,17.345,512860.26,8828973.76466,17349
1624676400000,2021-06-26 03:00:00,LINK/USDT,17.094,17.234,16.952,17.093,491596.54,8423422.98646,17327
1624672800000,2021-06-26 02:00:00,LINK/USDT,17.122,17.258,16.784,17.101,711236.60,12131051.77590,24405
1624669200000,2021-06-26 01:00:00,LINK/USDT,17.243,17.273,16.682,17.120,1192801.04,20203055.54698,30344
1624665600000,2021-06-26 00:00:00,LINK/USDT,16.860,17.375,16.684,17.242,1714202.31,29213173.21589,42537
1624662000000,2021-06-25 23:00:00,LINK/USDT,16.824,17.322,16.801,16.859,1162336.32,19836172.17902,29502
1624658400000,2021-06-25 22:00:00,LINK/USDT,17.343,17.505,16.820,16.820,1101147.22,18877958.03241,32507
1624654800000,2021-06-25 21:00:00,LINK/USDT,17.510,17.590,17.180,17.343,791127.34,13704931.78948,26848
1624651200000,2021-06-25 20:00:00,LINK/USDT,17.479,17.556,17.290,17.510,654103.56,11416908.60673,21027
1624647600000,2021-06-25 19:00:00,LINK/USDT,17.384,17.665,17.189,17.479,852303.27,14876732.01520,24098
1624644000000,2021-06-25 18:00:00,LINK/USDT,17.087,17.488,16.971,17.384,1072920.58,18581558.68642,30785
1624640400000,2021-06-25 17:00:00,LINK/USDT,17.264,17.507,16.986,17.087,1253328.61,21611920.33363,34615
1624636800000,2021-06-25 16:00:00,LINK/USDT,17.593,17.753,17.027,17.266,1916922.54,33186264.87328,49506
1624633200000,2021-06-25 15:00:00,LINK/USDT,17.637,17.787,17.385,17.593,1361168.53,23886374.30668,34110
1624629600000,2021-06-25 14:00:00,LINK/USDT,17.920,18.252,17.560,17.630,1274835.73,22842243.43818,32264
1624626000000,2021-06-25 13:00:00,LINK/USDT,17.938,18.061,17.620,17.916,1216521.82,21761834.39084,33916
1624622400000,2021-06-25 12:00:00,LINK/USDT,17.802,18.062,17.652,17.938,1238255.42,22071106.08612,30422
1624618800000,2021-06-25 11:00:00,LINK/USDT,18.093,18.180,17.688,17.802,1264472.07,22632485.33178,29300
1624615200000,2021-06-25 10:00:00,LINK/USDT,18.047,18.297,17.872,18.092,885487.11,16011775.36466,24053
1624611600000,2021-06-25 09:00:00,LINK/USDT,18.371,18.546,18.016,18.048,682692.19,12473295.42216,23224
1624608000000,2021-06-25 08:00:00,LINK/USDT,18.420,18.486,18.085,18.372,1050530.93,19195109.20016,25661
1624604400000,2021-06-25 07:00:00,LINK/USDT,18.846,18.846,18.221,18.416,1274184.96,23507677.98563,33961
1624600800000,2021-06-25 06:00:00,LINK/USDT,18.766,18.946,18.601,18.846,810739.01,15242301.14537,22820
1624597200000,2021-06-25 05:00:00,LINK/USDT,18.927,19.033,18.670,18.763,614150.37,11548589.83067,20792
1624593600000,2021-06-25 04:00:00,LINK/USDT,19.206,19.247,18.804,18.926,672931.43,12783681.97978,21367
1624590000000,2021-06-25 03:00:00,LINK/USDT,19.250,19.302,18.916,19.205,726043.75,13868563.56452,23069
1624586400000,2021-06-25 02:00:00,LINK/USDT,19.087,19.498,18.996,19.248,920439.89,17775171.00257,28686
1624582800000,2021-06-25 01:00:00,LINK/USDT,18.901,19.097,18.601,19.088,1107110.22,20811976.57165,28558
1624579200000,2021-06-25 00:00:00,LINK/USDT,19.054,19.432,18.890,18.899,939087.50,18040736.08584,28744
1624575600000,2021-06-24 23:00:00,LINK/USDT,18.894,19.145,18.747,19.055,723372.31,13725426.86980,21312
1624572000000,2021-06-24 22:00:00,LINK/USDT,18.956,18.977,18.681,18.893,496100.84,9347995.36323,19560
1624568400000,2021-06-24 21:00:00,LINK/USDT,19.000,19.008,18.804,18.950,344681.42,6518978.19289,12429
1624564800000,2021-06-24 20:00:00,LINK/USDT,19.112,19.183,18.859,19.001,641422.76,12197085.25836,17287
1624561200000,2021-06-24 19:00:00,LINK/USDT,19.176,19.200,18.992,19.111,456310.96,8719045.14739,17302
1624557600000,2021-06-24 18:00:00,LINK/USDT,19.380,19.525,19.151,19.181,650614.83,12570913.12218,20465
1624554000000,2021-06-24 17:00:00,LINK/USDT,19.346,19.506,19.207,19.374,1083936.47,21007286.85041,30858
1624550400000,2021-06-24 16:00:00,LINK/USDT,18.961,19.367,18.830,19.345,1118649.60,21355815.21922,29663
1624546800000,2021-06-24 15:00:00,LINK/USDT,18.775,19.255,18.720,18.967,1317092.85,25096337.51542,36234
1624543200000,2021-06-24 14:00:00,LINK/USDT,18.878,18.939,18.649,18.774,609368.21,11419775.35112,17784
1624539600000,2021-06-24 13:00:00,LINK/USDT,19.020,19.033,18.719,18.879,768557.61,14480821.44936,19944
1624536000000,2021-06-24 12:00:00,LINK/USDT,18.907,19.091,18.770,19.021,932642.98,17677199.57260,26776
1624532400000,2021-06-24 11:00:00,LINK/USDT,18.322,18.953,18.322,18.904,981050.94,18335157.68455,27103
1624528800000,2021-06-24 10:00:00,LINK/USDT,18.497,18.620,18.288,18.323,628518.71,11593776.47492,19417
1624525200000,2021-06-24 09:00:00,LINK/USDT,18.628,18.697,18.413,18.496,754490.77,13994794.85631,22922
1624521600000,2021-06-24 08:00:00,LINK/USDT,18.146,18.638,18.108,18.629,1148713.61,21116842.68836,30642
1624518000000,2021-06-24 07:00:00,LINK/USDT,18.205,18.441,18.103,18.146,926469.69,16940183.81528,24592
1624514400000,2021-06-24 06:00:00,LINK/USDT,18.114,18.302,17.931,18.202,706217.03,12785275.02130,22782
1624510800000,2021-06-24 05:00:00,LINK/USDT,17.707,18.131,17.645,18.114,714675.76,12806443.29982,22783
1624507200000,2021-06-24 04:00:00,LINK/USDT,17.708,17.935,17.574,17.701,778345.90,13824017.50768,23449
1624503600000,2021-06-24 03:00:00,LINK/USDT,17.411,17.872,17.365,17.709,802679.30,14161427.92577,23924
1624500000000,2021-06-24 02:00:00,LINK/USDT,17.531,17.661,17.344,17.419,975364.03,17053493.39245,28491
1624496400000,2021-06-24 01:00:00,LINK/USDT,18.008,18.100,17.480,17.536,1024873.72,18246464.10447,28662
1624492800000,2021-06-24 00:00:00,LINK/USDT,18.382,18.495,17.975,18.000,954870.90,17464812.64496,29328
1624489200000,2021-06-23 23:00:00,LINK/USDT,18.034,18.386,17.812,18.379,640571.98,11605924.84909,21309
1624485600000,2021-06-23 22:00:00,LINK/USDT,17.914,18.102,17.710,18.034,719023.87,12914214.93810,23852
1624482000000,2021-06-23 21:00:00,LINK/USDT,17.686,18.146,17.605,17.904,923824.77,16519648.90255,24004
