https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUNA,Volume USDT,tradecount
1651705200000,2022-05-04 23:00:00,LUNA/USDT,86.13000000,86.64000000,85.71000000,86.18000000,123349.81000000,10609744.06730000,13138
1651701600000,2022-05-04 22:00:00,LUNA/USDT,86.26000000,86.51000000,85.65000000,86.12000000,88294.41000000,7593520.03690000,9971
1651698000000,2022-05-04 21:00:00,LUNA/USDT,86.95000000,86.96000000,86.10000000,86.25000000,82401.12000000,7120568.10300000,7994
1651694400000,2022-05-04 20:00:00,LUNA/USDT,87.70000000,87.83000000,86.58000000,86.95000000,194559.43000000,16939493.71100000,13563
1651690800000,2022-05-04 19:00:00,LUNA/USDT,86.61000000,88.35000000,86.28000000,87.71000000,414957.02000000,36239560.13210000,41729
1651687200000,2022-05-04 18:00:00,LUNA/USDT,83.93000000,87.51000000,82.80000000,86.60000000,526300.85000000,44818466.95520000,60174
1651683600000,2022-05-04 17:00:00,LUNA/USDT,84.54000000,84.60000000,83.55000000,83.93000000,102832.59000000,8633286.12750000,14068
1651680000000,2022-05-04 16:00:00,LUNA/USDT,83.74000000,85.00000000,83.58000000,84.53000000,133700.63000000,11275432.73370000,15695
1651676400000,2022-05-04 15:00:00,LUNA/USDT,83.98000000,84.40000000,83.28000000,83.75000000,111258.30000000,9324768.47760000,12653
1651672800000,2022-05-04 14:00:00,LUNA/USDT,84.23000000,84.86000000,83.89000000,83.99000000,99193.35000000,8366565.86340000,10834
1651669200000,2022-05-04 13:00:00,LUNA/USDT,85.27000000,85.90000000,84.20000000,84.22000000,172765.09000000,14700497.67600000,17513
1651665600000,2022-05-04 12:00:00,LUNA/USDT,87.05000000,87.40000000,85.28000000,85.28000000,181512.23000000,15623701.78630000,17348
1651662000000,2022-05-04 11:00:00,LUNA/USDT,86.94000000,87.27000000,86.45000000,87.05000000,99156.31000000,8614566.77100000,9237
1651658400000,2022-05-04 10:00:00,LUNA/USDT,86.18000000,87.36000000,86.12000000,86.93000000,121674.11000000,10580413.58280000,12296
1651654800000,2022-05-04 09:00:00,LUNA/USDT,86.60000000,86.69000000,85.96000000,86.20000000,92910.04000000,8019240.68020000,9934
1651651200000,2022-05-04 08:00:00,LUNA/USDT,84.97000000,86.88000000,84.96000000,86.60000000,222816.02000000,19177454.77440000,24162
1651647600000,2022-05-04 07:00:00,LUNA/USDT,84.51000000,85.20000000,84.14000000,84.96000000,93772.93000000,7936413.75870000,9837
1651644000000,2022-05-04 06:00:00,LUNA/USDT,83.55000000,84.68000000,83.53000000,84.50000000,93718.29000000,7893226.71830000,9927
1651640400000,2022-05-04 05:00:00,LUNA/USDT,83.21000000,83.66000000,83.02000000,83.55000000,52222.48000000,4350061.07330000,4023
1651636800000,2022-05-04 04:00:00,LUNA/USDT,83.44000000,83.78000000,83.02000000,83.21000000,46794.16000000,3899142.79850000,5279
1651633200000,2022-05-04 03:00:00,LUNA/USDT,82.79000000,83.59000000,82.71000000,83.43000000,62221.41000000,5176981.17820000,6529
1651629600000,2022-05-04 02:00:00,LUNA/USDT,82.41000000,83.23000000,82.39000000,82.79000000,52084.09000000,4314343.22230000,5379
1651626000000,2022-05-04 01:00:00,LUNA/USDT,82.49000000,82.63000000,82.33000000,82.41000000,34146.44000000,2816322.38440000,4230
1651622400000,2022-05-04 00:00:00,LUNA/USDT,82.50000000,82.71000000,82.04000000,82.49000000,58672.37000000,4837139.26920000,6615
1651618800000,2022-05-03 23:00:00,LUNA/USDT,82.69000000,82.93000000,82.32000000,82.50000000,66810.77000000,5522346.65460000,5773
1651615200000,2022-05-03 22:00:00,LUNA/USDT,82.20000000,83.00000000,82.09000000,82.69000000,92354.19000000,7625676.77490000,8655
1651611600000,2022-05-03 21:00:00,LUNA/USDT,81.88000000,82.41000000,81.47000000,82.19000000,122655.28000000,10060796.16530000,9057
1651608000000,2022-05-03 20:00:00,LUNA/USDT,82.24000000,82.26000000,81.21000000,81.89000000,67295.04000000,5496911.60540000,7567
1651604400000,2022-05-03 19:00:00,LUNA/USDT,82.87000000,82.87000000,81.82000000,82.23000000,102788.93000000,8459632.90730000,8572
1651600800000,2022-05-03 18:00:00,LUNA/USDT,83.55000000,83.55000000,82.47000000,82.85000000,164530.03000000,13642370.24850000,12697
1651597200000,2022-05-03 17:00:00,LUNA/USDT,83.25000000,83.91000000,83.08000000,83.59000000,57358.82000000,4792649.76330000,5232
1651593600000,2022-05-03 16:00:00,LUNA/USDT,83.89000000,84.11000000,83.12000000,83.24000000,98355.67000000,8208390.18190000,8652
1651590000000,2022-05-03 15:00:00,LUNA/USDT,83.42000000,84.09000000,83.13000000,83.89000000,75294.73000000,6305495.58510000,6763
1651586400000,2022-05-03 14:00:00,LUNA/USDT,83.61000000,84.14000000,83.17000000,83.44000000,95529.77000000,7983649.16340000,10977
1651582800000,2022-05-03 13:00:00,LUNA/USDT,84.41000000,84.54000000,83.11000000,83.59000000,198400.24000000,16633166.95930000,16751
1651579200000,2022-05-03 12:00:00,LUNA/USDT,85.17000000,85.27000000,84.40000000,84.40000000,50585.42000000,4290443.52400000,6446
1651575600000,2022-05-03 11:00:00,LUNA/USDT,84.21000000,85.18000000,83.88000000,85.16000000,91587.99000000,7748246.46770000,8646
1651572000000,2022-05-03 10:00:00,LUNA/USDT,84.16000000,84.59000000,83.97000000,84.21000000,66135.10000000,5569436.50220000,6656
1651568400000,2022-05-03 09:00:00,LUNA/USDT,84.94000000,85.30000000,83.98000000,84.16000000,75194.76000000,6359439.74420000,10865
1651564800000,2022-05-03 08:00:00,LUNA/USDT,85.17000000,85.57000000,84.88000000,84.95000000,57098.39000000,4864954.55710000,6053
1651561200000,2022-05-03 07:00:00,LUNA/USDT,84.93000000,85.28000000,84.44000000,85.18000000,70032.29000000,5945230.26540000,7566
1651557600000,2022-05-03 06:00:00,LUNA/USDT,84.63000000,85.09000000,84.28000000,84.94000000,51752.41000000,4386594.28550000,5278
1651554000000,2022-05-03 05:00:00,LUNA/USDT,84.63000000,84.72000000,83.83000000,84.63000000,98055.93000000,8261393.30400000,10041
1651550400000,2022-05-03 04:00:00,LUNA/USDT,84.89000000,85.08000000,84.33000000,84.64000000,49440.90000000,4186279.17480000,5782
1651546800000,2022-05-03 03:00:00,LUNA/USDT,84.86000000,85.40000000,84.67000000,84.89000000,72190.52000000,6139659.17460000,7413
1651543200000,2022-05-03 02:00:00,LUNA/USDT,85.06000000,85.34000000,84.17000000,84.86000000,80959.15000000,6860139.99700000,8754
1651539600000,2022-05-03 01:00:00,LUNA/USDT,84.06000000,85.88000000,83.80000000,85.05000000,132999.12000000,11308639.71080000,17040
1651536000000,2022-05-03 00:00:00,LUNA/USDT,84.25000000,84.50000000,83.96000000,84.05000000,62949.41000000,5302727.86660000,6723
1651532400000,2022-05-02 23:00:00,LUNA/USDT,84.33000000,84.80000000,84.20000000,84.27000000,55658.48000000,4701939.19970000,5036
1651528800000,2022-05-02 22:00:00,LUNA/USDT,84.22000000,84.83000000,84.09000000,84.30000000,85992.82000000,7259332.57930000,9076
1651525200000,2022-05-02 21:00:00,LUNA/USDT,82.96000000,84.46000000,82.70000000,84.20000000,97331.81000000,8150133.96710000,12221
1651521600000,2022-05-02 20:00:00,LUNA/USDT,82.56000000,83.51000000,82.54000000,82.95000000,99405.43000000,8252414.56090000,9760
1651518000000,2022-05-02 19:00:00,LUNA/USDT,81.28000000,82.73000000,80.97000000,82.55000000,136878.40000000,11215605.69000000,12069
1651514400000,2022-05-02 18:00:00,LUNA/USDT,81.98000000,82.34000000,80.49000000,81.27000000,290810.99000000,23646188.01100000,21028
1651510800000,2022-05-02 17:00:00,LUNA/USDT,83.06000000,83.08000000,81.61000000,81.99000000,189633.70000000,15602497.00210000,18081
1651507200000,2022-05-02 16:00:00,LUNA/USDT,83.25000000,83.94000000,82.76000000,83.06000000,96997.67000000,8092332.31580000,9916
1651503600000,2022-05-02 15:00:00,LUNA/USDT,83.97000000,84.21000000,82.75000000,83.24000000,165125.03000000,13759397.59480000,15106
1651500000000,2022-05-02 14:00:00,LUNA/USDT,84.56000000,84.80000000,83.32000000,83.96000000,366917.93000000,30802090.89100000,28173
1651496400000,2022-05-02 13:00:00,LUNA/USDT,83.80000000,85.62000000,83.23000000,84.57000000,416655.81000000,35145561.87980000,44234
1651492800000,2022-05-02 12:00:00,LUNA/USDT,82.80000000,84.40000000,82.64000000,83.82000000,216424.41000000,18141507.07110000,22331
1651489200000,2022-05-02 11:00:00,LUNA/USDT,82.36000000,83.58000000,82.27000000,82.81000000,177408.41000000,14726782.28000000,19688
1651485600000,2022-05-02 10:00:00,LUNA/USDT,82.58000000,82.87000000,81.87000000,82.36000000,72749.12000000,5997219.04310000,7841
1651482000000,2022-05-02 09:00:00,LUNA/USDT,82.88000000,83.26000000,82.44000000,82.58000000,59424.56000000,4922902.33910000,6558
1651478400000,2022-05-02 08:00:00,LUNA/USDT,82.47000000,83.21000000,82.08000000,82.88000000,90561.75000000,7481214.96470000,9428
1651474800000,2022-05-02 07:00:00,LUNA/USDT,82.78000000,83.44000000,82.42000000,82.47000000,51994.76000000,4312606.90760000,5913
1651471200000,2022-05-02 06:00:00,LUNA/USDT,83.51000000,83.91000000,82.74000000,82.77000000,70688.46000000,5891808.30440000,8195
1651467600000,2022-05-02 05:00:00,LUNA/USDT,83.21000000,83.57000000,82.68000000,83.51000000,62260.55000000,5176437.71190000,6940
1651464000000,2022-05-02 04:00:00,LUNA/USDT,82.82000000,83.37000000,82.29000000,83.23000000,105179.34000000,8717196.75090000,9844
1651460400000,2022-05-02 03:00:00,LUNA/USDT,82.81000000,83.21000000,82.63000000,82.83000000,50941.23000000,4226066.60080000,5356
1651456800000,2022-05-02 02:00:00,LUNA/USDT,82.98000000,83.09000000,82.19000000,82.80000000,110817.34000000,9162816.43800000,9989
1651453200000,2022-05-02 01:00:00,LUNA/USDT,83.68000000,83.96000000,82.79000000,82.97000000,126176.85000000,10528329.51400000,11291
1651449600000,2022-05-02 00:00:00,LUNA/USDT,82.21000000,83.69000000,82.14000000,83.68000000,144911.05000000,12041657.63300000,16002
1651446000000,2022-05-01 23:00:00,LUNA/USDT,81.79000000,82.56000000,81.50000000,82.23000000,107315.67000000,8812271.48060000,10529
1651442400000,2022-05-01 22:00:00,LUNA/USDT,81.26000000,81.94000000,81.07000000,81.79000000,92445.93000000,7529305.61820000,9047
1651438800000,2022-05-01 21:00:00,LUNA/USDT,81.31000000,81.62000000,80.38000000,81.26000000,108858.24000000,8820362.91810000,11084
1651435200000,2022-05-01 20:00:00,LUNA/USDT,79.98000000,81.39000000,79.74000000,81.31000000,93246.55000000,7499994.75410000,8529
1651431600000,2022-05-01 19:00:00,LUNA/USDT,80.66000000,80.83000000,79.33000000,79.98000000,158549.07000000,12692185.95380000,14250
1651428000000,2022-05-01 18:00:00,LUNA/USDT,81.85000000,81.96000000,80.63000000,80.64000000,125919.07000000,10246468.42310000,10018
1651424400000,2022-05-01 17:00:00,LUNA/USDT,82.03000000,82.67000000,81.64000000,81.86000000,113441.75000000,9320753.48610000,10609
1651420800000,2022-05-01 16:00:00,LUNA/USDT,81.11000000,82.57000000,80.82000000,82.02000000,244569.40000000,19988089.37600000,23335
1651417200000,2022-05-01 15:00:00,LUNA/USDT,79.36000000,81.26000000,79.29000000,81.10000000,302193.19000000,24330914.35370000,25856
1651413600000,2022-05-01 14:00:00,LUNA/USDT,79.95000000,80.17000000,79.32000000,79.36000000,109177.59000000,8700947.95470000,9792
1651410000000,2022-05-01 13:00:00,LUNA/USDT,80.39000000,80.67000000,79.77000000,79.95000000,74563.40000000,5975962.91890000,7614
1651406400000,2022-05-01 12:00:00,LUNA/USDT,79.14000000,80.43000000,78.63000000,80.38000000,204596.78000000,16276434.70780000,15040
1651402800000,2022-05-01 11:00:00,LUNA/USDT,79.77000000,80.02000000,79.13000000,79.14000000,134284.39000000,10691425.32930000,11465
1651399200000,2022-05-01 10:00:00,LUNA/USDT,80.66000000,80.73000000,79.55000000,79.77000000,131286.51000000,10522656.70840000,11635
1651395600000,2022-05-01 09:00:00,LUNA/USDT,81.01000000,81.43000000,80.36000000,80.67000000,109018.66000000,8814728.60200000,8539
1651392000000,2022-05-01 08:00:00,LUNA/USDT,79.98000000,81.17000000,79.92000000,81.01000000,109200.57000000,8808506.09470000,9988
1651388400000,2022-05-01 07:00:00,LUNA/USDT,80.30000000,80.61000000,79.70000000,79.98000000,75586.39000000,6055043.67300000,7219
1651384800000,2022-05-01 06:00:00,LUNA/USDT,80.25000000,80.69000000,80.05000000,80.29000000,98398.92000000,7908960.32930000,8591
1651381200000,2022-05-01 05:00:00,LUNA/USDT,79.47000000,80.37000000,79.24000000,80.24000000,115325.77000000,9219402.53630000,11902
1651377600000,2022-05-01 04:00:00,LUNA/USDT,79.37000000,79.49000000,78.93000000,79.46000000,58121.53000000,4601594.28140000,5817
1651374000000,2022-05-01 03:00:00,LUNA/USDT,78.38000000,79.63000000,78.38000000,79.36000000,79663.46000000,6312377.67690000,9528
1651370400000,2022-05-01 02:00:00,LUNA/USDT,78.67000000,79.14000000,78.26000000,78.37000000,95963.16000000,7555522.89180000,9590
1651366800000,2022-05-01 01:00:00,LUNA/USDT,78.30000000,79.25000000,76.49000000,78.67000000,285670.72000000,22336636.81950000,24878
1651363200000,2022-05-01 00:00:00,LUNA/USDT,78.10000000,78.92000000,77.71000000,78.30000000,162589.66000000,12746681.82260000,16236
1651359600000,2022-04-30 23:00:00,LUNA/USDT,78.36000000,78.93000000,76.55000000,78.09000000,521231.29000000,40547977.88910000,52511
1651356000000,2022-04-30 22:00:00,LUNA/USDT,80.39000000,80.39000000,78.32000000,78.37000000,185504.59000000,14714374.74490000,17674
1651352400000,2022-04-30 21:00:00,LUNA/USDT,80.64000000,81.02000000,80.18000000,80.40000000,59417.24000000,4786155.75200000,4928
1651348800000,2022-04-30 20:00:00,LUNA/USDT,81.18000000,81.35000000,80.46000000,80.63000000,68051.59000000,5500525.24440000,5414
1651345200000,2022-04-30 19:00:00,LUNA/USDT,81.34000000,81.50000000,80.53000000,81.19000000,94350.41000000,7646903.80920000,7981
1651341600000,2022-04-30 18:00:00,LUNA/USDT,80.13000000,81.61000000,80.04000000,81.34000000,168604.25000000,13644822.22940000,16842
1651338000000,2022-04-30 17:00:00,LUNA/USDT,80.49000000,80.52000000,79.49000000,80.13000000,181215.82000000,14491853.63610000,18511
1651334400000,2022-04-30 16:00:00,LUNA/USDT,81.58000000,81.68000000,80.37000000,80.49000000,123094.96000000,9980573.43620000,11419
1651330800000,2022-04-30 15:00:00,LUNA/USDT,81.21000000,82.19000000,80.62000000,81.58000000,305911.68000000,24864115.67030000,26603
1651327200000,2022-04-30 14:00:00,LUNA/USDT,82.20000000,82.85000000,81.03000000,81.20000000,279978.43000000,22910276.72970000,25693
1651323600000,2022-04-30 13:00:00,LUNA/USDT,83.66000000,83.86000000,81.75000000,82.23000000,189401.86000000,15688614.42230000,21958
1651320000000,2022-04-30 12:00:00,LUNA/USDT,84.01000000,84.42000000,83.58000000,83.67000000,45348.20000000,3808921.28170000,6314
1651316400000,2022-04-30 11:00:00,LUNA/USDT,83.95000000,84.55000000,83.92000000,84.00000000,51873.32000000,4369399.17870000,6018
1651312800000,2022-04-30 10:00:00,LUNA/USDT,83.84000000,84.42000000,83.57000000,83.94000000,52535.72000000,4413424.98140000,6238
1651309200000,2022-04-30 09:00:00,LUNA/USDT,84.50000000,84.52000000,83.44000000,83.85000000,114127.99000000,9570705.66570000,13301
1651305600000,2022-04-30 08:00:00,LUNA/USDT,85.04000000,85.17000000,84.33000000,84.50000000,83373.10000000,7061908.09230000,8918
1651302000000,2022-04-30 07:00:00,LUNA/USDT,85.64000000,85.74000000,84.96000000,85.04000000,34316.24000000,2925911.55940000,4973
1651298400000,2022-04-30 06:00:00,LUNA/USDT,85.57000000,85.99000000,85.50000000,85.63000000,56488.36000000,4843434.59980000,5998
1651294800000,2022-04-30 05:00:00,LUNA/USDT,85.36000000,85.77000000,85.13000000,85.57000000,35932.38000000,3069969.46360000,7109
1651291200000,2022-04-30 04:00:00,LUNA/USDT,85.06000000,85.36000000,84.76000000,85.36000000,31351.39000000,2667523.36880000,4460
1651287600000,2022-04-30 03:00:00,LUNA/USDT,85.55000000,85.55000000,84.58000000,85.05000000,69265.91000000,5884846.63940000,7271
1651284000000,2022-04-30 02:00:00,LUNA/USDT,85.98000000,86.32000000,85.15000000,85.52000000,64990.03000000,5563962.61380000,7822
1651280400000,2022-04-30 01:00:00,LUNA/USDT,85.70000000,86.33000000,85.56000000,85.96000000,38079.44000000,3271251.68060000,5136
1651276800000,2022-04-30 00:00:00,LUNA/USDT,85.08000000,85.78000000,84.93000000,85.69000000,52568.87000000,4492903.33350000,6981
1651273200000,2022-04-29 23:00:00,LUNA/USDT,85.37000000,85.41000000,84.63000000,85.08000000,68370.59000000,5813568.94100000,6290
1651269600000,2022-04-29 22:00:00,LUNA/USDT,85.07000000,85.45000000,84.69000000,85.38000000,78649.74000000,6693574.10940000,11392
1651266000000,2022-04-29 21:00:00,LUNA/USDT,85.69000000,85.75000000,84.76000000,85.07000000,38892.29000000,3319805.29030000,4671
1651262400000,2022-04-29 20:00:00,LUNA/USDT,85.00000000,86.03000000,84.94000000,85.69000000,130222.25000000,11139064.65070000,10937
1651258800000,2022-04-29 19:00:00,LUNA/USDT,84.85000000,85.33000000,84.10000000,85.01000000,191218.51000000,16192462.30750000,16484
1651255200000,2022-04-29 18:00:00,LUNA/USDT,85.74000000,85.79000000,84.11000000,84.88000000,140596.50000000,11945616.58550000,15899
1651251600000,2022-04-29 17:00:00,LUNA/USDT,86.13000000,86.40000000,85.32000000,85.74000000,75292.79000000,6464569.65840000,9739
1651248000000,2022-04-29 16:00:00,LUNA/USDT,87.38000000,87.55000000,85.84000000,86.13000000,126828.56000000,10991816.71830000,14281
1651244400000,2022-04-29 15:00:00,LUNA/USDT,88.11000000,88.45000000,86.98000000,87.39000000,151060.12000000,13232208.09530000,15664
1651240800000,2022-04-29 14:00:00,LUNA/USDT,87.11000000,88.23000000,86.11000000,88.13000000,203422.16000000,17715575.29340000,18009
1651237200000,2022-04-29 13:00:00,LUNA/USDT,86.44000000,87.62000000,86.07000000,87.10000000,138330.29000000,12010758.45800000,15819
1651233600000,2022-04-29 12:00:00,LUNA/USDT,85.79000000,87.00000000,85.57000000,86.45000000,119285.76000000,10313771.90470000,13075
1651230000000,2022-04-29 11:00:00,LUNA/USDT,85.58000000,85.90000000,84.78000000,85.79000000,138816.36000000,11851005.53010000,14295
1651226400000,2022-04-29 10:00:00,LUNA/USDT,86.12000000,86.73000000,85.02000000,85.59000000,138081.74000000,11860512.08560000,13411
1651222800000,2022-04-29 09:00:00,LUNA/USDT,86.18000000,86.70000000,85.79000000,86.13000000,104663.34000000,9024854.45100000,10182
1651219200000,2022-04-29 08:00:00,LUNA/USDT,86.98000000,87.20000000,86.12000000,86.20000000,80330.50000000,6962008.35130000,7827
1651215600000,2022-04-29 07:00:00,LUNA/USDT,86.57000000,87.28000000,86.36000000,87.00000000,112890.47000000,9816877.36900000,9820
1651212000000,2022-04-29 06:00:00,LUNA/USDT,85.80000000,86.69000000,85.35000000,86.57000000,89567.44000000,7710764.98800000,12231
1651208400000,2022-04-29 05:00:00,LUNA/USDT,85.57000000,86.04000000,85.39000000,85.79000000,90754.50000000,7776232.46040000,8738
1651204800000,2022-04-29 04:00:00,LUNA/USDT,86.21000000,86.23000000,85.03000000,85.55000000,174693.05000000,14938998.75780000,21111
1651201200000,2022-04-29 03:00:00,LUNA/USDT,87.52000000,87.76000000,85.77000000,86.21000000,225540.14000000,19557091.38070000,20314
1651197600000,2022-04-29 02:00:00,LUNA/USDT,88.90000000,89.11000000,87.28000000,87.52000000,133223.14000000,11746454.09260000,12395
1651194000000,2022-04-29 01:00:00,LUNA/USDT,89.42000000,89.60000000,88.84000000,88.90000000,51068.67000000,4560457.46950000,5689
1651190400000,2022-04-29 00:00:00,LUNA/USDT,89.13000000,89.73000000,88.79000000,89.41000000,76197.91000000,6802686.92460000,9247
1651186800000,2022-04-28 23:00:00,LUNA/USDT,88.64000000,89.15000000,88.31000000,89.14000000,50958.97000000,4520198.03390000,5796
1651183200000,2022-04-28 22:00:00,LUNA/USDT,88.70000000,88.90000000,88.28000000,88.64000000,47469.71000000,4204414.39380000,5745
1651179600000,2022-04-28 21:00:00,LUNA/USDT,88.98000000,89.13000000,88.13000000,88.70000000,48507.02000000,4299468.65500000,9664
1651176000000,2022-04-28 20:00:00,LUNA/USDT,88.54000000,89.35000000,87.65000000,88.99000000,165047.27000000,14593699.52400000,15467
1651172400000,2022-04-28 19:00:00,LUNA/USDT,88.95000000,89.58000000,88.26000000,88.54000000,85516.37000000,7608078.49620000,9099
1651168800000,2022-04-28 18:00:00,LUNA/USDT,89.72000000,90.17000000,88.80000000,88.95000000,144040.61000000,12878247.46270000,18148
1651165200000,2022-04-28 17:00:00,LUNA/USDT,88.11000000,89.96000000,87.74000000,89.72000000,155048.34000000,13750439.74890000,16490
1651161600000,2022-04-28 16:00:00,LUNA/USDT,87.99000000,88.81000000,87.06000000,88.07000000,251783.13000000,22140555.14600000,26368
1651158000000,2022-04-28 15:00:00,LUNA/USDT,88.76000000,90.85000000,87.70000000,88.00000000,461987.73000000,41225172.38020000,48882
1651154400000,2022-04-28 14:00:00,LUNA/USDT,89.37000000,89.37000000,87.95000000,88.75000000,283398.53000000,25133661.06960000,23728
1651150800000,2022-04-28 13:00:00,LUNA/USDT,91.31000000,91.36000000,89.29000000,89.37000000,253664.33000000,22944374.84650000,22811
1651147200000,2022-04-28 12:00:00,LUNA/USDT,91.17000000,91.92000000,90.65000000,91.32000000,170880.16000000,15603405.22840000,17362
1651143600000,2022-04-28 11:00:00,LUNA/USDT,91.65000000,91.99000000,91.14000000,91.17000000,148700.48000000,13596905.55120000,10762
1651140000000,2022-04-28 10:00:00,LUNA/USDT,91.79000000,92.46000000,90.95000000,91.66000000,148131.15000000,13601349.98600000,20398
1651136400000,2022-04-28 09:00:00,LUNA/USDT,89.98000000,92.17000000,89.93000000,91.78000000,298624.20000000,27315015.59050000,29191
1651132800000,2022-04-28 08:00:00,LUNA/USDT,89.45000000,90.53000000,89.27000000,89.98000000,130048.02000000,11716448.28450000,11864
1651129200000,2022-04-28 07:00:00,LUNA/USDT,89.54000000,90.07000000,89.25000000,89.45000000,104934.89000000,9413802.90160000,10217
1651125600000,2022-04-28 06:00:00,LUNA/USDT,89.20000000,89.81000000,89.13000000,89.53000000,44141.27000000,3950353.01870000,7771
1651122000000,2022-04-28 05:00:00,LUNA/USDT,89.63000000,89.80000000,88.97000000,89.20000000,63770.57000000,5701125.83930000,7544
1651118400000,2022-04-28 04:00:00,LUNA/USDT,90.06000000,90.12000000,89.61000000,89.61000000,43477.94000000,3906608.93720000,4564
1651114800000,2022-04-28 03:00:00,LUNA/USDT,90.31000000,90.52000000,89.90000000,90.05000000,59267.20000000,5346062.82550000,7123
1651111200000,2022-04-28 02:00:00,LUNA/USDT,89.53000000,90.48000000,89.46000000,90.31000000,51792.61000000,4661244.89200000,6539
1651107600000,2022-04-28 01:00:00,LUNA/USDT,89.80000000,90.47000000,89.38000000,89.54000000,97512.00000000,8768852.48210000,11004
1651104000000,2022-04-28 00:00:00,LUNA/USDT,89.02000000,90.30000000,88.83000000,89.79000000,105633.26000000,9476020.04500000,11053
1651100400000,2022-04-27 23:00:00,LUNA/USDT,88.61000000,89.22000000,88.53000000,89.03000000,53041.81000000,4719301.56060000,4246
1651096800000,2022-04-27 22:00:00,LUNA/USDT,89.04000000,89.20000000,88.60000000,88.63000000,39012.30000000,3467012.27190000,4129
1651093200000,2022-04-27 21:00:00,LUNA/USDT,88.84000000,89.49000000,88.73000000,89.04000000,39938.83000000,3559779.31750000,4445
1651089600000,2022-04-27 20:00:00,LUNA/USDT,88.32000000,89.32000000,88.27000000,88.84000000,81224.34000000,7215903.26840000,8162
1651086000000,2022-04-27 19:00:00,LUNA/USDT,88.67000000,88.78000000,88.03000000,88.33000000,88564.93000000,7824457.23340000,8963
1651082400000,2022-04-27 18:00:00,LUNA/USDT,89.01000000,89.41000000,88.64000000,88.72000000,69762.63000000,6216608.37910000,6443
1651078800000,2022-04-27 17:00:00,LUNA/USDT,89.35000000,89.50000000,88.68000000,89.00000000,102157.50000000,9099226.76540000,8135
1651075200000,2022-04-27 16:00:00,LUNA/USDT,88.97000000,89.58000000,88.78000000,89.34000000,104108.22000000,9295236.60930000,11043
1651071600000,2022-04-27 15:00:00,LUNA/USDT,88.51000000,89.17000000,88.29000000,88.95000000,128590.27000000,11408150.27880000,12559
1651068000000,2022-04-27 14:00:00,LUNA/USDT,90.00000000,90.14000000,88.16000000,88.52000000,293882.05000000,26116468.68400000,28007
1651064400000,2022-04-27 13:00:00,LUNA/USDT,88.42000000,90.64000000,88.42000000,89.99000000,235372.77000000,21117768.17380000,21347
1651060800000,2022-04-27 12:00:00,LUNA/USDT,88.83000000,89.15000000,88.32000000,88.42000000,97722.42000000,8673241.70420000,9654
1651057200000,2022-04-27 11:00:00,LUNA/USDT,89.39000000,89.41000000,87.91000000,88.82000000,141091.41000000,12496512.36240000,14680
1651053600000,2022-04-27 10:00:00,LUNA/USDT,89.57000000,89.64000000,89.00000000,89.39000000,52885.10000000,4721233.30640000,6380
1651050000000,2022-04-27 09:00:00,LUNA/USDT,89.17000000,89.79000000,88.91000000,89.57000000,92781.14000000,8287913.77460000,10319
1651046400000,2022-04-27 08:00:00,LUNA/USDT,90.50000000,90.64000000,88.43000000,89.17000000,258969.13000000,23215516.12670000,24782
1651042800000,2022-04-27 07:00:00,LUNA/USDT,89.41000000,90.50000000,89.41000000,90.50000000,177375.74000000,15945372.36140000,17795
1651039200000,2022-04-27 06:00:00,LUNA/USDT,88.28000000,89.53000000,88.08000000,89.41000000,134961.55000000,11987950.58550000,12030
1651035600000,2022-04-27 05:00:00,LUNA/USDT,87.94000000,88.82000000,87.84000000,88.26000000,100454.17000000,8881494.26970000,8630
1651032000000,2022-04-27 04:00:00,LUNA/USDT,87.68000000,88.40000000,87.50000000,87.93000000,86453.66000000,7608943.90070000,8861
1651028400000,2022-04-27 03:00:00,LUNA/USDT,88.70000000,88.76000000,87.51000000,87.68000000,115571.88000000,10194851.12330000,11012
1651024800000,2022-04-27 02:00:00,LUNA/USDT,88.98000000,89.02000000,88.43000000,88.71000000,91331.74000000,8103826.93830000,9589
1651021200000,2022-04-27 01:00:00,LUNA/USDT,88.91000000,89.29000000,88.74000000,88.97000000,92627.21000000,8242987.41490000,9063
1651017600000,2022-04-27 00:00:00,LUNA/USDT,88.43000000,89.17000000,88.12000000,88.93000000,132648.17000000,11769747.48650000,13766
1651014000000,2022-04-26 23:00:00,LUNA/USDT,88.83000000,89.05000000,87.36000000,88.43000000,134482.72000000,11881002.79190000,14857
1651010400000,2022-04-26 22:00:00,LUNA/USDT,89.09000000,89.30000000,88.69000000,88.86000000,86116.37000000,7663952.19780000,9642
1651006800000,2022-04-26 21:00:00,LUNA/USDT,88.98000000,89.52000000,88.46000000,89.09000000,133645.84000000,11906996.07850000,13352
1651003200000,2022-04-26 20:00:00,LUNA/USDT,88.46000000,89.20000000,87.34000000,88.98000000,266668.79000000,23516846.81820000,26591
1650999600000,2022-04-26 19:00:00,LUNA/USDT,89.32000000,89.39000000,86.74000000,88.45000000,380610.18000000,33572970.07740000,42140
1650996000000,2022-04-26 18:00:00,LUNA/USDT,89.75000000,89.76000000,88.60000000,89.32000000,219658.52000000,19560522.37990000,20691
1650992400000,2022-04-26 17:00:00,LUNA/USDT,89.57000000,90.31000000,88.31000000,89.77000000,279694.24000000,24950158.20200000,34000
