https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR,Volume USDT,tradecount
1652497200000,2022-05-14 03:00:00,NEAR/USDT,6.55800000,6.73700000,6.54200000,6.64800000,556559.50000000,3688748.04850000,13273
1652493600000,2022-05-14 02:00:00,NEAR/USDT,6.77100000,6.86500000,6.54800000,6.56000000,798985.90000000,5371045.08490000,16267
1652490000000,2022-05-14 01:00:00,NEAR/USDT,6.62400000,6.89200000,6.52700000,6.77100000,771193.20000000,5190023.98400000,17121
1652486400000,2022-05-14 00:00:00,NEAR/USDT,6.53100000,6.70600000,6.50300000,6.62500000,862448.80000000,5702811.81000000,20306
1652482800000,2022-05-13 23:00:00,NEAR/USDT,6.64500000,6.71500000,6.41600000,6.53000000,907825.50000000,5929199.43710000,19527
1652479200000,2022-05-13 22:00:00,NEAR/USDT,6.78000000,6.87300000,6.57700000,6.64500000,1034221.80000000,6938796.17790000,25498
1652475600000,2022-05-13 21:00:00,NEAR/USDT,6.34000000,6.82800000,6.29500000,6.78000000,988265.90000000,6452778.57710000,19607
1652472000000,2022-05-13 20:00:00,NEAR/USDT,6.27600000,6.51800000,6.08200000,6.34000000,2009399.50000000,12639421.02800000,30369
1652468400000,2022-05-13 19:00:00,NEAR/USDT,6.59300000,6.59400000,6.20500000,6.27700000,2408587.60000000,15399313.50770000,30886
1652464800000,2022-05-13 18:00:00,NEAR/USDT,6.67000000,6.83100000,6.49200000,6.59300000,2630246.60000000,17429391.50310000,33542
1652461200000,2022-05-13 17:00:00,NEAR/USDT,6.78400000,6.99400000,6.63700000,6.67000000,1246186.50000000,8494876.67310000,21243
1652457600000,2022-05-13 16:00:00,NEAR/USDT,7.15600000,7.23000000,6.77200000,6.78700000,2084939.20000000,14555295.10710000,29953
1652454000000,2022-05-13 15:00:00,NEAR/USDT,7.48100000,7.49300000,7.09400000,7.15400000,1332261.40000000,9708183.16550000,20676
1652450400000,2022-05-13 14:00:00,NEAR/USDT,7.45500000,7.60900000,7.34400000,7.47900000,1427538.80000000,10686193.39100000,23881
1652446800000,2022-05-13 13:00:00,NEAR/USDT,7.50500000,7.51600000,7.20900000,7.45400000,1832727.10000000,13487136.38620000,33653
1652443200000,2022-05-13 12:00:00,NEAR/USDT,7.59000000,7.66100000,7.38200000,7.50600000,1414538.90000000,10639094.21500000,30236
1652439600000,2022-05-13 11:00:00,NEAR/USDT,7.31800000,7.63000000,7.21300000,7.58800000,1557356.20000000,11519446.70170000,26705
1652436000000,2022-05-13 10:00:00,NEAR/USDT,7.20200000,7.37200000,7.02800000,7.31800000,1276373.90000000,9172926.33310000,18274
1652432400000,2022-05-13 09:00:00,NEAR/USDT,7.19800000,7.45600000,7.17600000,7.20200000,1440342.80000000,10496346.63000000,23182
1652428800000,2022-05-13 08:00:00,NEAR/USDT,6.94100000,7.21400000,6.93700000,7.19900000,1194883.40000000,8476744.76900000,19610
1652425200000,2022-05-13 07:00:00,NEAR/USDT,7.22800000,7.26800000,6.92600000,6.93800000,1547080.30000000,11009795.98260000,25689
1652421600000,2022-05-13 06:00:00,NEAR/USDT,7.26800000,7.46800000,7.20300000,7.22700000,1394790.20000000,10244033.99510000,22147
1652418000000,2022-05-13 05:00:00,NEAR/USDT,7.11900000,7.55300000,7.02900000,7.27000000,2423682.30000000,17778856.59520000,37303
1652414400000,2022-05-13 04:00:00,NEAR/USDT,7.10900000,7.13800000,6.93300000,7.11500000,1365482.00000000,9583661.63760000,21527
1652410800000,2022-05-13 03:00:00,NEAR/USDT,6.83700000,7.29100000,6.76700000,7.10900000,2263218.70000000,15854936.81210000,39407
1652407200000,2022-05-13 02:00:00,NEAR/USDT,6.62700000,6.99200000,6.55000000,6.83800000,1793377.30000000,12209681.72830000,30604
1652403600000,2022-05-13 01:00:00,NEAR/USDT,6.65500000,6.93000000,6.49500000,6.62500000,1349286.80000000,9034688.19580000,30873
1652400000000,2022-05-13 00:00:00,NEAR/USDT,6.41500000,6.69000000,6.31300000,6.66000000,1284207.50000000,8375639.89940000,29831
1652396400000,2022-05-12 23:00:00,NEAR/USDT,6.18600000,6.59100000,6.18500000,6.42100000,1114101.80000000,7148850.91180000,25986
1652392800000,2022-05-12 22:00:00,NEAR/USDT,6.19200000,6.25400000,5.99500000,6.18800000,856264.30000000,5231462.87460000,15993
1652389200000,2022-05-12 21:00:00,NEAR/USDT,6.31300000,6.32700000,6.05900000,6.19400000,664114.90000000,4108829.25540000,10697
1652385600000,2022-05-12 20:00:00,NEAR/USDT,6.59700000,6.65200000,6.30900000,6.31400000,666046.50000000,4290663.37970000,11061
1652382000000,2022-05-12 19:00:00,NEAR/USDT,6.30200000,6.70700000,6.29500000,6.59300000,817501.50000000,5343884.57240000,15349
1652378400000,2022-05-12 18:00:00,NEAR/USDT,6.52800000,6.60000000,6.26200000,6.30400000,803483.70000000,5178370.74390000,15829
1652374800000,2022-05-12 17:00:00,NEAR/USDT,6.93500000,6.93800000,6.48500000,6.52800000,1097499.80000000,7347708.62060000,18777
1652371200000,2022-05-12 16:00:00,NEAR/USDT,6.61500000,7.35000000,6.59700000,6.93500000,1974745.80000000,13792379.43500000,34621
1652367600000,2022-05-12 15:00:00,NEAR/USDT,6.60400000,7.08600000,6.49100000,6.61600000,2586627.10000000,17647620.97930000,39610
1652364000000,2022-05-12 14:00:00,NEAR/USDT,6.05500000,6.60700000,6.00100000,6.59700000,1029474.60000000,6472318.56940000,19398
1652360400000,2022-05-12 13:00:00,NEAR/USDT,6.16400000,6.37300000,5.95000000,6.05700000,1269737.20000000,7826382.35940000,21508
1652356800000,2022-05-12 12:00:00,NEAR/USDT,6.16400000,6.33000000,5.93400000,6.16700000,1430025.40000000,8761122.14750000,24924
1652353200000,2022-05-12 11:00:00,NEAR/USDT,6.33000000,6.66600000,6.10100000,6.16200000,2183576.40000000,13842634.44070000,33543
1652349600000,2022-05-12 10:00:00,NEAR/USDT,6.01600000,6.41000000,5.87400000,6.33100000,1386656.00000000,8474834.96140000,28694
1652346000000,2022-05-12 09:00:00,NEAR/USDT,6.08700000,6.29100000,5.90700000,6.01600000,1469548.80000000,8933017.71450000,29281
1652342400000,2022-05-12 08:00:00,NEAR/USDT,6.15500000,6.25400000,5.89100000,6.08500000,1895321.20000000,11481058.51630000,33348
1652338800000,2022-05-12 07:00:00,NEAR/USDT,5.53400000,6.33300000,5.37500000,6.14700000,3849454.60000000,22590396.07030000,59921
1652335200000,2022-05-12 06:00:00,NEAR/USDT,5.47600000,6.09800000,5.40000000,5.53500000,3249365.00000000,18452010.77310000,48876
1652331600000,2022-05-12 05:00:00,NEAR/USDT,5.74800000,5.79000000,5.26000000,5.47200000,3956243.50000000,21723290.48490000,56978
1652328000000,2022-05-12 04:00:00,NEAR/USDT,5.72700000,5.99900000,5.42300000,5.74400000,4363214.50000000,24820585.18900000,59120
1652324400000,2022-05-12 03:00:00,NEAR/USDT,6.13900000,6.25300000,5.64100000,5.73000000,3855609.00000000,22716061.33700000,52690
1652320800000,2022-05-12 02:00:00,NEAR/USDT,6.49700000,6.55300000,6.11800000,6.14000000,2109044.90000000,13368985.42790000,35584
1652317200000,2022-05-12 01:00:00,NEAR/USDT,6.89700000,6.97100000,6.45400000,6.49800000,1507299.20000000,10124905.92430000,28594
1652313600000,2022-05-12 00:00:00,NEAR/USDT,6.51200000,7.10500000,6.34500000,6.90000000,2472867.80000000,16780675.02000000,41712
1652310000000,2022-05-11 23:00:00,NEAR/USDT,6.48800000,6.61800000,6.20300000,6.50800000,1604233.50000000,10252617.91180000,20110
1652306400000,2022-05-11 22:00:00,NEAR/USDT,6.47400000,6.63900000,6.24500000,6.48600000,1629613.80000000,10502626.76760000,20340
1652302800000,2022-05-11 21:00:00,NEAR/USDT,6.18900000,6.58000000,5.94700000,6.47500000,2177916.40000000,13552810.61010000,24714
1652299200000,2022-05-11 20:00:00,NEAR/USDT,6.61700000,6.78400000,6.15500000,6.18900000,1694161.00000000,10953897.19250000,20184
1652295600000,2022-05-11 19:00:00,NEAR/USDT,6.99700000,7.01700000,6.40800000,6.62000000,2191058.00000000,14611160.57350000,25831
1652292000000,2022-05-11 18:00:00,NEAR/USDT,7.13500000,7.38200000,6.95900000,7.00300000,1562473.80000000,11200013.72990000,21885
1652288400000,2022-05-11 17:00:00,NEAR/USDT,7.10100000,7.31600000,6.76700000,7.12400000,2230472.10000000,15768170.80400000,32014
1652284800000,2022-05-11 16:00:00,NEAR/USDT,7.47200000,7.67700000,6.99000000,7.09900000,2085699.00000000,15326964.54130000,39995
1652281200000,2022-05-11 15:00:00,NEAR/USDT,7.88600000,7.91300000,7.39300000,7.46700000,3206832.60000000,24246577.49420000,47616
1652277600000,2022-05-11 14:00:00,NEAR/USDT,7.81000000,8.44900000,7.57000000,7.88600000,4104098.60000000,32216141.97450000,78475
1652274000000,2022-05-11 13:00:00,NEAR/USDT,5.91800000,8.79500000,5.75000000,7.81200000,8139186.20000000,56942673.10110000,145902
1652270400000,2022-05-11 12:00:00,NEAR/USDT,7.86700000,8.21100000,5.30000000,5.94300000,8757244.40000000,58911988.50770000,141967
1652266800000,2022-05-11 11:00:00,NEAR/USDT,8.42600000,8.56800000,7.80800000,7.86800000,2432532.70000000,19968599.29830000,57268
1652263200000,2022-05-11 10:00:00,NEAR/USDT,8.79900000,9.07000000,8.41700000,8.42700000,2348031.80000000,20506225.72600000,53901
1652259600000,2022-05-11 09:00:00,NEAR/USDT,8.69800000,8.89000000,8.39700000,8.79800000,2003274.60000000,17243956.83670000,45658
1652256000000,2022-05-11 08:00:00,NEAR/USDT,8.35900000,8.72600000,8.24400000,8.69800000,2452104.60000000,20859428.34570000,52934
1652252400000,2022-05-11 07:00:00,NEAR/USDT,8.42400000,8.76800000,7.71700000,8.36400000,4406118.90000000,36331120.80870000,86851
1652248800000,2022-05-11 06:00:00,NEAR/USDT,9.23400000,9.28400000,8.28600000,8.42400000,2591396.20000000,22760861.52790000,52194
1652245200000,2022-05-11 05:00:00,NEAR/USDT,9.27800000,9.58000000,9.12800000,9.23500000,1383402.20000000,12921328.39410000,33374
1652241600000,2022-05-11 04:00:00,NEAR/USDT,9.46900000,9.62800000,9.22300000,9.27700000,1148993.50000000,10823770.81060000,27679
1652238000000,2022-05-11 03:00:00,NEAR/USDT,9.70100000,9.79600000,9.44500000,9.46900000,823161.40000000,7887807.60900000,22306
1652234400000,2022-05-11 02:00:00,NEAR/USDT,9.28000000,9.75100000,9.20300000,9.69800000,1201389.00000000,11431070.31400000,31469
1652230800000,2022-05-11 01:00:00,NEAR/USDT,9.58700000,9.66400000,9.25500000,9.27800000,988660.60000000,9333739.06480000,26487
1652227200000,2022-05-11 00:00:00,NEAR/USDT,9.56800000,9.89300000,9.51800000,9.58700000,1334197.10000000,12962358.35020000,32032
1652223600000,2022-05-10 23:00:00,NEAR/USDT,9.40400000,9.71900000,9.37800000,9.56300000,971755.40000000,9305177.91370000,18056
1652220000000,2022-05-10 22:00:00,NEAR/USDT,9.07200000,9.56100000,9.03300000,9.40000000,1216751.80000000,11317181.92860000,21926
1652216400000,2022-05-10 21:00:00,NEAR/USDT,9.62100000,9.70000000,9.01000000,9.07100000,1019501.30000000,9485782.15430000,17961
1652212800000,2022-05-10 20:00:00,NEAR/USDT,9.86500000,9.86700000,9.55300000,9.61900000,550155.70000000,5334154.89620000,11607
1652209200000,2022-05-10 19:00:00,NEAR/USDT,10.03000000,10.11300000,9.78200000,9.86500000,500551.50000000,4965819.94990000,12302
1652205600000,2022-05-10 18:00:00,NEAR/USDT,10.23100000,10.24100000,10.00600000,10.02900000,411864.80000000,4166625.65980000,11773
1652202000000,2022-05-10 17:00:00,NEAR/USDT,9.88400000,10.28900000,9.88100000,10.23100000,630494.30000000,6367080.49480000,15400
1652198400000,2022-05-10 16:00:00,NEAR/USDT,10.09600000,10.17100000,9.81000000,9.88200000,697107.00000000,6947111.18010000,18095
1652194800000,2022-05-10 15:00:00,NEAR/USDT,9.92900000,10.28600000,9.70200000,10.09600000,1495075.40000000,14916799.12810000,31191
1652191200000,2022-05-10 14:00:00,NEAR/USDT,10.39400000,10.52200000,9.85800000,9.93300000,1388838.50000000,14140344.94620000,30510
1652187600000,2022-05-10 13:00:00,NEAR/USDT,10.58100000,10.68700000,10.22000000,10.39300000,1314358.10000000,13735664.58590000,28440
1652184000000,2022-05-10 12:00:00,NEAR/USDT,10.43800000,10.69200000,10.31800000,10.58300000,1029343.50000000,10841046.84910000,21895
1652180400000,2022-05-10 11:00:00,NEAR/USDT,10.19100000,10.54800000,10.13400000,10.44100000,889560.40000000,9249824.45760000,20552
1652176800000,2022-05-10 10:00:00,NEAR/USDT,10.28300000,10.39000000,10.15500000,10.19100000,737928.20000000,7572579.81510000,20766
1652173200000,2022-05-10 09:00:00,NEAR/USDT,10.37000000,10.48000000,10.18600000,10.28400000,1086950.00000000,11228043.42310000,31225
1652169600000,2022-05-10 08:00:00,NEAR/USDT,10.32300000,10.63100000,10.30600000,10.37100000,1009584.70000000,10588248.92380000,23612
1652166000000,2022-05-10 07:00:00,NEAR/USDT,10.48400000,10.63500000,10.25000000,10.32300000,1424598.10000000,14815888.14850000,32941
1652162400000,2022-05-10 06:00:00,NEAR/USDT,10.28900000,10.92700000,10.24300000,10.48400000,2101095.40000000,22266921.63050000,52775
1652158800000,2022-05-10 05:00:00,NEAR/USDT,9.78400000,10.38500000,9.77200000,10.29200000,1868317.40000000,18801907.42680000,46856
1652155200000,2022-05-10 04:00:00,NEAR/USDT,9.34900000,9.83700000,9.30600000,9.78500000,1309355.60000000,12588294.61970000,38637
1652151600000,2022-05-10 03:00:00,NEAR/USDT,9.62000000,9.71800000,9.34300000,9.35200000,1229278.60000000,11718528.84610000,37883
1652148000000,2022-05-10 02:00:00,NEAR/USDT,9.54900000,9.79600000,9.44300000,9.62500000,1496093.30000000,14422549.27350000,40650
1652144400000,2022-05-10 01:00:00,NEAR/USDT,9.55800000,10.04900000,9.46700000,9.55100000,2363975.60000000,22924930.50320000,66695
1652140800000,2022-05-10 00:00:00,NEAR/USDT,9.39800000,9.66800000,8.86000000,9.55500000,4422422.00000000,40902894.09240000,107578
1652137200000,2022-05-09 23:00:00,NEAR/USDT,9.99200000,10.14300000,9.35000000,9.39900000,1880748.20000000,18278878.80920000,37865
1652133600000,2022-05-09 22:00:00,NEAR/USDT,9.98400000,10.24900000,9.91200000,9.99400000,615694.90000000,6215896.54080000,15866
1652130000000,2022-05-09 21:00:00,NEAR/USDT,10.18700000,10.30500000,9.92000000,9.98200000,726004.10000000,7379443.39950000,16670
1652126400000,2022-05-09 20:00:00,NEAR/USDT,10.07900000,10.58000000,10.01400000,10.18600000,1842530.70000000,18977743.47520000,35008
1652122800000,2022-05-09 19:00:00,NEAR/USDT,10.35100000,10.47300000,9.76800000,10.07900000,2083470.80000000,20956174.52810000,44361
1652119200000,2022-05-09 18:00:00,NEAR/USDT,10.49400000,10.72000000,10.06900000,10.34800000,2422215.00000000,25206912.60910000,51198
1652115600000,2022-05-09 17:00:00,NEAR/USDT,10.36000000,10.75700000,10.15900000,10.49200000,2294293.20000000,24100707.66050000,52674
1652112000000,2022-05-09 16:00:00,NEAR/USDT,10.89500000,10.96100000,10.12200000,10.36500000,2004725.10000000,21083824.97380000,47881
1652108400000,2022-05-09 15:00:00,NEAR/USDT,11.10300000,11.27200000,10.76700000,10.89500000,1685089.50000000,18549428.46330000,37783
1652104800000,2022-05-09 14:00:00,NEAR/USDT,11.25100000,11.30500000,10.92900000,11.10400000,1336020.00000000,14850591.33640000,36593
1652101200000,2022-05-09 13:00:00,NEAR/USDT,11.08000000,11.50000000,10.84200000,11.25000000,1939116.90000000,21678032.86650000,49915
1652097600000,2022-05-09 12:00:00,NEAR/USDT,11.25000000,11.36000000,11.05700000,11.07100000,1065575.10000000,11920224.91560000,29598
1652094000000,2022-05-09 11:00:00,NEAR/USDT,10.80600000,11.28900000,10.67800000,11.25300000,1294876.70000000,14146130.98740000,32408
1652090400000,2022-05-09 10:00:00,NEAR/USDT,11.11600000,11.16000000,10.70400000,10.80100000,1522401.30000000,16632364.59820000,37565
1652086800000,2022-05-09 09:00:00,NEAR/USDT,11.34000000,11.34300000,11.08800000,11.11600000,613022.50000000,6851376.57680000,20364
1652083200000,2022-05-09 08:00:00,NEAR/USDT,11.20300000,11.35200000,11.06900000,11.33900000,815600.80000000,9150090.19770000,25053
1652079600000,2022-05-09 07:00:00,NEAR/USDT,11.31900000,11.50000000,11.18800000,11.20000000,810104.50000000,9172032.43020000,21986
1652076000000,2022-05-09 06:00:00,NEAR/USDT,11.11300000,11.68600000,10.91600000,11.31900000,1709468.20000000,19366475.80530000,55496
1652072400000,2022-05-09 05:00:00,NEAR/USDT,11.15000000,11.25800000,11.02800000,11.11400000,680436.30000000,7571140.18210000,16464
1652068800000,2022-05-09 04:00:00,NEAR/USDT,11.23400000,11.30300000,11.08300000,11.15000000,530616.20000000,5944775.86430000,14932
1652065200000,2022-05-09 03:00:00,NEAR/USDT,11.04700000,11.33200000,10.95700000,11.23400000,956586.00000000,10719424.39840000,26956
1652061600000,2022-05-09 02:00:00,NEAR/USDT,11.30200000,11.32900000,10.89600000,11.05000000,1379005.40000000,15273012.86970000,34971
1652058000000,2022-05-09 01:00:00,NEAR/USDT,11.42200000,11.49400000,11.19200000,11.30300000,812089.20000000,9218390.97660000,23835
1652054400000,2022-05-09 00:00:00,NEAR/USDT,11.14700000,11.46000000,11.03500000,11.42200000,1092115.40000000,12271655.24420000,28831
1652050800000,2022-05-08 23:00:00,NEAR/USDT,10.99900000,11.20600000,10.96600000,11.14500000,910829.70000000,10102510.45020000,21187
1652047200000,2022-05-08 22:00:00,NEAR/USDT,10.94600000,11.19000000,10.81300000,10.99700000,1002905.00000000,11044818.72930000,27097
1652043600000,2022-05-08 21:00:00,NEAR/USDT,11.17100000,11.20000000,10.92400000,10.94800000,616072.00000000,6819477.88270000,16895
1652040000000,2022-05-08 20:00:00,NEAR/USDT,10.89800000,11.25700000,10.89400000,11.17200000,1358076.40000000,15046771.40540000,29255
1652036400000,2022-05-08 19:00:00,NEAR/USDT,10.45500000,10.93600000,10.42100000,10.89500000,845312.60000000,9066402.64530000,16202
1652032800000,2022-05-08 18:00:00,NEAR/USDT,10.26300000,10.45500000,10.14500000,10.45500000,467686.50000000,4816788.77720000,12968
1652029200000,2022-05-08 17:00:00,NEAR/USDT,10.29300000,10.30000000,10.04500000,10.26300000,1235548.00000000,12574777.64410000,25948
1652025600000,2022-05-08 16:00:00,NEAR/USDT,10.44600000,10.59400000,10.28600000,10.29400000,622811.00000000,6517618.23820000,12728
1652022000000,2022-05-08 15:00:00,NEAR/USDT,10.53900000,10.61100000,10.44600000,10.44900000,376187.10000000,3966343.78890000,13301
1652018400000,2022-05-08 14:00:00,NEAR/USDT,10.48800000,10.64100000,10.44100000,10.53900000,929672.20000000,9797264.51730000,19868
1652014800000,2022-05-08 13:00:00,NEAR/USDT,10.47700000,10.82100000,10.39500000,10.48700000,1055217.70000000,11209042.72730000,29286
1652011200000,2022-05-08 12:00:00,NEAR/USDT,10.63400000,10.70700000,10.40700000,10.47700000,499968.30000000,5271553.82700000,13500
1652007600000,2022-05-08 11:00:00,NEAR/USDT,10.54300000,10.69300000,10.52700000,10.63500000,622838.70000000,6608355.89720000,13355
1652004000000,2022-05-08 10:00:00,NEAR/USDT,10.23100000,10.58600000,10.19300000,10.54200000,652592.10000000,6817830.09320000,14494
1652000400000,2022-05-08 09:00:00,NEAR/USDT,10.32700000,10.37200000,10.20600000,10.22900000,206670.20000000,2124286.29170000,5814
1651996800000,2022-05-08 08:00:00,NEAR/USDT,10.23000000,10.37000000,10.22600000,10.33000000,209369.70000000,2157669.88000000,6175
1651993200000,2022-05-08 07:00:00,NEAR/USDT,10.31400000,10.38800000,10.21600000,10.23000000,265064.90000000,2729008.88030000,7118
1651989600000,2022-05-08 06:00:00,NEAR/USDT,10.19400000,10.36600000,10.19400000,10.31400000,295735.20000000,3039179.87980000,7720
1651986000000,2022-05-08 05:00:00,NEAR/USDT,10.17000000,10.26400000,10.13000000,10.19300000,253277.80000000,2582172.98300000,7351
1651982400000,2022-05-08 04:00:00,NEAR/USDT,10.20400000,10.39500000,10.17000000,10.17000000,463377.00000000,4762715.53070000,10835
1651978800000,2022-05-08 03:00:00,NEAR/USDT,10.09600000,10.21300000,9.98000000,10.20400000,583916.90000000,5908771.73500000,14375
1651975200000,2022-05-08 02:00:00,NEAR/USDT,10.06300000,10.11600000,9.85000000,10.09600000,1443117.30000000,14424441.56380000,30928
1651971600000,2022-05-08 01:00:00,NEAR/USDT,10.24400000,10.32600000,10.06200000,10.06300000,622818.80000000,6344654.42440000,14925
1651968000000,2022-05-08 00:00:00,NEAR/USDT,10.43600000,10.46700000,10.20400000,10.24200000,461744.70000000,4774257.14010000,11618
1651964400000,2022-05-07 23:00:00,NEAR/USDT,10.17600000,10.53200000,10.14900000,10.43800000,703523.10000000,7294160.65860000,14768
1651960800000,2022-05-07 22:00:00,NEAR/USDT,10.20900000,10.45500000,10.03300000,10.17800000,879986.90000000,8998969.71000000,17894
1651957200000,2022-05-07 21:00:00,NEAR/USDT,10.54800000,10.58600000,10.20000000,10.20200000,504174.10000000,5226293.02060000,12260
1651953600000,2022-05-07 20:00:00,NEAR/USDT,10.63900000,10.64000000,10.48200000,10.54600000,248605.90000000,2623151.74500000,5300
1651950000000,2022-05-07 19:00:00,NEAR/USDT,10.68200000,10.72300000,10.62600000,10.64000000,158105.80000000,1687393.21840000,3173
1651946400000,2022-05-07 18:00:00,NEAR/USDT,10.61700000,10.75600000,10.61200000,10.68300000,205578.80000000,2199802.18580000,4473
1651942800000,2022-05-07 17:00:00,NEAR/USDT,10.68100000,10.68600000,10.58100000,10.62100000,149583.60000000,1589047.46590000,3534
1651939200000,2022-05-07 16:00:00,NEAR/USDT,10.70800000,10.72600000,10.59200000,10.68100000,190760.70000000,2033013.51100000,4841
1651935600000,2022-05-07 15:00:00,NEAR/USDT,10.68400000,10.74900000,10.63700000,10.70700000,223790.10000000,2392840.26620000,6689
1651932000000,2022-05-07 14:00:00,NEAR/USDT,10.60500000,10.70100000,10.59100000,10.68400000,209266.00000000,2229167.10820000,6664
1651928400000,2022-05-07 13:00:00,NEAR/USDT,10.74000000,10.76800000,10.58400000,10.60500000,368241.30000000,3919067.80690000,10130
1651924800000,2022-05-07 12:00:00,NEAR/USDT,10.73500000,10.78200000,10.63300000,10.74100000,364206.90000000,3900195.55370000,8882
1651921200000,2022-05-07 11:00:00,NEAR/USDT,10.70100000,10.81100000,10.67800000,10.73500000,390360.80000000,4195804.87840000,9751
1651917600000,2022-05-07 10:00:00,NEAR/USDT,10.59100000,10.75700000,10.55300000,10.70000000,306440.20000000,3269401.07440000,8008
1651914000000,2022-05-07 09:00:00,NEAR/USDT,10.69400000,10.73000000,10.57300000,10.59500000,307236.40000000,3272368.80570000,8111
1651910400000,2022-05-07 08:00:00,NEAR/USDT,10.59900000,10.75300000,10.57400000,10.69300000,418197.50000000,4462147.51180000,11187
1651906800000,2022-05-07 07:00:00,NEAR/USDT,10.42000000,10.64600000,10.37500000,10.60000000,352891.00000000,3709366.33160000,8920
1651903200000,2022-05-07 06:00:00,NEAR/USDT,10.49800000,10.51200000,10.41800000,10.42500000,258048.30000000,2699612.25770000,6815
1651899600000,2022-05-07 05:00:00,NEAR/USDT,10.31500000,10.50100000,10.28300000,10.49900000,378067.70000000,3933368.77420000,9147
1651896000000,2022-05-07 04:00:00,NEAR/USDT,10.49500000,10.53600000,10.30000000,10.31100000,478055.30000000,4970875.66930000,11934
1651892400000,2022-05-07 03:00:00,NEAR/USDT,10.58400000,10.60500000,10.45800000,10.49300000,364652.30000000,3837347.01560000,9351
1651888800000,2022-05-07 02:00:00,NEAR/USDT,10.69800000,10.71400000,10.56400000,10.58400000,281421.20000000,2989257.23170000,7793
1651885200000,2022-05-07 01:00:00,NEAR/USDT,10.67400000,10.76600000,10.63100000,10.69800000,274094.10000000,2932890.36940000,8427
1651881600000,2022-05-07 00:00:00,NEAR/USDT,10.77900000,10.86000000,10.66000000,10.67400000,436641.30000000,4692174.20320000,10890
1651878000000,2022-05-06 23:00:00,NEAR/USDT,10.88400000,10.96900000,10.75600000,10.77900000,287186.20000000,3121751.73100000,6071
1651874400000,2022-05-06 22:00:00,NEAR/USDT,10.76300000,10.93100000,10.70000000,10.88500000,241402.10000000,2612079.09560000,6032
1651870800000,2022-05-06 21:00:00,NEAR/USDT,10.83300000,10.85500000,10.70000000,10.76300000,152726.60000000,1648200.75010000,3840
1651867200000,2022-05-06 20:00:00,NEAR/USDT,10.74300000,10.84900000,10.66300000,10.83100000,183308.30000000,1969766.65190000,4539
1651863600000,2022-05-06 19:00:00,NEAR/USDT,10.67800000,10.81400000,10.61600000,10.74100000,337007.20000000,3614403.69350000,7888
1651860000000,2022-05-06 18:00:00,NEAR/USDT,10.71300000,10.74000000,10.58300000,10.68100000,292490.30000000,3122755.48330000,7018
1651856400000,2022-05-06 17:00:00,NEAR/USDT,10.86300000,10.87200000,10.66300000,10.71200000,357813.10000000,3848144.52600000,8702
1651852800000,2022-05-06 16:00:00,NEAR/USDT,10.74400000,10.88500000,10.67000000,10.86300000,699932.90000000,7542833.23800000,13655
1651849200000,2022-05-06 15:00:00,NEAR/USDT,10.84500000,11.03500000,10.72000000,10.74400000,1028004.60000000,11192361.71730000,18686
1651845600000,2022-05-06 14:00:00,NEAR/USDT,10.59700000,10.87800000,10.54700000,10.84500000,987074.50000000,10566855.11990000,22887
1651842000000,2022-05-06 13:00:00,NEAR/USDT,10.66500000,10.77200000,10.42100000,10.59500000,1196642.50000000,12651806.24060000,26643
1651838400000,2022-05-06 12:00:00,NEAR/USDT,10.57500000,10.88400000,10.51500000,10.66700000,1070469.40000000,11476299.35440000,22714
1651834800000,2022-05-06 11:00:00,NEAR/USDT,10.62900000,10.72600000,10.41800000,10.57500000,1212028.20000000,12791042.97550000,24514
1651831200000,2022-05-06 10:00:00,NEAR/USDT,10.92600000,10.94000000,10.55100000,10.62900000,511065.00000000,5483340.86370000,13289
1651827600000,2022-05-06 09:00:00,NEAR/USDT,10.75400000,11.00800000,10.72100000,10.92500000,381726.90000000,4151239.38620000,10374
1651824000000,2022-05-06 08:00:00,NEAR/USDT,10.71300000,10.87000000,10.64100000,10.75300000,585675.80000000,6307196.07160000,14694
1651820400000,2022-05-06 07:00:00,NEAR/USDT,10.93600000,10.98900000,10.50800000,10.71400000,1215054.90000000,12980304.84180000,24411
1651816800000,2022-05-06 06:00:00,NEAR/USDT,11.01900000,11.04400000,10.92200000,10.93500000,246769.60000000,2708884.21750000,6684
1651813200000,2022-05-06 05:00:00,NEAR/USDT,10.93300000,11.02700000,10.87200000,11.01900000,348341.50000000,3815868.12810000,8104
1651809600000,2022-05-06 04:00:00,NEAR/USDT,10.95800000,10.98500000,10.79000000,10.93200000,553607.00000000,6021656.74100000,13575
1651806000000,2022-05-06 03:00:00,NEAR/USDT,11.09000000,11.10300000,10.87200000,10.95300000,650048.20000000,7134417.80880000,10577
1651802400000,2022-05-06 02:00:00,NEAR/USDT,11.00700000,11.17500000,11.00100000,11.08600000,329111.50000000,3651791.68420000,8918
1651798800000,2022-05-06 01:00:00,NEAR/USDT,11.07300000,11.12500000,10.88500000,11.00700000,431401.70000000,4742065.01800000,11637
1651795200000,2022-05-06 00:00:00,NEAR/USDT,11.21500000,11.32800000,10.93700000,11.07000000,532624.90000000,5928704.98790000,14353
1651791600000,2022-05-05 23:00:00,NEAR/USDT,11.04000000,11.27200000,11.03800000,11.21700000,367133.20000000,4110084.33690000,8287
