           symbol       date          open  date_delta  clusterLabel
15649   IOTA/USDT 2022-03-26      0.782300        66.0           190
15650   IOTA/USDT 2022-03-25      0.804700        65.0           193
15651   IOTA/USDT 2022-03-24      0.781900        64.0           194
15652   IOTA/USDT 2022-03-23      0.774600        63.0           196
15653   IOTA/USDT 2022-03-22      0.744000        62.0           198
15654   IOTA/USDT 2022-03-21      0.751600        61.0           201
15655   IOTA/USDT 2022-03-20      0.750600        60.0           202
15656   IOTA/USDT 2022-03-19      0.728400        59.0           205
15657   IOTA/USDT 2022-03-18      0.715900        58.0           206
15658   IOTA/USDT 2022-03-17      0.723600        57.0           208
15659   IOTA/USDT 2022-03-16      0.703100        56.0           210
15660   IOTA/USDT 2022-03-15      0.712000        55.0           213
15661   IOTA/USDT 2022-03-14      0.680400        54.0           214
15662   IOTA/USDT 2022-03-13      0.699900        53.0           217
15663   IOTA/USDT 2022-03-12      0.711200        52.0           218
15664   IOTA/USDT 2022-03-11      0.732000        51.0           221
15665   IOTA/USDT 2022-03-10      0.739500        50.0           223
15666   IOTA/USDT 2022-03-09      0.704900        49.0           225
15667   IOTA/USDT 2022-03-08      0.693900        48.0           227
15668   IOTA/USDT 2022-03-07      0.693200        47.0           228
15669   IOTA/USDT 2022-03-06      0.736300        46.0           230
15670   IOTA/USDT 2022-03-05      0.710000        45.0           232
15671   IOTA/USDT 2022-03-04      0.759400        44.0           235
15672   IOTA/USDT 2022-03-03      0.787300        43.0           237
15673   IOTA/USDT 2022-03-02      0.800000        42.0           238
15674   IOTA/USDT 2022-03-01      0.796700        41.0           241
15675   IOTA/USDT 2022-02-28      0.709200        40.0           243
15676   IOTA/USDT 2022-02-27      0.745900        39.0           244
15677   IOTA/USDT 2022-02-26      0.738700        38.0           247
15678   IOTA/USDT 2022-02-25      0.695400        37.0           248
15679   IOTA/USDT 2022-02-24      0.712500        36.0           250
15680   IOTA/USDT 2022-02-23      0.750600        35.0           252
15681   IOTA/USDT 2022-02-22      0.711400        34.0           254
15682   IOTA/USDT 2022-02-21      0.786000        33.0           257
15683   IOTA/USDT 2022-02-20      0.827200        32.0           258
15684   IOTA/USDT 2022-02-19      0.801300        31.0           261
15685   IOTA/USDT 2022-02-18      0.822400        30.0           263
15686   IOTA/USDT 2022-02-17      0.893100        29.0           265
15687   IOTA/USDT 2022-02-16      0.898300        28.0           267
15688   IOTA/USDT 2022-02-15      0.846100        27.0           269
15689   IOTA/USDT 2022-02-14      0.848800        26.0           270
15690   IOTA/USDT 2022-02-13      0.874500        25.0           272
15691   IOTA/USDT 2022-02-12      0.875000        24.0           274
15692   IOTA/USDT 2022-02-11      0.948900        23.0           276
15693   IOTA/USDT 2022-02-10      1.021200        22.0           278
15694   IOTA/USDT 2022-02-09      0.986700        21.0           280
15695   IOTA/USDT 2022-02-08      0.998500        20.0           282
15696   IOTA/USDT 2022-02-07      0.959100        19.0           285
15697   IOTA/USDT 2022-02-06      0.949100        18.0           286
15698   IOTA/USDT 2022-02-05      0.956800        17.0           288
15699   IOTA/USDT 2022-02-04      0.928100        16.0           290
15700   IOTA/USDT 2022-02-03      0.840000        15.0           293
15701   IOTA/USDT 2022-02-02      0.839200        14.0           295
15702   IOTA/USDT 2022-02-01      0.834200        13.0           296
15703   IOTA/USDT 2022-01-31      0.813800        12.0           298
15704   IOTA/USDT 2022-01-30      0.830700        11.0           300
15705   IOTA/USDT 2022-01-29      0.817200        10.0           303
15706   IOTA/USDT 2022-01-28      0.802000         9.0           305
15707   IOTA/USDT 2022-01-27      0.803600         8.0           306
15708   IOTA/USDT 2022-01-26      0.811200         7.0           308
15709   IOTA/USDT 2022-01-25      0.790400         6.0           310
15710   IOTA/USDT 2022-01-24      0.815300         5.0           313
15711   IOTA/USDT 2022-01-23      0.780300         4.0           314
15712   IOTA/USDT 2022-01-22      0.856600         3.0           317
15713   IOTA/USDT 2022-01-21      1.016700         2.0           318
15714   IOTA/USDT 2022-01-20      1.049300         1.0           321
15715   IOTA/USDT 2022-01-19      1.101500         0.0           322
16423   LINK/USDT 2022-05-22      7.051000       123.0            -1
16424   LINK/USDT 2022-05-21      6.864000       122.0            -1
16425   LINK/USDT 2022-05-20      7.218000       121.0            -1
16426   LINK/USDT 2022-05-19      6.803000       120.0            -1
16427   LINK/USDT 2022-05-18      7.707000       119.0            -1
16428   LINK/USDT 2022-05-17      7.418000       118.0            -1
16429   LINK/USDT 2022-05-16      7.959000       117.0            -1
16430   LINK/USDT 2022-05-15      7.248000       116.0            -1
16431   LINK/USDT 2022-05-14      7.145000       115.0            60
16432   LINK/USDT 2022-05-13      6.562000       114.0            60
16433   LINK/USDT 2022-05-12      6.936000       113.0            60
16434   LINK/USDT 2022-05-11      8.576000       112.0            59
16435   LINK/USDT 2022-05-10      8.081000       111.0            -1
16436   LINK/USDT 2022-05-09      9.990000       110.0            59
16437   LINK/USDT 2022-05-08     10.205000       109.0            -1
16438   LINK/USDT 2022-05-07     10.781000       108.0            61
16439   LINK/USDT 2022-05-06     10.906000       107.0            61
16440   LINK/USDT 2022-05-05     12.193000       106.0            58
16441   LINK/USDT 2022-05-04     11.117000       105.0            58
16442   LINK/USDT 2022-05-03     11.168000       104.0            58
16443   LINK/USDT 2022-05-02     11.292000       103.0            58
16444   LINK/USDT 2022-05-01     10.951000       102.0            58
16445   LINK/USDT 2022-04-30     11.970000       101.0            64
16446   LINK/USDT 2022-04-29     12.653000       100.0            64
16447   LINK/USDT 2022-04-28     12.732000        99.0            64
16448   LINK/USDT 2022-04-27     12.359000        98.0            64
16449   LINK/USDT 2022-04-26     13.428000        97.0            64
16450   LINK/USDT 2022-04-25     13.257000        96.0            -1
16451   LINK/USDT 2022-04-24     13.308000        95.0            -1
16452   LINK/USDT 2022-04-23     13.577000        94.0            -1
16453   LINK/USDT 2022-04-22     13.567000        93.0            -1
16454   LINK/USDT 2022-04-21     14.022000        92.0            -1
16455   LINK/USDT 2022-04-20     14.239000        91.0            -1
16456   LINK/USDT 2022-04-19     14.046000        90.0            -1
16457   LINK/USDT 2022-04-18     13.713000        89.0            -1
16458   LINK/USDT 2022-04-17     14.145000        88.0            -1
16459   LINK/USDT 2022-04-16     14.099000        87.0            -1
16460   LINK/USDT 2022-04-15     13.636000        86.0            -1
16461   LINK/USDT 2022-04-14     14.187000        85.0            -1
16462   LINK/USDT 2022-04-13     13.970000        84.0            -1
16463   LINK/USDT 2022-04-12     13.754000        83.0            -1
16464   LINK/USDT 2022-04-11     15.226000        82.0            -1
16465   LINK/USDT 2022-04-10     15.422000        81.0            -1
16466   LINK/USDT 2022-04-09     15.115000        80.0            -1
16467   LINK/USDT 2022-04-08     15.731000        79.0            -1
16468   LINK/USDT 2022-04-07     15.397000        78.0            -1
16469   LINK/USDT 2022-04-06     16.737000        77.0            -1
16470   LINK/USDT 2022-04-05     17.506000        76.0            73
16471   LINK/USDT 2022-04-04     18.081000        75.0            73
16472   LINK/USDT 2022-04-03     17.410000        74.0            73
16473   LINK/USDT 2022-04-02     17.353000        73.0            -1
16474   LINK/USDT 2022-04-01     16.922000        72.0            -1
16475   LINK/USDT 2022-03-31     17.214000        71.0            -1
16476   LINK/USDT 2022-03-30     16.970000        70.0            -1
16477   LINK/USDT 2022-03-29     16.495000        69.0            -1
16478   LINK/USDT 2022-03-28     16.854000        68.0            -1
16479   LINK/USDT 2022-03-27     15.830000        67.0            -1
16480   LINK/USDT 2022-03-26     15.584000        66.0            -1
16481   LINK/USDT 2022-03-25     16.160000        65.0            -1
16482   LINK/USDT 2022-03-24     15.828000        64.0            -1
16483   LINK/USDT 2022-03-23     15.427000        63.0            -1
16484   LINK/USDT 2022-03-22     14.987000        62.0            -1
16485   LINK/USDT 2022-03-21     14.545000        61.0            -1
16486   LINK/USDT 2022-03-20     14.995000        60.0            -1
16487   LINK/USDT 2022-03-19     15.005000        59.0            -1
16488   LINK/USDT 2022-03-18     14.404000        58.0            -1
16489   LINK/USDT 2022-03-17     14.662000        57.0            -1
16490   LINK/USDT 2022-03-16     13.693000        56.0            -1
16491   LINK/USDT 2022-03-15     13.398000        55.0            -1
16492   LINK/USDT 2022-03-14     12.695000        54.0            -1
16493   LINK/USDT 2022-03-13     13.136000        53.0            -1
16494   LINK/USDT 2022-03-12     13.038000        52.0            -1
16495   LINK/USDT 2022-03-11     13.174000        51.0            -1
16496   LINK/USDT 2022-03-10     14.001000        50.0            -1
16497   LINK/USDT 2022-03-09     13.085000        49.0            -1
16498   LINK/USDT 2022-03-08     12.664000        48.0            -1
16499   LINK/USDT 2022-03-07     13.315000        47.0            -1
16500   LINK/USDT 2022-03-06     14.014000        46.0            -1
16501   LINK/USDT 2022-03-05     13.727000        45.0            -1
16502   LINK/USDT 2022-03-04     14.881000        44.0            -1
16503   LINK/USDT 2022-03-03     15.276000        43.0            -1
16504   LINK/USDT 2022-03-02     15.346000        42.0            -1
16505   LINK/USDT 2022-03-01     15.117000        41.0            -1
16506   LINK/USDT 2022-02-28     13.636000        40.0            -1
16507   LINK/USDT 2022-02-27     14.706000        39.0            -1
16508   LINK/USDT 2022-02-26     14.358000        38.0            -1
16509   LINK/USDT 2022-02-25     13.261000        37.0            -1
16510   LINK/USDT 2022-02-24     13.340000        36.0            -1
16511   LINK/USDT 2022-02-23     13.984000        35.0            -1
16512   LINK/USDT 2022-02-22     13.492000        34.0            -1
16513   LINK/USDT 2022-02-21     14.603000        33.0            -1
16514   LINK/USDT 2022-02-20     15.508000        32.0            -1
16515   LINK/USDT 2022-02-19     15.173000        31.0            -1
16516   LINK/USDT 2022-02-18     15.581000        30.0            -1
16517   LINK/USDT 2022-02-17     17.108000        29.0            -1
16518   LINK/USDT 2022-02-16     17.336000        28.0            -1
16519   LINK/USDT 2022-02-15     15.896000        27.0            -1
16520   LINK/USDT 2022-02-14     15.601000        26.0            -1
16521   LINK/USDT 2022-02-13     15.952000        25.0            -1
16522   LINK/USDT 2022-02-12     16.189000        24.0            -1
16523   LINK/USDT 2022-02-11     17.486000        23.0            -1
16524   LINK/USDT 2022-02-10     18.664000        22.0            -1
16525   LINK/USDT 2022-02-09     18.372000        21.0            -1
16526   LINK/USDT 2022-02-08     18.875000        20.0            -1
16527   LINK/USDT 2022-02-07     18.064000        19.0            -1
16528   LINK/USDT 2022-02-06     17.746000        18.0            -1
16529   LINK/USDT 2022-02-05     17.497000        17.0            -1
16530   LINK/USDT 2022-02-04     16.285000        16.0            -1
16531   LINK/USDT 2022-02-03     15.773000        15.0            -1
16532   LINK/USDT 2022-02-02     16.974000        14.0            -1
16533   LINK/USDT 2022-02-01     17.145000        13.0            -1
16534   LINK/USDT 2022-01-31     17.752000        12.0            -1
16535   LINK/USDT 2022-01-30     16.217000        11.0            -1
16536   LINK/USDT 2022-01-29     16.132000        10.0            -1
16537   LINK/USDT 2022-01-28     15.208000         9.0            -1
16538   LINK/USDT 2022-01-27     15.222000         8.0            -1
16539   LINK/USDT 2022-01-26     15.489000         7.0            -1
16540   LINK/USDT 2022-01-25     15.567000         6.0            -1
16541   LINK/USDT 2022-01-24     16.621000         5.0            -1
16542   LINK/USDT 2022-01-23     15.850000         4.0            -1
16543   LINK/USDT 2022-01-22     17.411000         3.0            -1
16544   LINK/USDT 2022-01-21     20.164000         2.0            -1
16545   LINK/USDT 2022-01-20     21.535000         1.0           325
16546   LINK/USDT 2022-01-19     22.951000         0.0           325
17280    LRC/USDT 2022-05-22      0.490500       123.0            97
17281    LRC/USDT 2022-05-21      0.483800       122.0            94
17282    LRC/USDT 2022-05-20      0.485100       121.0            93
17283    LRC/USDT 2022-05-19      0.453100       120.0            91
17284    LRC/USDT 2022-05-18      0.500500       119.0            89
17285    LRC/USDT 2022-05-17      0.466500       118.0            87
17286    LRC/USDT 2022-05-16      0.515000       117.0            85
17287    LRC/USDT 2022-05-15      0.477100       116.0            83
17288    LRC/USDT 2022-05-14      0.465200       115.0            81
17289    LRC/USDT 2022-05-13      0.395600       114.0            76
17290    LRC/USDT 2022-05-12      0.420400       113.0            79
17291    LRC/USDT 2022-05-11      0.573100       112.0            99
17292    LRC/USDT 2022-05-10      0.544500       111.0           101
17293    LRC/USDT 2022-05-09      0.664400       110.0           103
17294    LRC/USDT 2022-05-08      0.694100       109.0           105
17295    LRC/USDT 2022-05-07      0.724800       108.0           106
17296    LRC/USDT 2022-05-06      0.742400       107.0           109
17297    LRC/USDT 2022-05-05      0.816400       106.0            -1
17298    LRC/USDT 2022-05-04      0.722700       105.0           112
17299    LRC/USDT 2022-05-03      0.747300       104.0           114
17300    LRC/USDT 2022-05-02      0.743800       103.0           117
17301    LRC/USDT 2022-05-01      0.681000       102.0           119
17302    LRC/USDT 2022-04-30      0.789200       101.0           121
17303    LRC/USDT 2022-04-29      0.841900       100.0           123
17304    LRC/USDT 2022-04-28      0.857000        99.0           124
17305    LRC/USDT 2022-04-27      0.820200        98.0           126
17306    LRC/USDT 2022-04-26      0.890600        97.0           129
17307    LRC/USDT 2022-04-25      0.893800        96.0           131
17308    LRC/USDT 2022-04-24      0.924800        95.0           132
17309    LRC/USDT 2022-04-23      0.958900        94.0           135
17310    LRC/USDT 2022-04-22      0.921000        93.0           137
17311    LRC/USDT 2022-04-21      0.953500        92.0           139
17312    LRC/USDT 2022-04-20      0.959900        91.0           141
17313    LRC/USDT 2022-04-19      0.930000        90.0           142
17314    LRC/USDT 2022-04-18      0.852600        89.0           145
17315    LRC/USDT 2022-04-17      0.903000        88.0           146
17316    LRC/USDT 2022-04-16      0.895500        87.0           148
17317    LRC/USDT 2022-04-15      0.884800        86.0           151
17318    LRC/USDT 2022-04-14      0.921000        85.0           152
17319    LRC/USDT 2022-04-13      0.912400        84.0            -1
17320    LRC/USDT 2022-04-12      0.852000        83.0           156
17321    LRC/USDT 2022-04-11      0.960100        82.0           159
17322    LRC/USDT 2022-04-10      1.007700        81.0           160
17323    LRC/USDT 2022-04-09      0.962100        80.0           162
17324    LRC/USDT 2022-04-08      1.018100        79.0           165
17325    LRC/USDT 2022-04-07      0.966400        78.0           166
17326    LRC/USDT 2022-04-06      1.104700        77.0           168
17327    LRC/USDT 2022-04-05      1.140900        76.0           170
17328    LRC/USDT 2022-04-04      1.186700        75.0           172
17329    LRC/USDT 2022-04-03      1.139100        74.0            -1
17330    LRC/USDT 2022-04-02      1.186800        73.0           176
17331    LRC/USDT 2022-04-01      1.164500        72.0           178
17332    LRC/USDT 2022-03-31      1.269900        71.0           180
17333    LRC/USDT 2022-03-30      1.284300        70.0           182
17334    LRC/USDT 2022-03-29      1.129500        69.0           184
17335    LRC/USDT 2022-03-28      1.104700        68.0           186
17336    LRC/USDT 2022-03-27      1.065100        67.0           188
17337    LRC/USDT 2022-03-26      1.057000        66.0           190
17338    LRC/USDT 2022-03-25      1.081000        65.0           193
17339    LRC/USDT 2022-03-24      1.169700        64.0           194
17340    LRC/USDT 2022-03-23      0.807100        63.0           196
17341    LRC/USDT 2022-03-22      0.806800        62.0           198
17342    LRC/USDT 2022-03-21      0.822400        61.0           201
17343    LRC/USDT 2022-03-20      0.933900        60.0           202
17344    LRC/USDT 2022-03-19      0.727500        59.0           205
17345    LRC/USDT 2022-03-18      0.706700        58.0           206
17346    LRC/USDT 2022-03-17      0.715200        57.0           208
17347    LRC/USDT 2022-03-16      0.675600        56.0           210
17348    LRC/USDT 2022-03-15      0.697700        55.0           213
17349    LRC/USDT 2022-03-14      0.680200        54.0           214
17350    LRC/USDT 2022-03-13      0.690400        53.0           217
17351    LRC/USDT 2022-03-12      0.697500        52.0           218
17352    LRC/USDT 2022-03-11      0.717900        51.0           221
17353    LRC/USDT 2022-03-10      0.740800        50.0           223
17354    LRC/USDT 2022-03-09      0.733700        49.0           225
17355    LRC/USDT 2022-03-08      0.704500        48.0           227
17356    LRC/USDT 2022-03-07      0.716400        47.0           228
17357    LRC/USDT 2022-03-06      0.759900        46.0           230
17358    LRC/USDT 2022-03-05      0.734200        45.0           232
17359    LRC/USDT 2022-03-04      0.781700        44.0           235
17360    LRC/USDT 2022-03-03      0.810400        43.0           237
17361    LRC/USDT 2022-03-02      0.835700        42.0           238
17362    LRC/USDT 2022-03-01      0.824500        41.0           241
17363    LRC/USDT 2022-02-28      0.727800        40.0           243
17364    LRC/USDT 2022-02-27      0.770000        39.0           244
17365    LRC/USDT 2022-02-26      0.777700        38.0           247
17366    LRC/USDT 2022-02-25      0.741000        37.0           248
17367    LRC/USDT 2022-02-24      0.752700        36.0           250
17368    LRC/USDT 2022-02-23      0.801800        35.0           252
17369    LRC/USDT 2022-02-22      0.742100        34.0           254
17370    LRC/USDT 2022-02-21      0.811300        33.0           257
17371    LRC/USDT 2022-02-20      0.887600        32.0           258
17372    LRC/USDT 2022-02-19      0.872700        31.0           261
17373    LRC/USDT 2022-02-18      0.885500        30.0           263
17374    LRC/USDT 2022-02-17      0.959500        29.0           265
17375    LRC/USDT 2022-02-16      0.987700        28.0           267
17376    LRC/USDT 2022-02-15      0.921300        27.0           269
17377    LRC/USDT 2022-02-14      0.907700        26.0           270
17378    LRC/USDT 2022-02-13      0.951700        25.0           272
17379    LRC/USDT 2022-02-12      0.942900        24.0           274
17380    LRC/USDT 2022-02-11      1.012100        23.0           276
17381    LRC/USDT 2022-02-10      1.099200        22.0           278
17382    LRC/USDT 2022-02-09      1.076200        21.0           280
17383    LRC/USDT 2022-02-08      1.167300        20.0           282
17384    LRC/USDT 2022-02-07      1.121800        19.0           285
17385    LRC/USDT 2022-02-06      0.959100        18.0           286
17386    LRC/USDT 2022-02-05      0.914000        17.0           288
17387    LRC/USDT 2022-02-04      0.850500        16.0           290
17388    LRC/USDT 2022-02-03      0.868200        15.0           293
17389    LRC/USDT 2022-02-02      0.963400        14.0           295
17390    LRC/USDT 2022-02-01      0.998800        13.0           296
17391    LRC/USDT 2022-01-31      1.002400        12.0           298
17392    LRC/USDT 2022-01-30      0.974500        11.0           300
17393    LRC/USDT 2022-01-29      0.988900        10.0           303
17394    LRC/USDT 2022-01-28      0.962400         9.0           305
17395    LRC/USDT 2022-01-27      1.076800         8.0           306
17396    LRC/USDT 2022-01-26      1.031400         7.0           308
17397    LRC/USDT 2022-01-25      0.861300         6.0           310
17398    LRC/USDT 2022-01-24      0.858500         5.0           313
17399    LRC/USDT 2022-01-23      0.737700         4.0           314
17400    LRC/USDT 2022-01-22      0.867300         3.0           317
17401    LRC/USDT 2022-01-21      1.062600         2.0           318
17402    LRC/USDT 2022-01-20      1.175000         1.0           321
17403    LRC/USDT 2022-01-19      1.159200         0.0           322
17861    LTC/USDT 2022-05-22     69.800000       123.0             7
17862    LTC/USDT 2022-05-21     68.520000       122.0             7
17863    LTC/USDT 2022-05-20     72.100000       121.0            -1
17864    LTC/USDT 2022-05-19     65.920000       120.0             7
17865    LTC/USDT 2022-05-18     73.050000       119.0            -1
17866    LTC/USDT 2022-05-17     67.170000       118.0             6
17867    LTC/USDT 2022-05-16     71.490000       117.0            -1
17868    LTC/USDT 2022-05-15     68.830000       116.0             6
17869    LTC/USDT 2022-05-14     67.830000       115.0             6
17870    LTC/USDT 2022-05-13     64.380000       114.0             6
17871    LTC/USDT 2022-05-12     66.560000       113.0             6
17872    LTC/USDT 2022-05-11     80.120000       112.0            -1
17873    LTC/USDT 2022-05-10     76.070000       111.0            -1
17874    LTC/USDT 2022-05-09     93.850000       110.0             0
17875    LTC/USDT 2022-05-08     94.220000       109.0             0
17876    LTC/USDT 2022-05-07     96.650000       108.0             0
17877    LTC/USDT 2022-05-06     96.800000       107.0             0
17878    LTC/USDT 2022-05-05    106.220000       106.0             1
17879    LTC/USDT 2022-05-04     99.290000       105.0             0
17880    LTC/USDT 2022-05-03    100.610000       104.0            -1
17881    LTC/USDT 2022-05-02     99.180000       103.0            -1
17882    LTC/USDT 2022-05-01     95.720000       102.0            -1
17883    LTC/USDT 2022-04-30    100.330000       101.0            -1
17884    LTC/USDT 2022-04-29    103.260000       100.0            -1
17885    LTC/USDT 2022-04-28    100.540000        99.0            -1
17886    LTC/USDT 2022-04-27     98.500000        98.0            -1
17887    LTC/USDT 2022-04-26    104.500000        97.0            -1
17888    LTC/USDT 2022-04-25    104.430000        96.0            -1
17889    LTC/USDT 2022-04-24    105.110000        95.0            -1
17890    LTC/USDT 2022-04-23    105.310000        94.0            -1
17891    LTC/USDT 2022-04-22    106.590000        93.0            -1
17892    LTC/USDT 2022-04-21    111.820000        92.0            -1
17893    LTC/USDT 2022-04-20    113.770000        91.0            -1
17894    LTC/USDT 2022-04-19    111.190000        90.0            -1
17895    LTC/USDT 2022-04-18    108.690000        89.0            -1
17896    LTC/USDT 2022-04-17    114.300000        88.0            -1
17897    LTC/USDT 2022-04-16    110.860000        87.0            -1
17898    LTC/USDT 2022-04-15    107.320000        86.0            -1
17899    LTC/USDT 2022-04-14    110.460000        85.0            -1
17900    LTC/USDT 2022-04-13    104.770000        84.0            -1
17901    LTC/USDT 2022-04-12    102.420000        83.0            -1
17902    LTC/USDT 2022-04-11    110.230000        82.0             4
17903    LTC/USDT 2022-04-10    112.620000        81.0             4
17904    LTC/USDT 2022-04-09    110.600000        80.0             4
17905    LTC/USDT 2022-04-08    113.990000        79.0             4
17906    LTC/USDT 2022-04-07    111.590000        78.0             4
17907    LTC/USDT 2022-04-06    122.700000        77.0            -1
17908    LTC/USDT 2022-04-05    124.700000        76.0             8
17909    LTC/USDT 2022-04-04    128.740000        75.0             8
17910    LTC/USDT 2022-04-03    124.830000        74.0             8
17911    LTC/USDT 2022-04-02    124.840000        73.0            -1
17912    LTC/USDT 2022-04-01    123.850000        72.0            -1
17913    LTC/USDT 2022-03-31    131.070000        71.0             9
17914    LTC/USDT 2022-03-30    130.000000        70.0             9
17915    LTC/USDT 2022-03-29    127.470000        69.0             9
17916    LTC/USDT 2022-03-28    129.560000        68.0             9
17917    LTC/USDT 2022-03-27    124.710000        67.0             9
17918    LTC/USDT 2022-03-26    123.860000        66.0             9
17919    LTC/USDT 2022-03-25    126.470000        65.0             9
17920    LTC/USDT 2022-03-24    122.370000        64.0             9
17921    LTC/USDT 2022-03-23    122.690000        63.0            -1
17922    LTC/USDT 2022-03-22    116.010000        62.0            11
17923    LTC/USDT 2022-03-21    114.790000        61.0            11
17924    LTC/USDT 2022-03-20    116.620000        60.0            11
17925    LTC/USDT 2022-03-19    111.870000        59.0            12
17926    LTC/USDT 2022-03-18    110.170000        58.0            12
17927    LTC/USDT 2022-03-17    111.190000        57.0            12
17928    LTC/USDT 2022-03-16    106.810000        56.0            -1
17929    LTC/USDT 2022-03-15    105.500000        55.0            -1
17930    LTC/USDT 2022-03-14    101.590000        54.0            13
17931    LTC/USDT 2022-03-13    105.470000        53.0            13
17932    LTC/USDT 2022-03-12    104.390000        52.0            13
17933    LTC/USDT 2022-03-11    102.470000        51.0            13
17934    LTC/USDT 2022-03-10    106.830000        50.0            -1
17935    LTC/USDT 2022-03-09    100.630000        49.0            14
17936    LTC/USDT 2022-03-08     98.240000        48.0            -1
17937    LTC/USDT 2022-03-07    101.020000        47.0            14
17938    LTC/USDT 2022-03-06    104.780000        46.0            -1
17939    LTC/USDT 2022-03-05    100.900000        45.0            14
17940    LTC/USDT 2022-03-04    111.600000        44.0            17
17941    LTC/USDT 2022-03-03    110.250000        43.0            -1
17942    LTC/USDT 2022-03-02    112.570000        42.0            -1
17943    LTC/USDT 2022-03-01    113.610000        41.0            -1
17944    LTC/USDT 2022-02-28    102.910000        40.0            -1
17945    LTC/USDT 2022-02-27    108.140000        39.0            15
17946    LTC/USDT 2022-02-26    109.170000        38.0            15
17947    LTC/USDT 2022-02-25    104.110000        37.0            -1
17948    LTC/USDT 2022-02-24    105.290000        36.0            15
17949    LTC/USDT 2022-02-23    107.400000        35.0            15
17950    LTC/USDT 2022-02-22    102.640000        34.0            -1
17951    LTC/USDT 2022-02-21    110.550000        33.0            -1
17952    LTC/USDT 2022-02-20    115.490000        32.0            16
17953    LTC/USDT 2022-02-19    114.720000        31.0            16
17954    LTC/USDT 2022-02-18    116.260000        30.0            16
17955    LTC/USDT 2022-02-17    127.630000        29.0            20
17956    LTC/USDT 2022-02-16    131.570000        28.0            -1
17957    LTC/USDT 2022-02-15    124.500000        27.0            20
17958    LTC/USDT 2022-02-14    125.560000        26.0            20
17959    LTC/USDT 2022-02-13    126.640000        25.0            20
17960    LTC/USDT 2022-02-12    125.530000        24.0            20
17961    LTC/USDT 2022-02-11    134.480000        23.0            31
17962    LTC/USDT 2022-02-10    139.970000        22.0            31
17963    LTC/USDT 2022-02-09    133.590000        21.0            31
17964    LTC/USDT 2022-02-08    137.270000        20.0            31
17965    LTC/USDT 2022-02-07    127.510000        19.0            20
17966    LTC/USDT 2022-02-06    121.700000        18.0            20
17967    LTC/USDT 2022-02-05    121.250000        17.0            20
17968    LTC/USDT 2022-02-04    110.900000        16.0            -1
17969    LTC/USDT 2022-02-03    108.190000        15.0            19
17970    LTC/USDT 2022-02-02    115.040000        14.0            -1
17971    LTC/USDT 2022-02-01    109.430000        13.0            19
17972    LTC/USDT 2022-01-31    108.400000        12.0            19
17973    LTC/USDT 2022-01-30    110.750000        11.0            19
17974    LTC/USDT 2022-01-29    109.360000        10.0            19
17975    LTC/USDT 2022-01-28    106.840000         9.0            -1
17976    LTC/USDT 2022-01-27    106.920000         8.0            -1
17977    LTC/USDT 2022-01-26    107.780000         7.0            -1
17978    LTC/USDT 2022-01-25    109.470000         6.0            -1
17979    LTC/USDT 2022-01-24    112.190000         5.0            -1
17980    LTC/USDT 2022-01-23    108.360000         4.0            -1
17981    LTC/USDT 2022-01-22    114.470000         3.0            -1
17982    LTC/USDT 2022-01-21    129.590000         2.0            25
17983    LTC/USDT 2022-01-20    136.200000         1.0            -1
17984    LTC/USDT 2022-01-19    141.330000         0.0            -1
19357  MATIC/USDT 2022-05-22      0.650000       123.0            -1
19358  MATIC/USDT 2022-05-21      0.634000       122.0            -1
19359  MATIC/USDT 2022-05-20      0.659000       121.0            -1
19360  MATIC/USDT 2022-05-19      0.626000       120.0            -1
19361  MATIC/USDT 2022-05-18      0.727000       119.0            -1
19362  MATIC/USDT 2022-05-17      0.678000       118.0            -1
19363  MATIC/USDT 2022-05-16      0.743000       117.0            85
19364  MATIC/USDT 2022-05-15      0.685000       116.0            83
19365  MATIC/USDT 2022-05-14      0.667000       115.0            -1
19366  MATIC/USDT 2022-05-13      0.601000       114.0            -1
19367  MATIC/USDT 2022-05-12      0.676000       113.0            -1
19368  MATIC/USDT 2022-05-11      0.889000       112.0            -1
19369  MATIC/USDT 2022-05-10      0.810000       111.0            -1
19370  MATIC/USDT 2022-05-09      0.977000       110.0            -1
19371  MATIC/USDT 2022-05-08      1.020000       109.0            -1
19372  MATIC/USDT 2022-05-07      1.043000       108.0           106
19373  MATIC/USDT 2022-05-06      1.065000       107.0           109
19374  MATIC/USDT 2022-05-05      1.173000       106.0            -1
19375  MATIC/USDT 2022-05-04      1.077000       105.0           112
19376  MATIC/USDT 2022-05-03      1.077000       104.0            -1
19377  MATIC/USDT 2022-05-02      1.099000       103.0            -1
19378  MATIC/USDT 2022-05-01      1.033000       102.0            -1
19379  MATIC/USDT 2022-04-30      1.141000       101.0           121
19380  MATIC/USDT 2022-04-29      1.238000       100.0           123
19381  MATIC/USDT 2022-04-28      1.257000        99.0           124
19382  MATIC/USDT 2022-04-27      1.244000        98.0            -1
19383  MATIC/USDT 2022-04-26      1.353000        97.0            -1
19384  MATIC/USDT 2022-04-25      1.343000        96.0            -1
19385  MATIC/USDT 2022-04-24      1.363000        95.0            -1
19386  MATIC/USDT 2022-04-23      1.397000        94.0            -1
19387  MATIC/USDT 2022-04-22      1.377000        93.0            -1
19388  MATIC/USDT 2022-04-21      1.417000        92.0           139
19389  MATIC/USDT 2022-04-20      1.427000        91.0            -1
