           symbol       date          open  date_delta  clusterLabel
7372     CVC/USDT 2022-03-07      0.257600        47.0           229
7373     CVC/USDT 2022-03-06      0.268400        46.0           231
7374     CVC/USDT 2022-03-05      0.262900        45.0           233
7375     CVC/USDT 2022-03-04      0.283000        44.0           234
7376     CVC/USDT 2022-03-03      0.295500        43.0           236
7377     CVC/USDT 2022-03-02      0.306600        42.0           239
7378     CVC/USDT 2022-03-01      0.294400        41.0           240
7379     CVC/USDT 2022-02-28      0.268800        40.0           242
7380     CVC/USDT 2022-02-27      0.277600        39.0           245
7381     CVC/USDT 2022-02-26      0.263900        38.0           246
7382     CVC/USDT 2022-02-25      0.236800        37.0           249
7383     CVC/USDT 2022-02-24      0.239600        36.0           251
7384     CVC/USDT 2022-02-23      0.244800        35.0           253
7385     CVC/USDT 2022-02-22      0.229500        34.0           255
7386     CVC/USDT 2022-02-21      0.252600        33.0           256
7387     CVC/USDT 2022-02-20      0.272100        32.0           259
7388     CVC/USDT 2022-02-19      0.268100        31.0           260
7389     CVC/USDT 2022-02-18      0.274600        30.0           262
7390     CVC/USDT 2022-02-17      0.306600        29.0           264
7391     CVC/USDT 2022-02-16      0.314100        28.0           266
7392     CVC/USDT 2022-02-15      0.288400        27.0           268
7393     CVC/USDT 2022-02-14      0.281300        26.0           271
7394     CVC/USDT 2022-02-13      0.285900        25.0           273
7395     CVC/USDT 2022-02-12      0.284600        24.0           275
7396     CVC/USDT 2022-02-11      0.304100        23.0           277
7397     CVC/USDT 2022-02-10      0.318800        22.0           279
7398     CVC/USDT 2022-02-09      0.313800        21.0           281
7399     CVC/USDT 2022-02-08      0.327200        20.0           283
7400     CVC/USDT 2022-02-07      0.319800        19.0           284
7401     CVC/USDT 2022-02-06      0.314900        18.0           287
7402     CVC/USDT 2022-02-05      0.306700        17.0           289
7403     CVC/USDT 2022-02-04      0.293100        16.0           291
7404     CVC/USDT 2022-02-03      0.276300        15.0           292
7405     CVC/USDT 2022-02-02      0.282600        14.0           294
7406     CVC/USDT 2022-02-01      0.270400        13.0           297
7407     CVC/USDT 2022-01-31      0.256500        12.0           299
7408     CVC/USDT 2022-01-30      0.266900        11.0           301
7409     CVC/USDT 2022-01-29      0.252000        10.0           302
7410     CVC/USDT 2022-01-28      0.235900         9.0           304
7411     CVC/USDT 2022-01-27      0.224300         8.0           307
7412     CVC/USDT 2022-01-26      0.214300         7.0           309
7413     CVC/USDT 2022-01-25      0.212700         6.0           311
7414     CVC/USDT 2022-01-24      0.225100         5.0           312
7415     CVC/USDT 2022-01-23      0.217700         4.0           315
7416     CVC/USDT 2022-01-22      0.239900         3.0           316
7417     CVC/USDT 2022-01-21      0.282300         2.0           319
7418     CVC/USDT 2022-01-20      0.298000         1.0           320
7419     CVC/USDT 2022-01-19      0.312600         0.0           323
7864    DASH/USDT 2022-05-22     56.980000       123.0            -1
7865    DASH/USDT 2022-05-21     57.300000       122.0            -1
7866    DASH/USDT 2022-05-20     58.810000       121.0            -1
7867    DASH/USDT 2022-05-19     55.670000       120.0            -1
7868    DASH/USDT 2022-05-18     60.150000       119.0            -1
7869    DASH/USDT 2022-05-17     57.870000       118.0            -1
7870    DASH/USDT 2022-05-16     63.040000       117.0            -1
7871    DASH/USDT 2022-05-15     60.890000       116.0            -1
7872    DASH/USDT 2022-05-14     57.980000       115.0            -1
7873    DASH/USDT 2022-05-13     53.770000       114.0            -1
7874    DASH/USDT 2022-05-12     58.190000       113.0            -1
7875    DASH/USDT 2022-05-11     73.350000       112.0            -1
7876    DASH/USDT 2022-05-10     69.670000       111.0             6
7877    DASH/USDT 2022-05-09     82.920000       110.0            -1
7878    DASH/USDT 2022-05-08     83.450000       109.0            -1
7879    DASH/USDT 2022-05-07     87.670000       108.0            -1
7880    DASH/USDT 2022-05-06     87.430000       107.0             5
7881    DASH/USDT 2022-05-05     95.810000       106.0             0
7882    DASH/USDT 2022-05-04     88.120000       105.0             5
7883    DASH/USDT 2022-05-03     89.220000       104.0             5
7884    DASH/USDT 2022-05-02     89.860000       103.0             5
7885    DASH/USDT 2022-05-01     84.630000       102.0            -1
7886    DASH/USDT 2022-04-30     91.960000       101.0            -1
7887    DASH/USDT 2022-04-29     96.400000       100.0            -1
7888    DASH/USDT 2022-04-28     95.560000        99.0            -1
7889    DASH/USDT 2022-04-27     93.040000        98.0            -1
7890    DASH/USDT 2022-04-26     99.410000        97.0             2
7891    DASH/USDT 2022-04-25     99.910000        96.0             2
7892    DASH/USDT 2022-04-24    101.810000        95.0             2
7893    DASH/USDT 2022-04-23    103.590000        94.0            -1
7894    DASH/USDT 2022-04-22    102.040000        93.0             2
7895    DASH/USDT 2022-04-21    107.010000        92.0            -1
7896    DASH/USDT 2022-04-20    109.590000        91.0            -1
7897    DASH/USDT 2022-04-19    108.660000        90.0            -1
7898    DASH/USDT 2022-04-18    104.230000        89.0             3
7899    DASH/USDT 2022-04-17    108.180000        88.0            -1
7900    DASH/USDT 2022-04-16    109.170000        87.0            -1
7901    DASH/USDT 2022-04-15    106.070000        86.0            -1
7902    DASH/USDT 2022-04-14    105.280000        85.0            -1
7903    DASH/USDT 2022-04-13    102.380000        84.0            -1
7904    DASH/USDT 2022-04-12    100.680000        83.0            -1
7905    DASH/USDT 2022-04-11    111.030000        82.0             4
7906    DASH/USDT 2022-04-10    114.730000        81.0             4
7907    DASH/USDT 2022-04-09    110.760000        80.0             4
7908    DASH/USDT 2022-04-08    116.720000        79.0             4
7909    DASH/USDT 2022-04-07    113.530000        78.0             4
7910    DASH/USDT 2022-04-06    126.940000        77.0            -1
7911    DASH/USDT 2022-04-05    133.230000        76.0            10
7912    DASH/USDT 2022-04-04    132.650000        75.0            10
7913    DASH/USDT 2022-04-03    127.430000        74.0             8
7914    DASH/USDT 2022-04-02    128.140000        73.0             8
7915    DASH/USDT 2022-04-01    127.180000        72.0             8
7916    DASH/USDT 2022-03-31    133.100000        71.0            -1
7917    DASH/USDT 2022-03-30    130.270000        70.0             9
7918    DASH/USDT 2022-03-29    127.610000        69.0             9
7919    DASH/USDT 2022-03-28    132.880000        68.0            -1
7920    DASH/USDT 2022-03-27    128.120000        67.0             9
7921    DASH/USDT 2022-03-26    126.160000        66.0             9
7922    DASH/USDT 2022-03-25    129.900000        65.0             9
7923    DASH/USDT 2022-03-24    129.730000        64.0            -1
7924    DASH/USDT 2022-03-23    130.690000        63.0            -1
7925    DASH/USDT 2022-03-22    123.490000        62.0            -1
7926    DASH/USDT 2022-03-21    115.700000        61.0            11
7927    DASH/USDT 2022-03-20    102.910000        60.0            -1
7928    DASH/USDT 2022-03-19     98.650000        59.0            -1
7929    DASH/USDT 2022-03-18     96.280000        58.0            -1
7930    DASH/USDT 2022-03-17     98.330000        57.0            -1
7931    DASH/USDT 2022-03-16     95.080000        56.0            -1
7932    DASH/USDT 2022-03-15     98.110000        55.0            -1
7933    DASH/USDT 2022-03-14     93.660000        54.0            -1
7934    DASH/USDT 2022-03-13     99.060000        53.0            -1
7935    DASH/USDT 2022-03-12     94.860000        52.0            -1
7936    DASH/USDT 2022-03-11    104.570000        51.0            13
7937    DASH/USDT 2022-03-10     99.700000        50.0            -1
7938    DASH/USDT 2022-03-09     96.250000        49.0            -1
7939    DASH/USDT 2022-03-08     85.730000        48.0            -1
7940    DASH/USDT 2022-03-07     85.570000        47.0            -1
7941    DASH/USDT 2022-03-06     89.570000        46.0            -1
7942    DASH/USDT 2022-03-05     89.470000        45.0            -1
7943    DASH/USDT 2022-03-04     96.660000        44.0            -1
7944    DASH/USDT 2022-03-03    100.780000        43.0            14
7945    DASH/USDT 2022-03-02     99.990000        42.0            14
7946    DASH/USDT 2022-03-01    100.480000        41.0            14
7947    DASH/USDT 2022-02-28     88.170000        40.0            29
7948    DASH/USDT 2022-02-27     93.670000        39.0            -1
7949    DASH/USDT 2022-02-26     92.590000        38.0            -1
7950    DASH/USDT 2022-02-25     87.750000        37.0            29
7951    DASH/USDT 2022-02-24     88.240000        36.0            29
7952    DASH/USDT 2022-02-23     93.560000        35.0            -1
7953    DASH/USDT 2022-02-22     86.930000        34.0            29
7954    DASH/USDT 2022-02-21     97.880000        33.0            -1
7955    DASH/USDT 2022-02-20    102.370000        32.0            -1
7956    DASH/USDT 2022-02-19    105.190000        31.0            -1
7957    DASH/USDT 2022-02-18    104.600000        30.0            -1
7958    DASH/USDT 2022-02-17    115.240000        29.0            16
7959    DASH/USDT 2022-02-16    109.280000        28.0            -1
7960    DASH/USDT 2022-02-15    103.770000        27.0            -1
7961    DASH/USDT 2022-02-14    101.860000        26.0            -1
7962    DASH/USDT 2022-02-13    103.950000        25.0            -1
7963    DASH/USDT 2022-02-12    103.940000        24.0            -1
7964    DASH/USDT 2022-02-11    111.540000        23.0            18
7965    DASH/USDT 2022-02-10    114.880000        22.0            18
7966    DASH/USDT 2022-02-09    112.690000        21.0            18
7967    DASH/USDT 2022-02-08    115.790000        20.0            18
7968    DASH/USDT 2022-02-07    108.660000        19.0            -1
7969    DASH/USDT 2022-02-06    103.460000        18.0            -1
7970    DASH/USDT 2022-02-05    102.870000        17.0            21
7971    DASH/USDT 2022-02-04     95.090000        16.0            -1
7972    DASH/USDT 2022-02-03     92.820000        15.0            -1
7973    DASH/USDT 2022-02-02     97.180000        14.0            21
7974    DASH/USDT 2022-02-01     94.110000        13.0            22
7975    DASH/USDT 2022-01-31     92.660000        12.0            22
7976    DASH/USDT 2022-01-30     96.510000        11.0            -1
7977    DASH/USDT 2022-01-29     95.410000        10.0            -1
7978    DASH/USDT 2022-01-28     91.610000         9.0            -1
7979    DASH/USDT 2022-01-27     92.990000         8.0            -1
7980    DASH/USDT 2022-01-26     89.420000         7.0            23
7981    DASH/USDT 2022-01-25     90.350000         6.0            23
7982    DASH/USDT 2022-01-24     99.440000         5.0            -1
7983    DASH/USDT 2022-01-23     96.970000         4.0            -1
7984    DASH/USDT 2022-01-22    105.590000         3.0            -1
7985    DASH/USDT 2022-01-21    120.980000         2.0            -1
7986    DASH/USDT 2022-01-20    126.630000         1.0            25
7987    DASH/USDT 2022-01-19    130.530000         0.0            25
8703     DGB/USDT 2022-05-22      0.012500       123.0            96
8704     DGB/USDT 2022-05-21      0.011550       122.0            95
8705     DGB/USDT 2022-05-20      0.012570       121.0            92
8706     DGB/USDT 2022-05-19      0.011230       120.0            90
8707     DGB/USDT 2022-05-18      0.013230       119.0            88
8708     DGB/USDT 2022-05-17      0.011880       118.0            86
8709     DGB/USDT 2022-05-16      0.013780       117.0            84
8710     DGB/USDT 2022-05-15      0.012860       116.0            82
8711     DGB/USDT 2022-05-14      0.012700       115.0            80
8712     DGB/USDT 2022-05-13      0.011570       114.0            77
8713     DGB/USDT 2022-05-12      0.011170       113.0            78
8714     DGB/USDT 2022-05-11      0.014760       112.0            98
8715     DGB/USDT 2022-05-10      0.013900       111.0           100
8716     DGB/USDT 2022-05-09      0.017110       110.0           102
8717     DGB/USDT 2022-05-08      0.017420       109.0           104
8718     DGB/USDT 2022-05-07      0.018590       108.0           107
8719     DGB/USDT 2022-05-06      0.018650       107.0           108
8720     DGB/USDT 2022-05-05      0.021230       106.0           111
8721     DGB/USDT 2022-05-04      0.018980       105.0           113
8722     DGB/USDT 2022-05-03      0.018890       104.0           115
8723     DGB/USDT 2022-05-02      0.019450       103.0           116
8724     DGB/USDT 2022-05-01      0.018420       102.0           118
8725     DGB/USDT 2022-04-30      0.020280       101.0           120
8726     DGB/USDT 2022-04-29      0.021530       100.0           122
8727     DGB/USDT 2022-04-28      0.022160        99.0           125
8728     DGB/USDT 2022-04-27      0.021380        98.0           127
8729     DGB/USDT 2022-04-26      0.023780        97.0           128
8730     DGB/USDT 2022-04-25      0.023260        96.0           130
8731     DGB/USDT 2022-04-24      0.023760        95.0           133
8732     DGB/USDT 2022-04-23      0.024430        94.0           134
8733     DGB/USDT 2022-04-22      0.024530        93.0           136
8734     DGB/USDT 2022-04-21      0.026270        92.0           138
8735     DGB/USDT 2022-04-20      0.025730        91.0           140
8736     DGB/USDT 2022-04-19      0.024700        90.0           143
8737     DGB/USDT 2022-04-18      0.023270        89.0           144
8738     DGB/USDT 2022-04-17      0.024730        88.0           147
8739     DGB/USDT 2022-04-16      0.024710        87.0           149
8740     DGB/USDT 2022-04-15      0.024680        86.0           150
8741     DGB/USDT 2022-04-14      0.025980        85.0           153
8742     DGB/USDT 2022-04-13      0.025520        84.0           154
8743     DGB/USDT 2022-04-12      0.024200        83.0           157
8744     DGB/USDT 2022-04-11      0.027240        82.0           158
8745     DGB/USDT 2022-04-10      0.028330        81.0           161
8746     DGB/USDT 2022-04-09      0.027040        80.0           163
8747     DGB/USDT 2022-04-08      0.029300        79.0           164
8748     DGB/USDT 2022-04-07      0.028040        78.0           167
8749     DGB/USDT 2022-04-06      0.032560        77.0           169
8750     DGB/USDT 2022-04-05      0.034270        76.0           171
8751     DGB/USDT 2022-04-04      0.034560        75.0           173
8752     DGB/USDT 2022-04-03      0.035400        74.0           174
8753     DGB/USDT 2022-04-02      0.034350        73.0           177
8754     DGB/USDT 2022-04-01      0.032710        72.0           179
8755     DGB/USDT 2022-03-31      0.033930        71.0           181
8756     DGB/USDT 2022-03-30      0.033100        70.0           183
8757     DGB/USDT 2022-03-29      0.034170        69.0           185
8758     DGB/USDT 2022-03-28      0.038360        68.0           187
8759     DGB/USDT 2022-03-27      0.024280        67.0           189
8760     DGB/USDT 2022-03-26      0.023170        66.0           191
8761     DGB/USDT 2022-03-25      0.023510        65.0           192
8762     DGB/USDT 2022-03-24      0.022290        64.0           195
8763     DGB/USDT 2022-03-23      0.021130        63.0           197
8764     DGB/USDT 2022-03-22      0.021400        62.0           199
8765     DGB/USDT 2022-03-21      0.020350        61.0           200
8766     DGB/USDT 2022-03-20      0.021940        60.0           203
8767     DGB/USDT 2022-03-19      0.020530        59.0           204
8768     DGB/USDT 2022-03-18      0.019760        58.0           207
8769     DGB/USDT 2022-03-17      0.019930        57.0           209
8770     DGB/USDT 2022-03-16      0.019130        56.0           211
8771     DGB/USDT 2022-03-15      0.019250        55.0           212
8772     DGB/USDT 2022-03-14      0.018520        54.0           215
8773     DGB/USDT 2022-03-13      0.019650        53.0           216
8774     DGB/USDT 2022-03-12      0.019020        52.0           219
8775     DGB/USDT 2022-03-11      0.020110        51.0           220
8776     DGB/USDT 2022-03-10      0.020620        50.0           222
8777     DGB/USDT 2022-03-09      0.018590        49.0           224
8778     DGB/USDT 2022-03-08      0.017960        48.0           226
8779     DGB/USDT 2022-03-07      0.017890        47.0           229
8780     DGB/USDT 2022-03-06      0.018970        46.0           231
8781     DGB/USDT 2022-03-05      0.018540        45.0           233
8782     DGB/USDT 2022-03-04      0.020170        44.0           234
8783     DGB/USDT 2022-03-03      0.021280        43.0           236
8784     DGB/USDT 2022-03-02      0.022320        42.0           239
8785     DGB/USDT 2022-03-01      0.021870        41.0           240
8786     DGB/USDT 2022-02-28      0.019670        40.0           242
8787     DGB/USDT 2022-02-27      0.020590        39.0           245
8788     DGB/USDT 2022-02-26      0.020840        38.0           246
8789     DGB/USDT 2022-02-25      0.019110        37.0           249
8790     DGB/USDT 2022-02-24      0.018990        36.0           251
8791     DGB/USDT 2022-02-23      0.019930        35.0           253
8792     DGB/USDT 2022-02-22      0.018640        34.0           255
8793     DGB/USDT 2022-02-21      0.020310        33.0           256
8794     DGB/USDT 2022-02-20      0.021470        32.0           259
8795     DGB/USDT 2022-02-19      0.021650        31.0           260
8796     DGB/USDT 2022-02-18      0.021800        30.0           262
8797     DGB/USDT 2022-02-17      0.024150        29.0           264
8798     DGB/USDT 2022-02-16      0.024800        28.0           266
8799     DGB/USDT 2022-02-15      0.023470        27.0           268
8800     DGB/USDT 2022-02-14      0.022970        26.0           271
8801     DGB/USDT 2022-02-13      0.023940        25.0           273
8802     DGB/USDT 2022-02-12      0.023860        24.0           275
8803     DGB/USDT 2022-02-11      0.026200        23.0           277
8804     DGB/USDT 2022-02-10      0.027720        22.0           279
8805     DGB/USDT 2022-02-09      0.026360        21.0           281
8806     DGB/USDT 2022-02-08      0.026150        20.0           283
8807     DGB/USDT 2022-02-07      0.024320        19.0           284
8808     DGB/USDT 2022-02-06      0.024100        18.0           287
8809     DGB/USDT 2022-02-05      0.023120        17.0           289
8810     DGB/USDT 2022-02-04      0.021260        16.0           291
8811     DGB/USDT 2022-02-03      0.021170        15.0           292
8812     DGB/USDT 2022-02-02      0.022080        14.0           294
8813     DGB/USDT 2022-02-01      0.021450        13.0           297
8814     DGB/USDT 2022-01-31      0.021360        12.0           299
8815     DGB/USDT 2022-01-30      0.021820        11.0           301
8816     DGB/USDT 2022-01-29      0.021870        10.0           302
8817     DGB/USDT 2022-01-28      0.021610         9.0           304
8818     DGB/USDT 2022-01-27      0.022180         8.0           307
8819     DGB/USDT 2022-01-26      0.021150         7.0           309
8820     DGB/USDT 2022-01-25      0.020360         6.0           311
8821     DGB/USDT 2022-01-24      0.021260         5.0           312
8822     DGB/USDT 2022-01-23      0.020410         4.0           315
8823     DGB/USDT 2022-01-22      0.021470         3.0           316
8824     DGB/USDT 2022-01-21      0.026000         2.0           319
8825     DGB/USDT 2022-01-20      0.027150         1.0           320
8826     DGB/USDT 2022-01-19      0.027790         0.0           323
9100    DOGE/USDT 2022-05-22      0.084400       123.0            96
9101    DOGE/USDT 2022-05-21      0.084000       122.0            95
9102    DOGE/USDT 2022-05-20      0.086600       121.0            92
9103    DOGE/USDT 2022-05-19      0.083400       120.0            90
9104    DOGE/USDT 2022-05-18      0.090300       119.0            88
9105    DOGE/USDT 2022-05-17      0.088000       118.0            86
9106    DOGE/USDT 2022-05-16      0.093200       117.0            84
9107    DOGE/USDT 2022-05-15      0.089500       116.0            82
9108    DOGE/USDT 2022-05-14      0.088100       115.0            80
9109    DOGE/USDT 2022-05-13      0.082600       114.0            77
9110    DOGE/USDT 2022-05-12      0.085200       113.0            78
9111    DOGE/USDT 2022-05-11      0.108000       112.0            98
9112    DOGE/USDT 2022-05-10      0.101800       111.0           100
9113    DOGE/USDT 2022-05-09      0.124100       110.0           102
9114    DOGE/USDT 2022-05-08      0.127400       109.0           104
9115    DOGE/USDT 2022-05-07      0.127700       108.0           107
9116    DOGE/USDT 2022-05-06      0.128100       107.0           108
9117    DOGE/USDT 2022-05-05      0.136000       106.0           111
9118    DOGE/USDT 2022-05-04      0.129400       105.0           113
9119    DOGE/USDT 2022-05-03      0.130800       104.0           115
9120    DOGE/USDT 2022-05-02      0.132700       103.0           116
9121    DOGE/USDT 2022-05-01      0.127300       102.0            -1
9122    DOGE/USDT 2022-04-30      0.135000       101.0           120
9123    DOGE/USDT 2022-04-29      0.137500       100.0           122
9124    DOGE/USDT 2022-04-28      0.139900        99.0           125
9125    DOGE/USDT 2022-04-27      0.137600        98.0           127
9126    DOGE/USDT 2022-04-26      0.158200        97.0           128
9127    DOGE/USDT 2022-04-25      0.131800        96.0           130
9128    DOGE/USDT 2022-04-24      0.133800        95.0           133
9129    DOGE/USDT 2022-04-23      0.136300        94.0           134
9130    DOGE/USDT 2022-04-22      0.136200        93.0           136
9131    DOGE/USDT 2022-04-21      0.140700        92.0           138
9132    DOGE/USDT 2022-04-20      0.142500        91.0           140
9133    DOGE/USDT 2022-04-19      0.140100        90.0           143
9134    DOGE/USDT 2022-04-18      0.139200        89.0           144
9135    DOGE/USDT 2022-04-17      0.143500        88.0           147
9136    DOGE/USDT 2022-04-16      0.145800        87.0           149
9137    DOGE/USDT 2022-04-15      0.144200        86.0           150
9138    DOGE/USDT 2022-04-14      0.140000        85.0           153
9139    DOGE/USDT 2022-04-13      0.138000        84.0           154
9140    DOGE/USDT 2022-04-12      0.134000        83.0           157
9141    DOGE/USDT 2022-04-11      0.148200        82.0           158
9142    DOGE/USDT 2022-04-10      0.144200        81.0           161
9143    DOGE/USDT 2022-04-09      0.142300        80.0           163
9144    DOGE/USDT 2022-04-08      0.145900        79.0           164
9145    DOGE/USDT 2022-04-07      0.143200        78.0           167
9146    DOGE/USDT 2022-04-06      0.172700        77.0           169
9147    DOGE/USDT 2022-04-05      0.148500        76.0           171
9148    DOGE/USDT 2022-04-04      0.146500        75.0           173
9149    DOGE/USDT 2022-04-03      0.138700        74.0           174
9150    DOGE/USDT 2022-04-02      0.141400        73.0           177
9151    DOGE/USDT 2022-04-01      0.138100        72.0           179
9152    DOGE/USDT 2022-03-31      0.143100        71.0           181
9153    DOGE/USDT 2022-03-30      0.144400        70.0           183
9154    DOGE/USDT 2022-03-29      0.142400        69.0           185
9155    DOGE/USDT 2022-03-28      0.144700        68.0           187
9156    DOGE/USDT 2022-03-27      0.136100        67.0           189
9157    DOGE/USDT 2022-03-26      0.130800        66.0           191
9158    DOGE/USDT 2022-03-25      0.136800        65.0           192
9159    DOGE/USDT 2022-03-24      0.129900        64.0           195
9160    DOGE/USDT 2022-03-23      0.122400        63.0           197
9161    DOGE/USDT 2022-03-22      0.119300        62.0           199
9162    DOGE/USDT 2022-03-21      0.119100        61.0           200
9163    DOGE/USDT 2022-03-20      0.123500        60.0           203
9164    DOGE/USDT 2022-03-19      0.119200        59.0           204
9165    DOGE/USDT 2022-03-18      0.116400        58.0           207
9166    DOGE/USDT 2022-03-17      0.117000        57.0           209
9167    DOGE/USDT 2022-03-16      0.112600        56.0           211
9168    DOGE/USDT 2022-03-15      0.113900        55.0           212
9169    DOGE/USDT 2022-03-14      0.111400        54.0           215
9170    DOGE/USDT 2022-03-13      0.114700        53.0           216
9171    DOGE/USDT 2022-03-12      0.115400        52.0           219
9172    DOGE/USDT 2022-03-11      0.116900        51.0           220
9173    DOGE/USDT 2022-03-10      0.121500        50.0           222
9174    DOGE/USDT 2022-03-09      0.117000        49.0           224
9175    DOGE/USDT 2022-03-08      0.116800        48.0           226
9176    DOGE/USDT 2022-03-07      0.120700        47.0           229
9177    DOGE/USDT 2022-03-06      0.124900        46.0           231
9178    DOGE/USDT 2022-03-05      0.122600        45.0           233
9179    DOGE/USDT 2022-03-04      0.129700        44.0           234
9180    DOGE/USDT 2022-03-03      0.133000        43.0           236
9181    DOGE/USDT 2022-03-02      0.134000        42.0           239
9182    DOGE/USDT 2022-03-01      0.133400        41.0           240
9183    DOGE/USDT 2022-02-28      0.123000        40.0           242
9184    DOGE/USDT 2022-02-27      0.127600        39.0           245
9185    DOGE/USDT 2022-02-26      0.127600        38.0           246
9186    DOGE/USDT 2022-02-25      0.124100        37.0           249
9187    DOGE/USDT 2022-02-24      0.127300        36.0           251
9188    DOGE/USDT 2022-02-23      0.131300        35.0           253
9189    DOGE/USDT 2022-02-22      0.128300        34.0           255
9190    DOGE/USDT 2022-02-21      0.136700        33.0           256
9191    DOGE/USDT 2022-02-20      0.140900        32.0           259
9192    DOGE/USDT 2022-02-19      0.138600        31.0           260
9193    DOGE/USDT 2022-02-18      0.138300        30.0           262
9194    DOGE/USDT 2022-02-17      0.148700        29.0           264
9195    DOGE/USDT 2022-02-16      0.151700        28.0           266
9196    DOGE/USDT 2022-02-15      0.145800        27.0           268
9197    DOGE/USDT 2022-02-14      0.148100        26.0           271
9198    DOGE/USDT 2022-02-13      0.144300        25.0           273
9199    DOGE/USDT 2022-02-12      0.144600        24.0           275
9200    DOGE/USDT 2022-02-11      0.151500        23.0           277
9201    DOGE/USDT 2022-02-10      0.159400        22.0           279
9202    DOGE/USDT 2022-02-09      0.158200        21.0           281
9203    DOGE/USDT 2022-02-08      0.165300        20.0           283
9204    DOGE/USDT 2022-02-07      0.154000        19.0           284
9205    DOGE/USDT 2022-02-06      0.146800        18.0           287
9206    DOGE/USDT 2022-02-05      0.147900        17.0           289
9207    DOGE/USDT 2022-02-04      0.138000        16.0           291
9208    DOGE/USDT 2022-02-03      0.136900        15.0           292
9209    DOGE/USDT 2022-02-02      0.142300        14.0           294
9210    DOGE/USDT 2022-02-01      0.141600        13.0           297
9211    DOGE/USDT 2022-01-31      0.139200        12.0           299
9212    DOGE/USDT 2022-01-30      0.142900        11.0           301
9213    DOGE/USDT 2022-01-29      0.141500        10.0           302
9214    DOGE/USDT 2022-01-28      0.141500         9.0           304
9215    DOGE/USDT 2022-01-27      0.143100         8.0           307
9216    DOGE/USDT 2022-01-26      0.142700         7.0           309
9217    DOGE/USDT 2022-01-25      0.137300         6.0           311
9218    DOGE/USDT 2022-01-24      0.141700         5.0           312
9219    DOGE/USDT 2022-01-23      0.133300         4.0           315
9220    DOGE/USDT 2022-01-22      0.142000         3.0           316
9221    DOGE/USDT 2022-01-21      0.155300         2.0           319
9222    DOGE/USDT 2022-01-20      0.161600         1.0           320
9223    DOGE/USDT 2022-01-19      0.165100         0.0           323
9782     DOT/USDT 2022-05-22     10.000000       123.0            63
9783     DOT/USDT 2022-05-21      9.670000       122.0            63
9784     DOT/USDT 2022-05-20     10.040000       121.0            63
9785     DOT/USDT 2022-05-19      9.490000       120.0            -1
9786     DOT/USDT 2022-05-18     11.030000       119.0            -1
9787     DOT/USDT 2022-05-17     10.620000       118.0            -1
9788     DOT/USDT 2022-05-16     11.810000       117.0            -1
9789     DOT/USDT 2022-05-15     11.310000       116.0            -1
9790     DOT/USDT 2022-05-14     10.450000       115.0            -1
9791     DOT/USDT 2022-05-13      8.700000       114.0            -1
9792     DOT/USDT 2022-05-12      9.070000       113.0            -1
9793     DOT/USDT 2022-05-11     11.350000       112.0            -1
9794     DOT/USDT 2022-05-10     10.630000       111.0            -1
9795     DOT/USDT 2022-05-09     13.260000       110.0            -1
9796     DOT/USDT 2022-05-08     13.750000       109.0            -1
9797     DOT/USDT 2022-05-07     14.330000       108.0            -1
9798     DOT/USDT 2022-05-06     14.580000       107.0            -1
9799     DOT/USDT 2022-05-05     16.340000       106.0            -1
9800     DOT/USDT 2022-05-04     14.730000       105.0            57
9801     DOT/USDT 2022-05-03     14.970000       104.0            57
9802     DOT/USDT 2022-05-02     15.360000       103.0            57
9803     DOT/USDT 2022-05-01     14.500000       102.0            -1
9804     DOT/USDT 2022-04-30     16.190000       101.0            -1
9805     DOT/USDT 2022-04-29     16.990000       100.0            -1
9806     DOT/USDT 2022-04-28     16.940000        99.0            -1
9807     DOT/USDT 2022-04-27     16.680000        98.0            -1
9808     DOT/USDT 2022-04-26     18.110000        97.0            66
9809     DOT/USDT 2022-04-25     18.170000        96.0            66
9810     DOT/USDT 2022-04-24     18.690000        95.0            66
9811     DOT/USDT 2022-04-23     18.280000        94.0            66
9812     DOT/USDT 2022-04-22     18.170000        93.0            66
9813     DOT/USDT 2022-04-21     19.100000        92.0            -1
9814     DOT/USDT 2022-04-20     18.890000        91.0            -1
9815     DOT/USDT 2022-04-19     18.160000        90.0            -1
9816     DOT/USDT 2022-04-18     17.740000        89.0            -1
9817     DOT/USDT 2022-04-17     18.610000        88.0            -1
9818     DOT/USDT 2022-04-16     18.350000        87.0            67
9819     DOT/USDT 2022-04-15     17.910000        86.0            67
9820     DOT/USDT 2022-04-14     18.200000        85.0            67
9821     DOT/USDT 2022-04-13     17.770000        84.0            -1
9822     DOT/USDT 2022-04-12     17.200000        83.0            -1
9823     DOT/USDT 2022-04-11     19.230000        82.0            -1
9824     DOT/USDT 2022-04-10     19.760000        81.0            -1
9825     DOT/USDT 2022-04-09     19.430000        80.0            -1
9826     DOT/USDT 2022-04-08     20.400000        79.0            -1
9827     DOT/USDT 2022-04-07     19.840000        78.0            -1
9828     DOT/USDT 2022-04-06     21.780000        77.0            68
9829     DOT/USDT 2022-04-05     22.900000        76.0            -1
9830     DOT/USDT 2022-04-04     23.210000        75.0            -1
9831     DOT/USDT 2022-04-03     22.610000        74.0            -1
9832     DOT/USDT 2022-04-02     22.070000        73.0            -1
9833     DOT/USDT 2022-04-01     21.330000        72.0            -1
9834     DOT/USDT 2022-03-31     22.460000        71.0            69
